 IPDIAG_EXTFLD: external perturbations on the control surface
       lmpert:      61
      mthsurf:     960
 MODES
       m         rebin         imbin        rebout        imbout
    -0.266E+01     0.181E-05    -0.268E-05     0.139E-04     0.104E-04
    -0.266E+01     0.145E-05    -0.216E-05     0.144E-04     0.105E-04
    -0.265E+01     0.107E-05    -0.159E-05     0.149E-04     0.105E-04
    -0.264E+01     0.668E-06    -0.994E-06     0.154E-04     0.105E-04
    -0.264E+01     0.246E-06    -0.370E-06     0.158E-04     0.105E-04
    -0.263E+01    -0.183E-06     0.265E-06     0.163E-04     0.104E-04
    -0.262E+01    -0.610E-06     0.899E-06     0.167E-04     0.104E-04
    -0.262E+01    -0.103E-05     0.152E-05     0.171E-04     0.103E-04
    -0.261E+01    -0.143E-05     0.211E-05     0.175E-04     0.102E-04
    -0.260E+01    -0.180E-05     0.267E-05     0.179E-04     0.100E-04
    -0.260E+01    -0.215E-05     0.318E-05     0.182E-04     0.991E-05
    -0.259E+01    -0.245E-05     0.363E-05     0.185E-04     0.978E-05
    -0.259E+01    -0.271E-05     0.402E-05     0.187E-04     0.965E-05
    -0.258E+01    -0.293E-05     0.435E-05     0.189E-04     0.952E-05
    -0.257E+01    -0.311E-05     0.461E-05     0.191E-04     0.940E-05
    -0.257E+01    -0.324E-05     0.481E-05     0.193E-04     0.928E-05
    -0.256E+01    -0.334E-05     0.495E-05     0.194E-04     0.917E-05
    -0.255E+01    -0.339E-05     0.504E-05     0.196E-04     0.907E-05
    -0.255E+01    -0.342E-05     0.508E-05     0.197E-04     0.898E-05
    -0.254E+01    -0.343E-05     0.509E-05     0.198E-04     0.891E-05
    -0.253E+01    -0.342E-05     0.508E-05     0.199E-04     0.884E-05
    -0.253E+01    -0.341E-05     0.506E-05     0.200E-04     0.878E-05
    -0.252E+01    -0.340E-05     0.505E-05     0.202E-04     0.873E-05
    -0.251E+01    -0.341E-05     0.506E-05     0.203E-04     0.868E-05
    -0.251E+01    -0.343E-05     0.509E-05     0.205E-04     0.864E-05
    -0.250E+01    -0.348E-05     0.517E-05     0.207E-04     0.859E-05
    -0.249E+01    -0.357E-05     0.530E-05     0.209E-04     0.854E-05
    -0.249E+01    -0.370E-05     0.548E-05     0.212E-04     0.848E-05
    -0.248E+01    -0.386E-05     0.573E-05     0.214E-04     0.842E-05
    -0.247E+01    -0.407E-05     0.603E-05     0.217E-04     0.833E-05
    -0.247E+01    -0.433E-05     0.641E-05     0.220E-04     0.824E-05
    -0.246E+01    -0.462E-05     0.684E-05     0.223E-04     0.812E-05
    -0.245E+01    -0.495E-05     0.732E-05     0.227E-04     0.799E-05
    -0.245E+01    -0.530E-05     0.785E-05     0.230E-04     0.784E-05
    -0.244E+01    -0.569E-05     0.842E-05     0.233E-04     0.767E-05
    -0.243E+01    -0.608E-05     0.900E-05     0.237E-04     0.749E-05
    -0.243E+01    -0.649E-05     0.960E-05     0.240E-04     0.728E-05
    -0.242E+01    -0.689E-05     0.102E-04     0.243E-04     0.706E-05
    -0.242E+01    -0.727E-05     0.108E-04     0.245E-04     0.684E-05
    -0.241E+01    -0.764E-05     0.113E-04     0.247E-04     0.660E-05
    -0.240E+01    -0.798E-05     0.118E-04     0.249E-04     0.635E-05
    -0.240E+01    -0.828E-05     0.123E-04     0.251E-04     0.610E-05
    -0.239E+01    -0.854E-05     0.126E-04     0.252E-04     0.586E-05
    -0.238E+01    -0.875E-05     0.130E-04     0.252E-04     0.561E-05
    -0.238E+01    -0.892E-05     0.132E-04     0.252E-04     0.538E-05
    -0.237E+01    -0.903E-05     0.134E-04     0.252E-04     0.515E-05
    -0.236E+01    -0.910E-05     0.135E-04     0.252E-04     0.494E-05
    -0.236E+01    -0.913E-05     0.135E-04     0.251E-04     0.474E-05
    -0.235E+01    -0.911E-05     0.135E-04     0.249E-04     0.455E-05
    -0.234E+01    -0.906E-05     0.134E-04     0.248E-04     0.438E-05
    -0.234E+01    -0.899E-05     0.133E-04     0.246E-04     0.422E-05
    -0.233E+01    -0.891E-05     0.132E-04     0.245E-04     0.408E-05
    -0.232E+01    -0.881E-05     0.131E-04     0.243E-04     0.396E-05
    -0.232E+01    -0.872E-05     0.129E-04     0.242E-04     0.384E-05
    -0.231E+01    -0.864E-05     0.128E-04     0.241E-04     0.373E-05
    -0.230E+01    -0.859E-05     0.127E-04     0.240E-04     0.363E-05
    -0.230E+01    -0.856E-05     0.127E-04     0.239E-04     0.353E-05
    -0.229E+01    -0.857E-05     0.127E-04     0.238E-04     0.343E-05
    -0.228E+01    -0.861E-05     0.128E-04     0.238E-04     0.333E-05
    -0.228E+01    -0.871E-05     0.129E-04     0.239E-04     0.322E-05
    -0.227E+01    -0.885E-05     0.131E-04     0.239E-04     0.310E-05
    -0.226E+01    -0.903E-05     0.134E-04     0.240E-04     0.298E-05
    -0.226E+01    -0.926E-05     0.137E-04     0.241E-04     0.284E-05
    -0.225E+01    -0.953E-05     0.141E-04     0.243E-04     0.268E-05
    -0.224E+01    -0.983E-05     0.146E-04     0.244E-04     0.252E-05
    -0.224E+01    -0.102E-04     0.150E-04     0.246E-04     0.233E-05
    -0.223E+01    -0.105E-04     0.155E-04     0.247E-04     0.214E-05
    -0.223E+01    -0.108E-04     0.161E-04     0.249E-04     0.193E-05
    -0.222E+01    -0.112E-04     0.166E-04     0.250E-04     0.172E-05
    -0.221E+01    -0.115E-04     0.171E-04     0.251E-04     0.150E-05
    -0.221E+01    -0.118E-04     0.175E-04     0.252E-04     0.127E-05
    -0.220E+01    -0.121E-04     0.179E-04     0.253E-04     0.104E-05
    -0.219E+01    -0.124E-04     0.183E-04     0.252E-04     0.820E-06
    -0.219E+01    -0.126E-04     0.186E-04     0.252E-04     0.602E-06
    -0.218E+01    -0.127E-04     0.188E-04     0.251E-04     0.392E-06
    -0.217E+01    -0.128E-04     0.190E-04     0.249E-04     0.195E-06
    -0.217E+01    -0.129E-04     0.190E-04     0.247E-04     0.121E-07
    -0.216E+01    -0.129E-04     0.190E-04     0.245E-04    -0.154E-06
    -0.215E+01    -0.128E-04     0.190E-04     0.242E-04    -0.302E-06
    -0.215E+01    -0.127E-04     0.188E-04     0.239E-04    -0.432E-06
    -0.214E+01    -0.126E-04     0.187E-04     0.235E-04    -0.542E-06
    -0.213E+01    -0.124E-04     0.184E-04     0.232E-04    -0.634E-06
    -0.213E+01    -0.123E-04     0.182E-04     0.228E-04    -0.709E-06
    -0.212E+01    -0.121E-04     0.179E-04     0.224E-04    -0.769E-06
    -0.211E+01    -0.119E-04     0.177E-04     0.221E-04    -0.816E-06
    -0.211E+01    -0.118E-04     0.175E-04     0.218E-04    -0.854E-06
    -0.210E+01    -0.117E-04     0.173E-04     0.215E-04    -0.885E-06
    -0.209E+01    -0.116E-04     0.171E-04     0.212E-04    -0.912E-06
    -0.209E+01    -0.115E-04     0.171E-04     0.210E-04    -0.940E-06
    -0.208E+01    -0.115E-04     0.171E-04     0.209E-04    -0.972E-06
    -0.207E+01    -0.116E-04     0.171E-04     0.208E-04    -0.101E-05
    -0.207E+01    -0.117E-04     0.173E-04     0.207E-04    -0.106E-05
    -0.206E+01    -0.118E-04     0.175E-04     0.207E-04    -0.112E-05
    -0.206E+01    -0.120E-04     0.178E-04     0.208E-04    -0.120E-05
    -0.205E+01    -0.122E-04     0.181E-04     0.209E-04    -0.129E-05
    -0.204E+01    -0.125E-04     0.185E-04     0.210E-04    -0.139E-05
    -0.204E+01    -0.128E-04     0.190E-04     0.212E-04    -0.151E-05
    -0.203E+01    -0.131E-04     0.194E-04     0.214E-04    -0.165E-05
    -0.202E+01    -0.134E-04     0.199E-04     0.216E-04    -0.179E-05
    -0.202E+01    -0.138E-04     0.204E-04     0.218E-04    -0.195E-05
    -0.201E+01    -0.141E-04     0.208E-04     0.219E-04    -0.211E-05
    -0.200E+01    -0.144E-04     0.213E-04     0.221E-04    -0.228E-05
    -0.200E+01    -0.146E-04     0.216E-04     0.222E-04    -0.244E-05
    -0.199E+01    -0.148E-04     0.219E-04     0.222E-04    -0.260E-05
    -0.198E+01    -0.150E-04     0.222E-04     0.222E-04    -0.276E-05
    -0.198E+01    -0.151E-04     0.223E-04     0.221E-04    -0.290E-05
    -0.197E+01    -0.151E-04     0.224E-04     0.220E-04    -0.302E-05
    -0.196E+01    -0.151E-04     0.224E-04     0.218E-04    -0.313E-05
    -0.196E+01    -0.150E-04     0.223E-04     0.215E-04    -0.322E-05
    -0.195E+01    -0.149E-04     0.221E-04     0.212E-04    -0.329E-05
    -0.194E+01    -0.147E-04     0.218E-04     0.208E-04    -0.333E-05
    -0.194E+01    -0.145E-04     0.215E-04     0.204E-04    -0.336E-05
    -0.193E+01    -0.143E-04     0.211E-04     0.200E-04    -0.336E-05
    -0.192E+01    -0.140E-04     0.208E-04     0.195E-04    -0.335E-05
    -0.192E+01    -0.137E-04     0.204E-04     0.191E-04    -0.331E-05
    -0.191E+01    -0.135E-04     0.200E-04     0.186E-04    -0.327E-05
    -0.190E+01    -0.132E-04     0.196E-04     0.182E-04    -0.322E-05
    -0.190E+01    -0.130E-04     0.193E-04     0.178E-04    -0.316E-05
    -0.189E+01    -0.129E-04     0.191E-04     0.174E-04    -0.310E-05
    -0.188E+01    -0.127E-04     0.189E-04     0.171E-04    -0.304E-05
    -0.188E+01    -0.126E-04     0.187E-04     0.169E-04    -0.300E-05
    -0.187E+01    -0.126E-04     0.187E-04     0.168E-04    -0.296E-05
    -0.187E+01    -0.127E-04     0.188E-04     0.167E-04    -0.294E-05
    -0.186E+01    -0.128E-04     0.189E-04     0.168E-04    -0.294E-05
    -0.185E+01    -0.129E-04     0.191E-04     0.169E-04    -0.296E-05
    -0.185E+01    -0.131E-04     0.194E-04     0.170E-04    -0.301E-05
    -0.184E+01    -0.133E-04     0.198E-04     0.173E-04    -0.307E-05
    -0.183E+01    -0.136E-04     0.202E-04     0.176E-04    -0.316E-05
    -0.183E+01    -0.139E-04     0.206E-04     0.180E-04    -0.327E-05
    -0.182E+01    -0.142E-04     0.210E-04     0.184E-04    -0.340E-05
    -0.181E+01    -0.145E-04     0.215E-04     0.188E-04    -0.354E-05
    -0.181E+01    -0.148E-04     0.219E-04     0.192E-04    -0.369E-05
    -0.180E+01    -0.150E-04     0.223E-04     0.196E-04    -0.384E-05
    -0.179E+01    -0.152E-04     0.226E-04     0.199E-04    -0.400E-05
    -0.179E+01    -0.154E-04     0.228E-04     0.202E-04    -0.415E-05
    -0.178E+01    -0.155E-04     0.230E-04     0.204E-04    -0.429E-05
    -0.177E+01    -0.156E-04     0.230E-04     0.206E-04    -0.442E-05
    -0.177E+01    -0.155E-04     0.230E-04     0.206E-04    -0.453E-05
    -0.176E+01    -0.154E-04     0.229E-04     0.206E-04    -0.462E-05
    -0.175E+01    -0.153E-04     0.227E-04     0.204E-04    -0.467E-05
    -0.175E+01    -0.151E-04     0.223E-04     0.202E-04    -0.470E-05
    -0.174E+01    -0.148E-04     0.219E-04     0.199E-04    -0.470E-05
    -0.173E+01    -0.145E-04     0.215E-04     0.194E-04    -0.467E-05
    -0.173E+01    -0.142E-04     0.210E-04     0.189E-04    -0.461E-05
    -0.172E+01    -0.138E-04     0.204E-04     0.184E-04    -0.453E-05
    -0.171E+01    -0.134E-04     0.199E-04     0.178E-04    -0.442E-05
    -0.171E+01    -0.131E-04     0.194E-04     0.171E-04    -0.429E-05
    -0.170E+01    -0.127E-04     0.189E-04     0.165E-04    -0.415E-05
    -0.170E+01    -0.124E-04     0.184E-04     0.159E-04    -0.399E-05
    -0.169E+01    -0.122E-04     0.180E-04     0.153E-04    -0.384E-05
    -0.168E+01    -0.119E-04     0.177E-04     0.148E-04    -0.369E-05
    -0.168E+01    -0.118E-04     0.175E-04     0.144E-04    -0.355E-05
    -0.167E+01    -0.117E-04     0.174E-04     0.141E-04    -0.343E-05
    -0.166E+01    -0.117E-04     0.174E-04     0.139E-04    -0.333E-05
    -0.166E+01    -0.118E-04     0.175E-04     0.138E-04    -0.326E-05
    -0.165E+01    -0.119E-04     0.177E-04     0.139E-04    -0.322E-05
    -0.164E+01    -0.121E-04     0.179E-04     0.141E-04    -0.321E-05
    -0.164E+01    -0.124E-04     0.183E-04     0.144E-04    -0.324E-05
    -0.163E+01    -0.126E-04     0.187E-04     0.149E-04    -0.330E-05
    -0.162E+01    -0.129E-04     0.192E-04     0.155E-04    -0.340E-05
    -0.162E+01    -0.133E-04     0.196E-04     0.162E-04    -0.353E-05
    -0.161E+01    -0.136E-04     0.201E-04     0.169E-04    -0.368E-05
    -0.160E+01    -0.139E-04     0.205E-04     0.177E-04    -0.386E-05
    -0.160E+01    -0.141E-04     0.209E-04     0.185E-04    -0.406E-05
    -0.159E+01    -0.143E-04     0.212E-04     0.194E-04    -0.427E-05
    -0.158E+01    -0.145E-04     0.215E-04     0.202E-04    -0.448E-05
    -0.158E+01    -0.146E-04     0.216E-04     0.209E-04    -0.468E-05
    -0.157E+01    -0.146E-04     0.216E-04     0.216E-04    -0.487E-05
    -0.156E+01    -0.146E-04     0.216E-04     0.221E-04    -0.505E-05
    -0.156E+01    -0.144E-04     0.214E-04     0.225E-04    -0.519E-05
    -0.155E+01    -0.142E-04     0.210E-04     0.228E-04    -0.530E-05
    -0.154E+01    -0.139E-04     0.206E-04     0.229E-04    -0.537E-05
    -0.154E+01    -0.136E-04     0.201E-04     0.228E-04    -0.539E-05
    -0.153E+01    -0.132E-04     0.195E-04     0.226E-04    -0.538E-05
    -0.152E+01    -0.128E-04     0.189E-04     0.222E-04    -0.531E-05
    -0.152E+01    -0.123E-04     0.182E-04     0.216E-04    -0.520E-05
    -0.151E+01    -0.118E-04     0.176E-04     0.209E-04    -0.505E-05
    -0.151E+01    -0.114E-04     0.169E-04     0.200E-04    -0.485E-05
    -0.150E+01    -0.110E-04     0.163E-04     0.190E-04    -0.462E-05
    -0.149E+01    -0.106E-04     0.157E-04     0.180E-04    -0.437E-05
    -0.149E+01    -0.103E-04     0.153E-04     0.169E-04    -0.409E-05
    -0.148E+01    -0.100E-04     0.149E-04     0.159E-04    -0.380E-05
    -0.147E+01    -0.987E-05     0.146E-04     0.148E-04    -0.351E-05
    -0.147E+01    -0.978E-05     0.145E-04     0.138E-04    -0.323E-05
    -0.146E+01    -0.978E-05     0.145E-04     0.130E-04    -0.296E-05
    -0.145E+01    -0.987E-05     0.146E-04     0.123E-04    -0.271E-05
    -0.145E+01    -0.100E-04     0.149E-04     0.117E-04    -0.250E-05
    -0.144E+01    -0.103E-04     0.152E-04     0.114E-04    -0.232E-05
    -0.143E+01    -0.106E-04     0.157E-04     0.113E-04    -0.218E-05
    -0.143E+01    -0.109E-04     0.162E-04     0.114E-04    -0.210E-05
    -0.142E+01    -0.113E-04     0.168E-04     0.117E-04    -0.206E-05
    -0.141E+01    -0.117E-04     0.174E-04     0.123E-04    -0.208E-05
    -0.141E+01    -0.121E-04     0.180E-04     0.131E-04    -0.214E-05
    -0.140E+01    -0.125E-04     0.185E-04     0.141E-04    -0.225E-05
    -0.139E+01    -0.128E-04     0.190E-04     0.153E-04    -0.239E-05
    -0.139E+01    -0.131E-04     0.194E-04     0.167E-04    -0.258E-05
    -0.138E+01    -0.133E-04     0.198E-04     0.181E-04    -0.279E-05
    -0.137E+01    -0.135E-04     0.200E-04     0.197E-04    -0.302E-05
    -0.137E+01    -0.135E-04     0.200E-04     0.213E-04    -0.325E-05
    -0.136E+01    -0.135E-04     0.199E-04     0.228E-04    -0.349E-05
    -0.135E+01    -0.133E-04     0.197E-04     0.243E-04    -0.372E-05
    -0.135E+01    -0.131E-04     0.193E-04     0.257E-04    -0.392E-05
    -0.134E+01    -0.127E-04     0.189E-04     0.268E-04    -0.409E-05
    -0.134E+01    -0.123E-04     0.183E-04     0.278E-04    -0.423E-05
    -0.133E+01    -0.118E-04     0.176E-04     0.286E-04    -0.432E-05
    -0.132E+01    -0.113E-04     0.168E-04     0.290E-04    -0.436E-05
    -0.132E+01    -0.108E-04     0.160E-04     0.292E-04    -0.435E-05
    -0.131E+01    -0.102E-04     0.152E-04     0.290E-04    -0.428E-05
    -0.130E+01    -0.970E-05     0.144E-04     0.285E-04    -0.416E-05
    -0.130E+01    -0.921E-05     0.137E-04     0.276E-04    -0.398E-05
    -0.129E+01    -0.877E-05     0.130E-04     0.265E-04    -0.375E-05
    -0.128E+01    -0.840E-05     0.125E-04     0.250E-04    -0.348E-05
    -0.128E+01    -0.812E-05     0.120E-04     0.232E-04    -0.316E-05
    -0.127E+01    -0.794E-05     0.118E-04     0.212E-04    -0.282E-05
    -0.126E+01    -0.787E-05     0.117E-04     0.190E-04    -0.245E-05
    -0.126E+01    -0.791E-05     0.117E-04     0.167E-04    -0.207E-05
    -0.125E+01    -0.806E-05     0.119E-04     0.143E-04    -0.169E-05
    -0.124E+01    -0.832E-05     0.123E-04     0.118E-04    -0.131E-05
    -0.124E+01    -0.867E-05     0.128E-04     0.937E-05    -0.954E-06
    -0.123E+01    -0.910E-05     0.135E-04     0.703E-05    -0.618E-06
    -0.122E+01    -0.960E-05     0.142E-04     0.483E-05    -0.313E-06
    -0.122E+01    -0.101E-04     0.150E-04     0.283E-05    -0.460E-07
    -0.121E+01    -0.107E-04     0.158E-04     0.109E-05     0.180E-06
    -0.120E+01    -0.113E-04     0.167E-04    -0.364E-06     0.362E-06
    -0.120E+01    -0.118E-04     0.175E-04    -0.149E-05     0.498E-06
    -0.119E+01    -0.123E-04     0.182E-04    -0.226E-05     0.590E-06
    -0.118E+01    -0.127E-04     0.188E-04    -0.266E-05     0.641E-06
    -0.118E+01    -0.130E-04     0.192E-04    -0.269E-05     0.654E-06
    -0.117E+01    -0.132E-04     0.195E-04    -0.236E-05     0.634E-06
    -0.117E+01    -0.133E-04     0.197E-04    -0.168E-05     0.589E-06
    -0.116E+01    -0.133E-04     0.196E-04    -0.686E-06     0.526E-06
