 IPOUT_ERRFLD: plasma response for an external perturbation on the control surface
        mpert:      37
      mthsurf:     960
        perturbed senergy:     0.329E+02
        perturbed penergy:     0.308E+02
           maximum torque:     0.459E+01
          binfun strength:     0.944E-03
         bplafun strength:     0.418E-03
         boutfun strength:     0.982E-03
 MODES
       m         rebin         imbin        rebout        imbout
    -0.242E+01    -0.288E-03    -0.485E-04    -0.916E-03     0.175E-03
    -0.241E+01    -0.286E-03    -0.466E-04    -0.926E-03     0.153E-03
    -0.240E+01    -0.283E-03    -0.438E-04    -0.936E-03     0.133E-03
    -0.240E+01    -0.281E-03    -0.402E-04    -0.946E-03     0.113E-03
    -0.239E+01    -0.280E-03    -0.359E-04    -0.956E-03     0.942E-04
    -0.238E+01    -0.279E-03    -0.310E-04    -0.965E-03     0.760E-04
    -0.238E+01    -0.278E-03    -0.256E-04    -0.975E-03     0.585E-04
    -0.237E+01    -0.278E-03    -0.197E-04    -0.984E-03     0.415E-04
    -0.236E+01    -0.278E-03    -0.136E-04    -0.992E-03     0.250E-04
    -0.236E+01    -0.279E-03    -0.732E-05    -0.100E-02     0.895E-05
    -0.235E+01    -0.280E-03    -0.926E-06    -0.101E-02    -0.682E-05
    -0.234E+01    -0.282E-03     0.545E-05    -0.102E-02    -0.224E-04
    -0.234E+01    -0.283E-03     0.117E-04    -0.102E-02    -0.377E-04
    -0.233E+01    -0.285E-03     0.178E-04    -0.103E-02    -0.530E-04
    -0.232E+01    -0.288E-03     0.236E-04    -0.104E-02    -0.682E-04
    -0.232E+01    -0.290E-03     0.290E-04    -0.104E-02    -0.834E-04
    -0.231E+01    -0.292E-03     0.341E-04    -0.104E-02    -0.987E-04
    -0.230E+01    -0.294E-03     0.386E-04    -0.105E-02    -0.114E-03
    -0.230E+01    -0.296E-03     0.428E-04    -0.105E-02    -0.130E-03
    -0.229E+01    -0.298E-03     0.464E-04    -0.105E-02    -0.145E-03
    -0.228E+01    -0.299E-03     0.495E-04    -0.105E-02    -0.161E-03
    -0.228E+01    -0.300E-03     0.522E-04    -0.104E-02    -0.176E-03
    -0.227E+01    -0.301E-03     0.543E-04    -0.104E-02    -0.192E-03
    -0.226E+01    -0.301E-03     0.561E-04    -0.103E-02    -0.208E-03
    -0.226E+01    -0.301E-03     0.574E-04    -0.103E-02    -0.224E-03
    -0.225E+01    -0.299E-03     0.584E-04    -0.102E-02    -0.239E-03
    -0.224E+01    -0.298E-03     0.591E-04    -0.100E-02    -0.255E-03
    -0.224E+01    -0.295E-03     0.595E-04    -0.992E-03    -0.270E-03
    -0.223E+01    -0.292E-03     0.598E-04    -0.978E-03    -0.285E-03
    -0.223E+01    -0.288E-03     0.599E-04    -0.962E-03    -0.300E-03
    -0.222E+01    -0.284E-03     0.600E-04    -0.944E-03    -0.314E-03
    -0.221E+01    -0.279E-03     0.602E-04    -0.925E-03    -0.329E-03
    -0.221E+01    -0.274E-03     0.604E-04    -0.905E-03    -0.342E-03
    -0.220E+01    -0.268E-03     0.607E-04    -0.883E-03    -0.356E-03
    -0.219E+01    -0.261E-03     0.613E-04    -0.860E-03    -0.368E-03
    -0.219E+01    -0.255E-03     0.620E-04    -0.836E-03    -0.381E-03
    -0.218E+01    -0.247E-03     0.630E-04    -0.811E-03    -0.393E-03
    -0.217E+01    -0.240E-03     0.643E-04    -0.785E-03    -0.404E-03
    -0.217E+01    -0.233E-03     0.659E-04    -0.758E-03    -0.415E-03
    -0.216E+01    -0.225E-03     0.678E-04    -0.731E-03    -0.426E-03
    -0.215E+01    -0.218E-03     0.700E-04    -0.703E-03    -0.436E-03
    -0.215E+01    -0.211E-03     0.724E-04    -0.675E-03    -0.446E-03
    -0.214E+01    -0.204E-03     0.751E-04    -0.646E-03    -0.456E-03
    -0.213E+01    -0.197E-03     0.780E-04    -0.618E-03    -0.465E-03
    -0.213E+01    -0.191E-03     0.810E-04    -0.589E-03    -0.475E-03
    -0.212E+01    -0.185E-03     0.841E-04    -0.560E-03    -0.484E-03
    -0.211E+01    -0.180E-03     0.874E-04    -0.531E-03    -0.494E-03
    -0.211E+01    -0.175E-03     0.906E-04    -0.503E-03    -0.504E-03
    -0.210E+01    -0.170E-03     0.937E-04    -0.475E-03    -0.513E-03
    -0.209E+01    -0.167E-03     0.967E-04    -0.447E-03    -0.524E-03
    -0.209E+01    -0.163E-03     0.996E-04    -0.419E-03    -0.534E-03
    -0.208E+01    -0.160E-03     0.102E-03    -0.391E-03    -0.545E-03
    -0.207E+01    -0.158E-03     0.104E-03    -0.364E-03    -0.557E-03
    -0.207E+01    -0.156E-03     0.106E-03    -0.337E-03    -0.569E-03
    -0.206E+01    -0.155E-03     0.108E-03    -0.310E-03    -0.581E-03
    -0.206E+01    -0.153E-03     0.109E-03    -0.284E-03    -0.594E-03
    -0.205E+01    -0.153E-03     0.110E-03    -0.257E-03    -0.608E-03
    -0.204E+01    -0.152E-03     0.110E-03    -0.231E-03    -0.622E-03
    -0.204E+01    -0.152E-03     0.110E-03    -0.205E-03    -0.636E-03
    -0.203E+01    -0.152E-03     0.109E-03    -0.178E-03    -0.651E-03
    -0.202E+01    -0.151E-03     0.108E-03    -0.152E-03    -0.667E-03
    -0.202E+01    -0.151E-03     0.107E-03    -0.126E-03    -0.682E-03
    -0.201E+01    -0.151E-03     0.105E-03    -0.996E-04    -0.698E-03
    -0.200E+01    -0.151E-03     0.103E-03    -0.731E-04    -0.714E-03
    -0.200E+01    -0.150E-03     0.101E-03    -0.465E-04    -0.730E-03
    -0.199E+01    -0.149E-03     0.980E-04    -0.197E-04    -0.746E-03
    -0.198E+01    -0.148E-03     0.952E-04     0.726E-05    -0.762E-03
    -0.198E+01    -0.147E-03     0.924E-04     0.344E-04    -0.777E-03
    -0.197E+01    -0.145E-03     0.896E-04     0.616E-04    -0.792E-03
    -0.196E+01    -0.143E-03     0.869E-04     0.890E-04    -0.806E-03
    -0.196E+01    -0.141E-03     0.844E-04     0.117E-03    -0.819E-03
    -0.195E+01    -0.139E-03     0.820E-04     0.144E-03    -0.832E-03
    -0.194E+01    -0.136E-03     0.800E-04     0.172E-03    -0.843E-03
    -0.194E+01    -0.133E-03     0.783E-04     0.199E-03    -0.853E-03
    -0.193E+01    -0.129E-03     0.770E-04     0.226E-03    -0.862E-03
    -0.192E+01    -0.126E-03     0.761E-04     0.253E-03    -0.870E-03
    -0.192E+01    -0.122E-03     0.757E-04     0.280E-03    -0.877E-03
    -0.191E+01    -0.118E-03     0.758E-04     0.306E-03    -0.882E-03
    -0.190E+01    -0.115E-03     0.764E-04     0.332E-03    -0.885E-03
    -0.190E+01    -0.111E-03     0.775E-04     0.358E-03    -0.887E-03
    -0.189E+01    -0.107E-03     0.792E-04     0.382E-03    -0.888E-03
    -0.188E+01    -0.104E-03     0.813E-04     0.406E-03    -0.887E-03
    -0.188E+01    -0.101E-03     0.839E-04     0.430E-03    -0.884E-03
    -0.187E+01    -0.981E-04     0.869E-04     0.452E-03    -0.880E-03
    -0.187E+01    -0.955E-04     0.902E-04     0.474E-03    -0.875E-03
    -0.186E+01    -0.933E-04     0.938E-04     0.495E-03    -0.868E-03
    -0.185E+01    -0.914E-04     0.977E-04     0.515E-03    -0.860E-03
    -0.185E+01    -0.900E-04     0.102E-03     0.534E-03    -0.851E-03
    -0.184E+01    -0.889E-04     0.106E-03     0.552E-03    -0.841E-03
    -0.183E+01    -0.882E-04     0.110E-03     0.569E-03    -0.829E-03
    -0.183E+01    -0.879E-04     0.114E-03     0.585E-03    -0.816E-03
    -0.182E+01    -0.880E-04     0.118E-03     0.601E-03    -0.803E-03
    -0.181E+01    -0.883E-04     0.122E-03     0.616E-03    -0.789E-03
    -0.181E+01    -0.890E-04     0.126E-03     0.630E-03    -0.773E-03
    -0.180E+01    -0.898E-04     0.129E-03     0.644E-03    -0.758E-03
    -0.179E+01    -0.908E-04     0.132E-03     0.657E-03    -0.741E-03
    -0.179E+01    -0.918E-04     0.135E-03     0.670E-03    -0.724E-03
    -0.178E+01    -0.929E-04     0.137E-03     0.682E-03    -0.707E-03
    -0.177E+01    -0.939E-04     0.138E-03     0.694E-03    -0.688E-03
    -0.177E+01    -0.948E-04     0.140E-03     0.706E-03    -0.670E-03
    -0.176E+01    -0.955E-04     0.140E-03     0.718E-03    -0.651E-03
    -0.175E+01    -0.960E-04     0.141E-03     0.731E-03    -0.631E-03
    -0.175E+01    -0.960E-04     0.141E-03     0.743E-03    -0.611E-03
    -0.174E+01    -0.957E-04     0.140E-03     0.755E-03    -0.591E-03
    -0.173E+01    -0.949E-04     0.140E-03     0.768E-03    -0.570E-03
    -0.173E+01    -0.937E-04     0.139E-03     0.781E-03    -0.549E-03
    -0.172E+01    -0.919E-04     0.137E-03     0.795E-03    -0.527E-03
    -0.171E+01    -0.895E-04     0.136E-03     0.809E-03    -0.504E-03
    -0.171E+01    -0.866E-04     0.135E-03     0.824E-03    -0.481E-03
    -0.170E+01    -0.831E-04     0.133E-03     0.839E-03    -0.457E-03
    -0.170E+01    -0.791E-04     0.132E-03     0.854E-03    -0.433E-03
    -0.169E+01    -0.745E-04     0.131E-03     0.870E-03    -0.408E-03
    -0.168E+01    -0.694E-04     0.130E-03     0.886E-03    -0.382E-03
    -0.168E+01    -0.639E-04     0.129E-03     0.903E-03    -0.355E-03
    -0.167E+01    -0.580E-04     0.129E-03     0.919E-03    -0.328E-03
    -0.166E+01    -0.518E-04     0.129E-03     0.936E-03    -0.300E-03
    -0.166E+01    -0.453E-04     0.129E-03     0.953E-03    -0.271E-03
    -0.165E+01    -0.387E-04     0.130E-03     0.970E-03    -0.242E-03
    -0.164E+01    -0.319E-04     0.131E-03     0.987E-03    -0.211E-03
    -0.164E+01    -0.252E-04     0.132E-03     0.100E-02    -0.181E-03
    -0.163E+01    -0.185E-04     0.134E-03     0.102E-02    -0.150E-03
    -0.162E+01    -0.120E-04     0.137E-03     0.104E-02    -0.118E-03
    -0.162E+01    -0.570E-05     0.139E-03     0.105E-02    -0.861E-04
    -0.161E+01     0.278E-06     0.143E-03     0.107E-02    -0.539E-04
    -0.160E+01     0.588E-05     0.146E-03     0.108E-02    -0.216E-04
    -0.160E+01     0.110E-04     0.149E-03     0.109E-02     0.107E-04
    -0.159E+01     0.157E-04     0.153E-03     0.111E-02     0.428E-04
    -0.158E+01     0.199E-04     0.157E-03     0.112E-02     0.747E-04
    -0.158E+01     0.236E-04     0.160E-03     0.113E-02     0.106E-03
    -0.157E+01     0.266E-04     0.164E-03     0.114E-02     0.137E-03
    -0.156E+01     0.292E-04     0.167E-03     0.115E-02     0.168E-03
    -0.156E+01     0.312E-04     0.170E-03     0.115E-02     0.197E-03
    -0.155E+01     0.327E-04     0.172E-03     0.116E-02     0.226E-03
    -0.154E+01     0.338E-04     0.174E-03     0.117E-02     0.254E-03
    -0.154E+01     0.344E-04     0.176E-03     0.117E-02     0.280E-03
    -0.153E+01     0.347E-04     0.177E-03     0.117E-02     0.306E-03
    -0.152E+01     0.348E-04     0.177E-03     0.118E-02     0.330E-03
    -0.152E+01     0.346E-04     0.177E-03     0.118E-02     0.354E-03
    -0.151E+01     0.343E-04     0.176E-03     0.118E-02     0.375E-03
    -0.151E+01     0.340E-04     0.174E-03     0.118E-02     0.396E-03
    -0.150E+01     0.338E-04     0.172E-03     0.119E-02     0.416E-03
    -0.149E+01     0.337E-04     0.169E-03     0.119E-02     0.434E-03
    -0.149E+01     0.338E-04     0.166E-03     0.119E-02     0.451E-03
    -0.148E+01     0.342E-04     0.162E-03     0.119E-02     0.467E-03
    -0.147E+01     0.350E-04     0.157E-03     0.119E-02     0.482E-03
    -0.147E+01     0.362E-04     0.152E-03     0.119E-02     0.496E-03
    -0.146E+01     0.379E-04     0.147E-03     0.119E-02     0.509E-03
    -0.145E+01     0.401E-04     0.141E-03     0.119E-02     0.522E-03
    -0.145E+01     0.428E-04     0.136E-03     0.118E-02     0.534E-03
    -0.144E+01     0.461E-04     0.130E-03     0.118E-02     0.546E-03
    -0.143E+01     0.499E-04     0.125E-03     0.118E-02     0.557E-03
    -0.143E+01     0.542E-04     0.119E-03     0.118E-02     0.569E-03
    -0.142E+01     0.589E-04     0.114E-03     0.118E-02     0.580E-03
    -0.141E+01     0.641E-04     0.110E-03     0.118E-02     0.592E-03
    -0.141E+01     0.696E-04     0.106E-03     0.118E-02     0.603E-03
    -0.140E+01     0.754E-04     0.102E-03     0.117E-02     0.615E-03
    -0.139E+01     0.813E-04     0.992E-04     0.117E-02     0.628E-03
    -0.139E+01     0.873E-04     0.971E-04     0.117E-02     0.641E-03
    -0.138E+01     0.933E-04     0.957E-04     0.116E-02     0.655E-03
    -0.137E+01     0.992E-04     0.951E-04     0.116E-02     0.669E-03
    -0.137E+01     0.105E-03     0.953E-04     0.115E-02     0.684E-03
    -0.136E+01     0.110E-03     0.962E-04     0.114E-02     0.699E-03
    -0.135E+01     0.115E-03     0.980E-04     0.113E-02     0.715E-03
    -0.135E+01     0.119E-03     0.100E-03     0.112E-02     0.732E-03
    -0.134E+01     0.122E-03     0.104E-03     0.111E-02     0.750E-03
    -0.134E+01     0.125E-03     0.107E-03     0.110E-02     0.767E-03
    -0.133E+01     0.127E-03     0.111E-03     0.108E-02     0.786E-03
    -0.132E+01     0.128E-03     0.116E-03     0.107E-02     0.804E-03
    -0.132E+01     0.128E-03     0.121E-03     0.105E-02     0.823E-03
    -0.131E+01     0.127E-03     0.126E-03     0.103E-02     0.841E-03
    -0.130E+01     0.125E-03     0.131E-03     0.101E-02     0.860E-03
    -0.130E+01     0.123E-03     0.136E-03     0.984E-03     0.879E-03
    -0.129E+01     0.119E-03     0.141E-03     0.960E-03     0.897E-03
    -0.128E+01     0.114E-03     0.146E-03     0.934E-03     0.914E-03
    -0.128E+01     0.109E-03     0.150E-03     0.907E-03     0.932E-03
    -0.127E+01     0.103E-03     0.154E-03     0.879E-03     0.948E-03
    -0.126E+01     0.969E-04     0.157E-03     0.850E-03     0.964E-03
    -0.126E+01     0.899E-04     0.160E-03     0.821E-03     0.979E-03
    -0.125E+01     0.827E-04     0.162E-03     0.791E-03     0.993E-03
    -0.124E+01     0.754E-04     0.163E-03     0.760E-03     0.101E-02
    -0.124E+01     0.680E-04     0.163E-03     0.730E-03     0.102E-02
    -0.123E+01     0.609E-04     0.163E-03     0.699E-03     0.103E-02
    -0.122E+01     0.540E-04     0.162E-03     0.669E-03     0.104E-02
    -0.122E+01     0.476E-04     0.160E-03     0.639E-03     0.105E-02
    -0.121E+01     0.419E-04     0.157E-03     0.609E-03     0.106E-02
    -0.120E+01     0.369E-04     0.154E-03     0.581E-03     0.106E-02
    -0.120E+01     0.329E-04     0.150E-03     0.554E-03     0.107E-02
    -0.119E+01     0.299E-04     0.146E-03     0.527E-03     0.108E-02
    -0.118E+01     0.280E-04     0.142E-03     0.503E-03     0.108E-02
    -0.118E+01     0.273E-04     0.137E-03     0.479E-03     0.109E-02
    -0.117E+01     0.279E-04     0.133E-03     0.457E-03     0.109E-02
    -0.117E+01     0.299E-04     0.128E-03     0.437E-03     0.110E-02
    -0.116E+01     0.332E-04     0.124E-03     0.418E-03     0.110E-02
    -0.115E+01     0.379E-04     0.121E-03     0.401E-03     0.111E-02
    -0.115E+01     0.438E-04     0.118E-03     0.385E-03     0.111E-02
    -0.114E+01     0.511E-04     0.115E-03     0.371E-03     0.112E-02
    -0.113E+01     0.595E-04     0.113E-03     0.359E-03     0.112E-02
    -0.113E+01     0.691E-04     0.113E-03     0.348E-03     0.113E-02
    -0.112E+01     0.796E-04     0.113E-03     0.338E-03     0.113E-02
    -0.111E+01     0.910E-04     0.114E-03     0.330E-03     0.114E-02
    -0.111E+01     0.103E-03     0.117E-03     0.322E-03     0.115E-02
    -0.110E+01     0.116E-03     0.120E-03     0.316E-03     0.116E-02
    -0.109E+01     0.129E-03     0.125E-03     0.310E-03     0.117E-02
    -0.109E+01     0.142E-03     0.130E-03     0.305E-03     0.118E-02
    -0.108E+01     0.156E-03     0.137E-03     0.300E-03     0.119E-02
    -0.107E+01     0.169E-03     0.145E-03     0.295E-03     0.120E-02
