

  ylabel = xi^psi_m

                      psi                      m=1                      m=2                      m=3                      m=4                      m=5                      m=6                      m=7                      m=8
          1.343515649E-03          1.208258927E-04          7.930673119E-06          1.961883794E-07          1.032507911E-08          1.460427967E-08          1.732200959E-09          1.687222197E-09          2.024265911E-10
          1.376981984E-03          1.224019222E-04          8.132509967E-06          1.986732828E-07          1.002790866E-08          1.428878336E-08          1.708356955E-09          1.697480413E-09          1.995639363E-10
          1.410448319E-03          1.239606369E-04          8.334177652E-06          2.013790411E-07          9.738927443E-09          1.397873946E-08          1.684495700E-09          1.704358815E-09          1.966571345E-10
          1.443914653E-03          1.255021409E-04          8.535686435E-06          2.042844984E-07          9.457834645E-09          1.367584609E-08          1.660676793E-09          1.708041428E-09          1.937264481E-10
          1.477380988E-03          1.270264776E-04          8.737046796E-06          2.073694753E-07          9.184298129E-09          1.338154656E-08          1.636956144E-09          1.708729243E-09          1.907944145E-10
          1.510847323E-03          1.285336512E-04          8.938269196E-06          2.106149414E-07          8.917956816E-09          1.309704260E-08          1.613386300E-09          1.706609948E-09          1.878805307E-10
          1.544313658E-03          1.300236511E-04          9.139363682E-06          2.140032713E-07          8.658417279E-09          1.282327803E-08          1.590017271E-09          1.701883718E-09          1.850017982E-10
          1.544413658E-03          1.300280775E-04          9.139964385E-06          2.140135939E-07          8.657651562E-09          1.282247692E-08          1.589947792E-09          1.701865879E-09          1.849932638E-10
          1.544513658E-03          1.300325038E-04          9.140565087E-06          2.140239176E-07          8.656885902E-09          1.282167591E-08          1.589878316E-09          1.701848018E-09          1.849847299E-10
          1.549875144E-03          1.302695960E-04          9.172770156E-06          2.145790291E-07          8.615916692E-09          1.277887804E-08          1.586156592E-09          1.700859733E-09          1.845278355E-10
          1.555236630E-03          1.305062468E-04          9.204972232E-06          2.151373200E-07          8.575109560E-09          1.273637744E-08          1.582441433E-09          1.699810501E-09          1.840722632E-10
          1.560598116E-03          1.307424561E-04          9.237171351E-06          2.156987274E-07          8.534462735E-09          1.269417649E-08          1.578733023E-09          1.698701139E-09          1.836180630E-10
          1.580533364E-03          1.316168633E-04          9.356869818E-06          2.178125367E-07          8.384706188E-09          1.253992562E-08          1.565006367E-09          1.694061704E-09          1.819420161E-10
          1.600468612E-03          1.324851609E-04          9.476529900E-06          2.199654529E-07          8.237047309E-09          1.238995083E-08          1.551384807E-09          1.688644351E-09          1.802879475E-10
          1.620403860E-03          1.333473446E-04          9.596153453E-06          2.221545701E-07          8.091393077E-09          1.224433287E-08          1.537877044E-09          1.682489798E-09          1.786578907E-10
          1.640339108E-03          1.342034110E-04          9.715742303E-06          2.243770968E-07          7.947648677E-09          1.210313633E-08          1.524491542E-09          1.675638517E-09          1.770536700E-10
          1.665224464E-03          1.352634578E-04          9.864980167E-06          2.271943694E-07          7.770745863E-09          1.193315321E-08          1.507966059E-09          1.666168989E-09          1.750898142E-10
          1.690109820E-03          1.363139647E-04          1.001417004E-05          2.300547702E-07          7.596483553E-09          1.177018664E-08          1.491658433E-09          1.655751814E-09          1.731714317E-10
          1.714995176E-03          1.373549326E-04          1.016331511E-05          2.329538074E-07          7.424675973E-09          1.161425940E-08          1.475582616E-09          1.644460886E-09          1.713008166E-10
          1.739880531E-03          1.383863658E-04          1.031241845E-05          2.358873118E-07          7.255138630E-09          1.146536267E-08          1.459751654E-09          1.632368280E-09          1.694799016E-10
          1.764765887E-03          1.394082734E-04          1.046148299E-05          2.388514244E-07          7.087689641E-09          1.132346260E-08          1.444177730E-09          1.619543410E-09          1.677102892E-10
          1.801790217E-03          1.409110655E-04          1.068319480E-05          2.433104857E-07          6.842041057E-09          1.112516109E-08          1.421506723E-09          1.599251820E-09          1.651751939E-10
          1.838814547E-03          1.423928698E-04          1.090483560E-05          2.478189462E-07          6.600049212E-09          1.094193498E-08          1.399463289E-09          1.577700185E-09          1.627599223E-10
          1.875838877E-03          1.438537794E-04          1.112641342E-05          2.523675941E-07          6.361168877E-09          1.077341936E-08          1.378077102E-09          1.555090096E-09          1.604669293E-10
          1.912863207E-03          1.452939147E-04          1.134793565E-05          2.569484798E-07          6.124886195E-09          1.061917705E-08          1.357373833E-09          1.531611669E-09          1.582979023E-10
          1.949887537E-03          1.467134250E-04          1.156940904E-05          2.615548386E-07          5.890724645E-09          1.047871038E-08          1.337375259E-09          1.507444681E-09          1.562539526E-10
          1.986911866E-03          1.481124891E-04          1.179083965E-05          2.661810232E-07          5.658251146E-09          1.035147141E-08          1.318099323E-09          1.482758209E-09          1.543357244E-10
          2.049889282E-03          1.504458974E-04          1.216740414E-05          2.740830559E-07          5.265639862E-09          1.016373861E-08          1.287009897E-09          1.440020728E-09          1.513623448E-10
          2.112866697E-03          1.527219870E-04          1.254388263E-05          2.820134337E-07          4.875345864E-09          1.000943639E-08          1.258096363E-09          1.396958527E-09          1.487529847E-10
          2.175844112E-03          1.549422272E-04          1.292029201E-05          2.899634723E-07          4.486500483E-09          9.885225041E-09          1.231374421E-09          1.354218834E-09          1.465051384E-10
          2.238821528E-03          1.571083301E-04          1.329664364E-05          2.979312463E-07          4.099037234E-09          9.787593843E-09          1.206830525E-09          1.312379162E-09          1.446140812E-10
          2.301798943E-03          1.592222432E-04          1.367294341E-05          3.059209339E-07          3.713973862E-09          9.712890474E-09          1.184422452E-09          1.271953588E-09          1.430725136E-10
          2.364776358E-03          1.612861416E-04          1.404919171E-05          3.139422295E-07          3.333861212E-09          9.657340983E-09          1.164079732E-09          1.233396314E-09          1.418698763E-10
          2.435538174E-03          1.635484625E-04          1.447187870E-05          3.230111308E-07          2.918780938E-09          9.612946801E-09          1.143563417E-09          1.192796942E-09          1.409049870E-10
          2.506299989E-03          1.657543770E-04          1.489447865E-05          3.321661637E-07          2.528380368E-09          9.582164444E-09          1.125348961E-09          1.155550525E-09          1.403229363E-10
          2.577061804E-03          1.679078130E-04          1.531696887E-05          3.414396611E-07          2.183924278E-09          9.559384498E-09          1.109220774E-09          1.122047427E-09          1.400898613E-10
          2.647823620E-03          1.700124868E-04          1.573932599E-05          3.508610720E-07          1.919605744E-09          9.539866479E-09          1.094964975E-09          1.092484442E-09          1.401655374E-10
          2.718585435E-03          1.720715478E-04          1.616153190E-05          3.604512172E-07          1.781282634E-09          9.520237410E-09          1.082399962E-09          1.066849064E-09          1.405064631E-10
          2.789347250E-03          1.740877572E-04          1.658357152E-05          3.702252628E-07          1.807541965E-09          9.498106860E-09          1.071363585E-09          1.044984545E-09          1.410669239E-10
          2.874551815E-03          1.764619731E-04          1.709151373E-05          3.822516798E-07          2.057001928E-09          9.466033037E-09          1.059902623E-09          1.023307137E-09          1.419712730E-10
          2.959756380E-03          1.787811040E-04          1.759918170E-05          3.945693564E-07          2.485435550E-09          9.426295005E-09          1.050223724E-09          1.006298868E-09          1.430606379E-10
          3.044960945E-03          1.810482220E-04          1.810656398E-05          4.071822699E-07          3.026715106E-09          9.378172368E-09          1.042121349E-09          9.934176003E-10          1.442706465E-10
          3.130165509E-03          1.832659858E-04          1.861365228E-05          4.200907222E-07          3.638371656E-09          9.321234008E-09          1.035399465E-09          9.842523725E-10          1.455528504E-10
          3.215370074E-03          1.854367078E-04          1.912044144E-05          4.332913265E-07          4.296951528E-09          9.255829873E-09          1.029870598E-09          9.782465830E-10          1.468598276E-10
