

  ylabel = xi^psi_m

                      psi                      m=1                      m=2                      m=3                      m=4                      m=5                      m=6                      m=7                      m=8
          8.016638157E-01          5.293618468E-04          4.602206585E-04          2.217853645E-03          1.849369178E-03          9.349558513E-04          1.308635997E-04          7.321191612E-05          5.059786781E-06
          8.025427604E-01          5.293346047E-04          4.627786664E-04          2.224009402E-03          1.858122784E-03          9.424556212E-04          1.319808225E-04          7.400996109E-05          5.252245655E-06
          8.034217050E-01          5.293044436E-04          4.653757710E-04          2.230433476E-03          1.866934716E-03          9.500311748E-04          1.331140004E-04          7.481451948E-05          5.448813417E-06
          8.043006497E-01          5.292713228E-04          4.680128034E-04          2.237158871E-03          1.875806311E-03          9.576836968E-04          1.342632800E-04          7.562564063E-05          5.649552536E-06
          8.051795944E-01          5.292352068E-04          4.706906577E-04          2.244224893E-03          1.884739054E-03          9.654144374E-04          1.354287897E-04          7.644337863E-05          5.854535448E-06
          8.059028538E-01          5.292032208E-04          4.729254860E-04          2.250327729E-03          1.892136585E-03          9.718354441E-04          1.364001030E-04          7.712127668E-05          6.026451424E-06
          8.066261132E-01          5.291691753E-04          4.751891937E-04          2.256724404E-03          1.899577669E-03          9.783110866E-04          1.373825178E-04          7.780373037E-05          6.201350285E-06
          8.073493726E-01          5.291330638E-04          4.774824153E-04          2.263451742E-03          1.907063450E-03          9.848421882E-04          1.383760539E-04          7.849077758E-05          6.379292185E-06
          8.080726320E-01          5.290948859E-04          4.798058422E-04          2.270553717E-03          1.914595206E-03          9.914296214E-04          1.393807062E-04          7.918245878E-05          6.560345016E-06
          8.086538427E-01          5.290627128E-04          4.816953454E-04          2.276567814E-03          1.920681993E-03          9.967647250E-04          1.401960770E-04          7.974168053E-05          6.708144889E-06
          8.092350533E-01          5.290292170E-04          4.836052746E-04          2.282890892E-03          1.926800218E-03          1.002137317E-03          1.410185662E-04          8.030394660E-05          6.858048151E-06
          8.098162639E-01          5.289944113E-04          4.855361044E-04          2.289561628E-03          1.932950806E-03          1.007547943E-03          1.418481141E-04          8.086928227E-05          7.010105604E-06
          8.103974745E-01          5.289583141E-04          4.874883577E-04          2.296626310E-03          1.939134794E-03          1.012997187E-03          1.426846356E-04          8.143771433E-05          7.164374408E-06
          8.108566811E-01          5.289288969E-04          4.890463345E-04          2.302522902E-03          1.944045057E-03          1.017330278E-03          1.433504167E-04          8.188903310E-05          7.287865971E-06
          8.113158877E-01          5.288987049E-04          4.906183627E-04          2.308733259E-03          1.948977539E-03          1.021688197E-03          1.440204044E-04          8.234231743E-05          7.412814213E-06
          8.117750944E-01          5.288677584E-04          4.922047939E-04          2.315296142E-03          1.953932963E-03          1.026071301E-03          1.446945035E-04          8.279758307E-05          7.539259946E-06
          8.121567542E-01          5.288414815E-04          4.935345605E-04          2.321051936E-03          1.958069595E-03          1.029733663E-03          1.452578121E-04          8.317748698E-05          7.645524840E-06
          8.125384139E-01          5.288147180E-04          4.948747940E-04          2.327114823E-03          1.962223153E-03          1.033413924E-03          1.458237973E-04          8.355878100E-05          7.752885490E-06
          8.129200737E-01          5.287874889E-04          4.962257712E-04          2.333521850E-03          1.966394224E-03          1.037112341E-03          1.463923592E-04          8.394147557E-05          7.861375518E-06
          8.132373615E-01          5.287645157E-04          4.973572867E-04          2.339141555E-03          1.969875586E-03          1.040200989E-03          1.468669015E-04          8.426069756E-05          7.952453995E-06
          8.135546492E-01          5.287412547E-04          4.984966378E-04          2.345059459E-03          1.973369925E-03          1.043302550E-03          1.473430602E-04          8.458090176E-05          8.044363765E-06
          8.138719370E-01          5.287177261E-04          4.996440452E-04          2.351310521E-03          1.976877716E-03          1.046417213E-03          1.478207387E-04          8.490209522E-05          8.137132708E-06
          8.141355326E-01          5.286979920E-04          5.006035879E-04          2.356786536E-03          1.979802521E-03          1.049014917E-03          1.482186586E-04          8.516969331E-05          8.214878889E-06
          8.143991282E-01          5.286781047E-04          5.015690182E-04          2.362548951E-03          1.982737321E-03          1.051621935E-03          1.486174740E-04          8.543798400E-05          8.293260155E-06
          8.146627238E-01          5.286580823E-04          5.025405126E-04          2.368630189E-03          1.985682502E-03          1.054238410E-03          1.490170969E-04          8.570697222E-05          8.372299643E-06
          8.148815402E-01          5.286413735E-04          5.033517175E-04          2.373947614E-03          1.988135552E-03          1.056417698E-03          1.493493735E-04          8.593079876E-05          8.438430602E-06
          8.151003566E-01          5.286245997E-04          5.041673630E-04          2.379536492E-03          1.990596333E-03          1.058603710E-03          1.496820696E-04          8.615511295E-05          8.505050045E-06
          8.153191729E-01          5.286077768E-04          5.049875902E-04          2.385426189E-03          1.993065156E-03          1.060796555E-03          1.500151078E-04          8.637991833E-05          8.572177159E-06
          8.155379893E-01          5.285909231E-04          5.058125577E-04          2.391650935E-03          1.995542375E-03          1.062996355E-03          1.503483992E-04          8.660521878E-05          8.639833709E-06
          8.157090995E-01          5.285777360E-04          5.064610835E-04          2.396777646E-03          1.997485617E-03          1.064721489E-03          1.506091374E-04          8.678174703E-05          8.693124567E-06
          8.158802096E-01          5.285645545E-04          5.071127135E-04          2.402155951E-03          1.999434452E-03          1.066451032E-03          1.508699114E-04          8.695858280E-05          8.746767821E-06
          8.160513198E-01          5.285513923E-04          5.077675557E-04          2.407810948E-03          2.001389124E-03          1.068185064E-03          1.511306563E-04          8.713572850E-05          8.800778838E-06
          8.161930575E-01          5.285405149E-04          5.083125074E-04          2.412725111E-03          2.003012873E-03          1.069624900E-03          1.513465680E-04          8.728270224E-05          8.845809230E-06
          8.163347952E-01          5.285296710E-04          5.088598236E-04          2.417867331E-03          2.004640989E-03          1.071067936E-03          1.515623615E-04          8.742989204E-05          8.891115068E-06
          8.164765330E-01          5.285188723E-04          5.094095912E-04          2.423258098E-03          2.006273668E-03          1.072514237E-03          1.517779824E-04          8.757729965E-05          8.936709049E-06
          8.165945731E-01          5.285099227E-04          5.098693816E-04          2.427953585E-03          2.007637014E-03          1.073721269E-03          1.519573769E-04          8.770022926E-05          8.974910207E-06
          8.167126131E-01          5.285010221E-04          5.103310028E-04          2.432851659E-03          2.009003822E-03          1.074930663E-03          1.521365682E-04          8.782331243E-05          9.013330583E-06
          8.168306532E-01          5.284921801E-04          5.107945255E-04          2.437967618E-03          2.010374253E-03          1.076142470E-03          1.523155103E-04          8.794655044E-05          9.051980854E-06
          8.169289742E-01          5.284848681E-04          5.111821232E-04          2.442406834E-03          2.011518643E-03          1.077153726E-03          1.524643317E-04          8.804932017E-05          9.084358578E-06
          8.170272952E-01          5.284776120E-04          5.115711469E-04          2.447017800E-03          2.012665791E-03          1.078166736E-03          1.526129095E-04          8.815219912E-05          9.116912109E-06
          8.171256161E-01          5.284704204E-04          5.119616545E-04          2.451809473E-03          2.013815829E-03          1.079181545E-03          1.527612050E-04          8.825518815E-05          9.149650435E-06
          8.171346977E-01          5.284697597E-04          5.119978015E-04          2.452261482E-03          2.013922205E-03          1.079275372E-03          1.527748869E-04          8.826470650E-05          9.152684035E-06
          8.171437793E-01          5.284690996E-04          5.120339618E-04          2.452715115E-03          2.014028607E-03          1.079369215E-03          1.527885660E-04          8.827422581E-05          9.155719304E-06
          8.171528609E-01          5.284684402E-04          5.120701353E-04          2.453170368E-03          2.014135036E-03          1.079463073E-03          1.528022422E-04          8.828374607E-05          9.158756253E-06
          8.171619425E-01          5.284677815E-04          5.121063223E-04          2.453627247E-03          2.014241490E-03          1.079556948E-03          1.528159155E-04          8.829326727E-05          9.161794890E-06
          8.171801057E-01          5.284664660E-04          5.121787366E-04          2.454545904E-03          2.014454479E-03          1.079744745E-03          1.528432533E-04          8.831231253E-05          9.167877269E-06
          8.171982689E-01          5.284651532E-04          5.122512051E-04          2.455471120E-03          2.014667575E-03          1.079932606E-03          1.528705790E-04          8.833136159E-05          9.173966512E-06
          8.172164321E-01          5.284638432E-04          5.123237282E-04          2.456402928E-03          2.014880778E-03          1.080120532E-03          1.528978924E-04          8.835041447E-05          9.180062696E-06
          8.172345953E-01          5.284625362E-04          5.123963065E-04          2.457341356E-03          2.015094091E-03          1.080308522E-03          1.529251930E-04          8.836947117E-05          9.186165897E-06
          8.172923674E-01          5.284583987E-04          5.126275306E-04          2.460370457E-03          2.015773317E-03          1.080906903E-03          1.530119403E-04          8.843011071E-05          9.205626081E-06
          8.173501396E-01          5.284542938E-04          5.128593348E-04          2.463466975E-03          2.016453697E-03          1.081505957E-03          1.530985437E-04          8.849078914E-05          9.225160797E-06
          8.174079117E-01          5.284502244E-04          5.130917376E-04          2.466630303E-03          2.017135274E-03          1.082105698E-03          1.531849904E-04          8.855150664E-05          9.244773022E-06
          8.174656838E-01          5.284461936E-04          5.133247591E-04          2.469858596E-03          2.017818093E-03          1.082706141E-03          1.532712664E-04          8.861226342E-05          9.264466035E-06
          8.175234559E-01          5.284422052E-04          5.135584215E-04          2.473148233E-03          2.018502205E-03          1.083307305E-03          1.533573560E-04          8.867305965E-05          9.284243463E-06
          8.175812280E-01          5.284382630E-04          5.137927491E-04          2.476493062E-03          2.019187668E-03          1.083909209E-03          1.534432419E-04          8.873389549E-05          9.304109340E-06
          8.176390001E-01          5.284343718E-04          5.140277690E-04          2.479883285E-03          2.019874543E-03          1.084511874E-03          1.535289048E-04          8.879477107E-05          9.324068183E-06
          8.176858761E-01          5.284312553E-04          5.142189922E-04          2.482657330E-03          2.020432956E-03          1.085001450E-03          1.535982326E-04          8.884419445E-05          9.340334477E-06
          8.177327521E-01          5.284281790E-04          5.144107087E-04          2.485439832E-03          2.020992385E-03          1.085491558E-03          1.536673864E-04          8.889364408E-05          9.356668362E-06
          8.177796281E-01          5.284251462E-04          5.146029382E-04          2.488214610E-03          2.021552876E-03          1.085982214E-03          1.537363518E-04          8.894311994E-05          9.373073229E-06
          8.178265040E-01          5.284221609E-04          5.147957026E-04          2.490959122E-03          2.022114481E-03          1.086473438E-03          1.538051129E-04          8.899262196E-05          9.389552886E-06
          8.178640620E-01          5.284198065E-04          5.149505515E-04          2.493115439E-03          2.022565291E-03          1.086867440E-03          1.538600461E-04          8.903230276E-05          9.402813565E-06
          8.179016200E-01          5.284174883E-04          5.151057732E-04          2.495210386E-03          2.023016883E-03          1.087261832E-03          1.539148261E-04          8.907200014E-05          9.416127487E-06
          8.179391780E-01          5.284152093E-04          5.152613828E-04          2.497214989E-03          2.023469293E-03          1.087656628E-03          1.539694414E-04          8.911171392E-05          9.429497420E-06
          8.179767359E-01          5.284129729E-04          5.154173974E-04          2.499090573E-03          2.023922561E-03          1.088051842E-03          1.540238792E-04          8.915144387E-05          9.442926470E-06
          8.180067233E-01          5.284112206E-04          5.155422671E-04          2.500461164E-03          2.024285107E-03          1.088367705E-03          1.540672067E-04          8.918317674E-05          9.453693381E-06
          8.180367106E-01          5.284095002E-04          5.156674174E-04          2.501681631E-03          2.024648253E-03          1.088683856E-03          1.541104036E-04          8.921491944E-05          9.464502221E-06
          8.180666980E-01          5.284078145E-04          5.157928602E-04          2.502706848E-03          2.025012024E-03          1.089000308E-03          1.541534606E-04          8.924667169E-05          9.475355232E-06
          8.180966853E-01          5.284061663E-04          5.159186082E-04          2.503477791E-03          2.025376451E-03          1.089317072E-03          1.541963677E-04          8.927843307E-05          9.486254934E-06
          8.181206033E-01          5.284048810E-04          5.160191334E-04          2.503859061E-03          2.025667612E-03          1.089569958E-03          1.542304753E-04          8.930377222E-05          9.494983924E-06
          8.181445212E-01          5.284036237E-04          5.161198699E-04          2.503977873E-03          2.025959229E-03          1.089823061E-03          1.542644736E-04          8.932911652E-05          9.503746057E-06
          8.181684392E-01          5.284023968E-04          5.162208265E-04          2.503768644E-03          2.026251324E-03          1.090076390E-03          1.542983555E-04          8.935446556E-05          9.512543152E-06
          8.181923571E-01          5.284012028E-04          5.163220129E-04          2.503146581E-03          2.026543918E-03          1.090329958E-03          1.543321128E-04          8.937981881E-05          9.521377255E-06
          8.182114241E-01          5.284002765E-04          5.164028486E-04          2.502281994E-03          2.026777545E-03          1.090532275E-03          1.543589283E-04          8.940003257E-05          9.528447700E-06
          8.182304911E-01          5.283993748E-04          5.164838432E-04          2.501012760E-03          2.027011518E-03          1.090734759E-03          1.543856538E-04          8.942024818E-05          9.535544461E-06
          8.182495581E-01          5.283984997E-04          5.165650030E-04          2.499247359E-03          2.027245854E-03          1.090937418E-03          1.544122835E-04          8.944046514E-05          9.542669018E-06
          8.182686251E-01          5.283976534E-04          5.166463353E-04          2.496868325E-03          2.027480569E-03          1.091140260E-03          1.544388112E-04          8.946068282E-05          9.549823040E-06
          8.182838196E-01          5.283970015E-04          5.167112781E-04          2.494432756E-03          2.027667898E-03          1.091302045E-03          1.544598734E-04          8.947679439E-05          9.555546466E-06
          8.182990142E-01          5.283963711E-04          5.167763397E-04          2.491412465E-03          2.027855489E-03          1.091463959E-03          1.544808622E-04          8.949290544E-05          9.561290890E-06
          8.183142088E-01          5.283957641E-04          5.168415249E-04          2.487683033E-03          2.028043354E-03          1.091626011E-03          1.545017731E-04          8.950901541E-05          9.567057523E-06
          8.183294033E-01          5.283951825E-04          5.169068388E-04          2.483085554E-03          2.028231504E-03          1.091788208E-03          1.545226011E-04          8.952512359E-05          9.572847732E-06
          8.183415088E-01          5.283947389E-04          5.169589702E-04          2.478666358E-03          2.028381615E-03          1.091917540E-03          1.545391318E-04          8.953795511E-05          9.577478702E-06
          8.183536143E-01          5.283943144E-04          5.170111900E-04          2.473434253E-03          2.028531923E-03          1.092046976E-03          1.545556032E-04          8.955078442E-05          9.582126517E-06
          8.183657198E-01          5.283939105E-04          5.170635014E-04          2.467223089E-03          2.028682435E-03          1.092176521E-03          1.545720117E-04          8.956361086E-05          9.586792176E-06
          8.183778254E-01          5.283935292E-04          5.171159079E-04          2.459821376E-03          2.028833159E-03          1.092306184E-03          1.545883535E-04          8.957643366E-05          9.591476809E-06
          8.183874679E-01          5.283932431E-04          5.171577227E-04          2.452894513E-03          2.028953374E-03          1.092409555E-03          1.546013198E-04          8.958664438E-05          9.595222766E-06
          8.183971105E-01          5.283929740E-04          5.171996024E-04          2.444865447E-03          2.029073735E-03          1.092513011E-03          1.546142385E-04          8.959685160E-05          9.598982322E-06
          8.184067531E-01          5.283927233E-04          5.172415491E-04          2.435515064E-03          2.029194246E-03          1.092616557E-03          1.546271069E-04          8.960705465E-05          9.602756307E-06
          8.184163957E-01          5.283924928E-04          5.172835651E-04          2.424565142E-03          2.029314911E-03          1.092720200E-03          1.546399218E-04          8.961725269E-05          9.606545663E-06
          8.184240753E-01          5.283923251E-04          5.173170790E-04          2.414464902E-03          2.029411126E-03          1.092802818E-03          1.546500875E-04          8.962537042E-05          9.609575324E-06
          8.184317550E-01          5.283921727E-04          5.173506397E-04          2.402895521E-03          2.029507447E-03          1.092885506E-03          1.546602152E-04          8.963348372E-05          9.612616041E-06
          8.184394346E-01          5.283920369E-04          5.173842484E-04          2.389570661E-03          2.029603874E-03          1.092968269E-03          1.546703028E-04          8.964159185E-05          9.615668513E-06
          8.184471142E-01          5.283919195E-04          5.174179064E-04          2.374127386E-03          2.029700412E-03          1.093051114E-03          1.546803479E-04          8.964969392E-05          9.618733534E-06
          8.184532298E-01          5.283918404E-04          5.174447456E-04          2.360007925E-03          2.029777370E-03          1.093117150E-03          1.546883150E-04          8.965614086E-05          9.621183906E-06
          8.184593454E-01          5.283917752E-04          5.174716176E-04          2.343953729E-03          2.029854400E-03          1.093183245E-03          1.546962519E-04          8.966258264E-05          9.623643345E-06
          8.184654609E-01          5.283917253E-04          5.174985229E-04          2.325593110E-03          2.029931505E-03          1.093249405E-03          1.547041570E-04          8.966901848E-05          9.626112442E-06
          8.184715765E-01          5.283916923E-04          5.175254619E-04          2.304455573E-03          2.030008685E-03          1.093315635E-03          1.547120285E-04          8.967544745E-05          9.628591874E-06
          8.184764461E-01          5.283916792E-04          5.175469371E-04          2.285242062E-03          2.030070195E-03          1.093368426E-03          1.547182709E-04          8.968056100E-05          9.630574081E-06
          8.184813158E-01          5.283916790E-04          5.175684340E-04          2.263502853E-03          2.030131753E-03          1.093421270E-03          1.547244895E-04          8.968566881E-05          9.632563793E-06
          8.184861854E-01          5.283916929E-04          5.175899528E-04          2.238757875E-03          2.030193360E-03          1.093474170E-03          1.547306829E-04          8.969077009E-05          9.634561521E-06
          8.184910551E-01          5.283917225E-04          5.176114932E-04          2.210400045E-03          2.030255014E-03          1.093527132E-03          1.547368498E-04          8.969586387E-05          9.636567852E-06
          8.184949324E-01          5.283917584E-04          5.176286593E-04          2.184726594E-03          2.030304138E-03          1.093569349E-03          1.547417400E-04          8.969991349E-05          9.638171928E-06
          8.184988096E-01          5.283918063E-04          5.176458386E-04          2.155777164E-03          2.030353291E-03          1.093611612E-03          1.547466115E-04          8.970395693E-05          9.639782287E-06
          8.185026869E-01          5.283918675E-04          5.176630308E-04          2.122934032E-03          2.030402471E-03          1.093653927E-03          1.547514632E-04          8.970799336E-05          9.641399375E-06
          8.185065642E-01          5.283919434E-04          5.176802352E-04          2.085416630E-03          2.030451677E-03          1.093696296E-03          1.547562942E-04          8.971202178E-05          9.643023708E-06
          8.185096512E-01          5.283920155E-04          5.176939410E-04          2.051547421E-03          2.030490871E-03          1.093730074E-03          1.547601248E-04          8.971522260E-05          9.644322541E-06
          8.185127382E-01          5.283920990E-04          5.177076535E-04          2.013449483E-03          2.030530078E-03          1.093763893E-03          1.547639408E-04          8.971841687E-05          9.645626700E-06
          8.185158252E-01          5.283921951E-04          5.177213717E-04          1.970330243E-03          2.030569296E-03          1.093797758E-03          1.547677414E-04          8.972160374E-05          9.646936582E-06
          8.185189122E-01          5.283923052E-04          5.177350946E-04          1.921188766E-03          2.030608524E-03          1.093831675E-03          1.547715257E-04          8.972478219E-05          9.648252645E-06
          8.185213699E-01          5.283924040E-04          5.177460225E-04          1.876917825E-03          2.030639759E-03          1.093858717E-03          1.547745264E-04          8.972730587E-05          9.649305199E-06
          8.185238276E-01          5.283925136E-04          5.177569518E-04          1.827208098E-03          2.030670995E-03          1.093885798E-03          1.547775157E-04          8.972982271E-05          9.650362330E-06
          8.185262853E-01          5.283926354E-04          5.177678813E-04          1.771044893E-03          2.030702230E-03          1.093912922E-03          1.547804930E-04          8.973233181E-05          9.651424397E-06
          8.185287430E-01          5.283927706E-04          5.177788097E-04          1.707147326E-03          2.030733460E-03          1.093940093E-03          1.547834578E-04          8.973483216E-05          9.652491814E-06
          8.185306996E-01          5.283928889E-04          5.177875081E-04          1.649671159E-03          2.030758316E-03          1.093961762E-03          1.547858087E-04          8.973681565E-05          9.653345758E-06
          8.185326562E-01          5.283930178E-04          5.177962036E-04          1.585219152E-03          2.030783165E-03          1.093983467E-03          1.547881507E-04          8.973879203E-05          9.654203696E-06
          8.185346129E-01          5.283931583E-04          5.178048950E-04          1.512494422E-03          2.030808001E-03          1.094005213E-03          1.547904836E-04          8.974076042E-05          9.655065953E-06
          8.185365695E-01          5.283933120E-04          5.178135806E-04          1.429860411E-03          2.030832823E-03          1.094027003E-03          1.547928068E-04          8.974271976E-05          9.655932913E-06
          8.185381272E-01          5.283934447E-04          5.178204898E-04          1.355616157E-03          2.030852568E-03          1.094044385E-03          1.547946491E-04          8.974427227E-05          9.656626766E-06
          8.185396848E-01          5.283935876E-04          5.178273928E-04          1.272443442E-03          2.030872298E-03          1.094061803E-03          1.547964846E-04          8.974581747E-05          9.657324156E-06
          8.185412425E-01          5.283937420E-04          5.178342882E-04          1.178686848E-03          2.030892009E-03          1.094079259E-03          1.547983130E-04          8.974735444E-05          9.658025388E-06
          8.185428002E-01          5.283939092E-04          5.178411742E-04          1.072257919E-03          2.030911694E-03          1.094096757E-03          1.548001342E-04          8.974888210E-05          9.658730817E-06
          8.185440402E-01          5.283940524E-04          5.178466478E-04          9.767176648E-04          2.030927345E-03          1.094110721E-03          1.548015784E-04          8.975009074E-05          9.659295685E-06
          8.185452803E-01          5.283942057E-04          5.178521126E-04          8.697682063E-04          2.030942974E-03          1.094124719E-03          1.548030176E-04          8.975129187E-05          9.659863737E-06
          8.185465203E-01          5.283943703E-04          5.178575670E-04          7.492985701E-04          2.030958577E-03          1.094138754E-03          1.548044514E-04          8.975248457E-05          9.660435259E-06
          8.185477604E-01          5.283945474E-04          5.178630090E-04          6.126461093E-04          2.030974148E-03          1.094152830E-03          1.548058797E-04          8.975366774E-05          9.661010587E-06
          8.185487476E-01          5.283946984E-04          5.178673307E-04          4.900555043E-04          2.030986518E-03          1.094164069E-03          1.548070127E-04          8.975460195E-05          9.661471584E-06
          8.185497347E-01          5.283948594E-04          5.178716416E-04          3.529037880E-04          2.030998861E-03          1.094175340E-03          1.548081418E-04          8.975552848E-05          9.661935489E-06
          8.185507219E-01          5.283950314E-04          5.178759398E-04          1.985011326E-04          2.031011172E-03          1.094186647E-03          1.548092670E-04          8.975644639E-05          9.662402578E-06
          8.185517091E-01          5.283952159E-04          5.178802233E-04          2.345528794E-05          2.031023447E-03          1.094197995E-03          1.548103881E-04          8.975735458E-05          9.662873171E-06
          8.185518321E-01          5.283952398E-04          5.178807557E-04          2.287610314E-14          2.031024973E-03          1.094199411E-03          1.548105274E-04          8.975746697E-05          9.662932061E-06
          8.185824126E-01          5.283957140E-04          5.179715964E-04          1.257331024E-03          2.031317692E-03          1.094522220E-03          1.548731256E-04          8.978497084E-05          9.670767825E-06
          8.185824288E-01          5.283957152E-04          5.179716187E-04          1.255667200E-03          2.031317839E-03          1.094522374E-03          1.548731647E-04          8.978498783E-05          9.670769250E-06
          8.185824451E-01          5.283957165E-04          5.179716411E-04          1.254010145E-03          2.031317986E-03          1.094522528E-03          1.548732039E-04          8.978500482E-05          9.670770674E-06
          8.185824777E-01          5.283957189E-04          5.179716858E-04          1.250712575E-03          2.031318281E-03          1.094522836E-03          1.548732821E-04          8.978503882E-05          9.670773519E-06
          8.185825102E-01          5.283957213E-04          5.179717304E-04          1.247441894E-03          2.031318575E-03          1.094523143E-03          1.548733604E-04          8.978507283E-05          9.670776359E-06
          8.185825427E-01          5.283957237E-04          5.179717751E-04          1.244197945E-03          2.031318869E-03          1.094523451E-03          1.548734387E-04          8.978510684E-05          9.670779194E-06
          8.185827381E-01          5.283957379E-04          5.179720434E-04          1.225276290E-03          2.031320635E-03          1.094525296E-03          1.548739090E-04          8.978531131E-05          9.670796110E-06
          8.185829334E-01          5.283957516E-04          5.179723119E-04          1.207277902E-03          2.031322403E-03          1.094527139E-03          1.548743795E-04          8.978551616E-05          9.670812853E-06
          8.185831288E-01          5.283957649E-04          5.179725806E-04          1.190169848E-03          2.031324171E-03          1.094528980E-03          1.548748503E-04          8.978572140E-05          9.670829426E-06
          8.185833242E-01          5.283957776E-04          5.179728493E-04          1.173920178E-03          2.031325940E-03          1.094530820E-03          1.548753214E-04          8.978592701E-05          9.670845831E-06
          8.185838762E-01          5.283958114E-04          5.179736095E-04          1.132374318E-03          2.031330944E-03          1.094536009E-03          1.548766545E-04          8.978651002E-05          9.670891310E-06
          8.185844283E-01          5.283958419E-04          5.179743703E-04          1.096787714E-03          2.031335954E-03          1.094541186E-03          1.548779898E-04          8.978709576E-05          9.670935533E-06
          8.185849804E-01          5.283958693E-04          5.179751317E-04          1.066561292E-03          2.031340968E-03          1.094546350E-03          1.548793275E-04          8.978768405E-05          9.670978559E-06
          8.185855325E-01          5.283958937E-04          5.179758933E-04          1.041143617E-03          2.031345987E-03          1.094551503E-03          1.548806673E-04          8.978827472E-05          9.671020438E-06
          8.185860846E-01          5.283959154E-04          5.179766551E-04          1.020025990E-03          2.031351009E-03          1.094556644E-03          1.548820093E-04          8.978886765E-05          9.671061216E-06
          8.185869701E-01          5.283959448E-04          5.179778768E-04          9.939707618E-04          2.031359072E-03          1.094564870E-03          1.548841663E-04          8.978982306E-05          9.671124438E-06
          8.185878556E-01          5.283959680E-04          5.179790979E-04          9.760485307E-04          2.031367142E-03          1.094573071E-03          1.548863287E-04          8.979078344E-05          9.671185111E-06
          8.185887412E-01          5.283959855E-04          5.179803180E-04          9.647550285E-04          2.031375217E-03          1.094581249E-03          1.548884961E-04          8.979174835E-05          9.671243381E-06
          8.185896267E-01          5.283959978E-04          5.179815366E-04          9.588032959E-04          2.031383296E-03          1.094589405E-03          1.548906685E-04          8.979271743E-05          9.671299379E-06
          8.185905123E-01          5.283960052E-04          5.179827534E-04          9.571070800E-04          2.031391378E-03          1.094597541E-03          1.548928457E-04          8.979369035E-05          9.671353224E-06
          8.185916653E-01          5.283960082E-04          5.179843347E-04          9.598044531E-04          2.031401905E-03          1.094608108E-03          1.548956876E-04          8.979496244E-05          9.671420286E-06
          8.185928183E-01          5.283960041E-04          5.179859121E-04          9.665998754E-04          2.031412434E-03          1.094618645E-03          1.548985371E-04          8.979623999E-05          9.671484097E-06
          8.185939714E-01          5.283959936E-04          5.179874852E-04          9.762721895E-04          2.031422964E-03          1.094629155E-03          1.549013939E-04          8.979752251E-05          9.671544844E-06
          8.185951244E-01          5.283959772E-04          5.179890537E-04          9.879011838E-04          2.031433493E-03          1.094639639E-03          1.549042578E-04          8.979880957E-05          9.671602695E-06
          8.185962775E-01          5.283959553E-04          5.179906173E-04          1.000801075E-03          2.031444020E-03          1.094650100E-03          1.549071286E-04          8.980010081E-05          9.671657804E-06
          8.185978048E-01          5.283959185E-04          5.179926807E-04          1.019000448E-03          2.031457961E-03          1.094663923E-03          1.549109414E-04          8.980181704E-05          9.671726813E-06
          8.185993321E-01          5.283958735E-04          5.179947350E-04          1.037729231E-03          2.031471895E-03          1.094677710E-03          1.549147654E-04          8.980353934E-05          9.671791541E-06
          8.186008594E-01          5.283958211E-04          5.179967798E-04          1.056447951E-03          2.031485823E-03          1.094691464E-03          1.549186000E-04          8.980526716E-05          9.671852237E-06
          8.186023867E-01          5.283957618E-04          5.179988151E-04          1.074811700E-03          2.031499742E-03          1.094705188E-03          1.549224450E-04          8.980699999E-05          9.671909127E-06
          8.186039140E-01          5.283956962E-04          5.180008408E-04          1.092607242E-03          2.031513651E-03          1.094718883E-03          1.549263000E-04          8.980873741E-05          9.671962413E-06
          8.186059700E-01          5.283955987E-04          5.180035523E-04          1.115454830E-03          2.031532360E-03          1.094737276E-03          1.549315043E-04          8.981108278E-05          9.672028773E-06
          8.186080260E-01          5.283954915E-04          5.180062464E-04          1.136906006E-03          2.031551049E-03          1.094755625E-03          1.549367252E-04          8.981343498E-05          9.672089335E-06
          8.186100819E-01          5.283953756E-04          5.180089230E-04          1.156926825E-03          2.031569719E-03          1.094773933E-03          1.549419620E-04          8.981579333E-05          9.672144443E-06
          8.186121379E-01          5.283952515E-04          5.180115822E-04          1.175547126E-03          2.031588368E-03          1.094792202E-03          1.549472140E-04          8.981815727E-05          9.672194405E-06
          8.186141939E-01          5.283951199E-04          5.180142244E-04          1.192831780E-03          2.031606995E-03          1.094810436E-03          1.549524807E-04          8.982052627E-05          9.672239502E-06
          8.186169968E-01          5.283949296E-04          5.180177993E-04          1.214393674E-03          2.031632355E-03          1.094835242E-03          1.549596832E-04          8.982376331E-05          9.672293592E-06
          8.186197997E-01          5.283947277E-04          5.180213435E-04          1.233847441E-03          2.031657675E-03          1.094859991E-03          1.549669106E-04          8.982700803E-05          9.672339670E-06
          8.186226025E-01          5.283945151E-04          5.180248577E-04          1.251411774E-03          2.031682954E-03          1.094884687E-03          1.549741617E-04          8.983025963E-05          9.672378224E-06
          8.186254054E-01          5.283942929E-04          5.180283424E-04          1.267290641E-03          2.031708192E-03          1.094909335E-03          1.549814355E-04          8.983351742E-05          9.672409685E-06
          8.186282083E-01          5.283940617E-04          5.180317985E-04          1.281669689E-03          2.031733390E-03          1.094933938E-03          1.549887309E-04          8.983678083E-05          9.672434446E-06
          8.186320790E-01          5.283937291E-04          5.180365252E-04          1.299364670E-03          2.031768122E-03          1.094967844E-03          1.549988395E-04          8.984129570E-05          9.672458272E-06
