 IPEC_PMODB_CHETEST: Reconstructed perturbed mod b by chebyshev
 
    jac_out = boozer  
      cstep =    200      mpert =  33   mthsurf = 960
 
              psi    m       real(lagb)       imag(lagb)
   7.91452709E-01   -3   1.84321982E-05  -2.11894861E-05
   7.91452709E-01   -2   1.14510127E-04  -1.67762469E-04
   7.91452709E-01   -1   2.18909502E-04  -4.88430476E-04
   7.91452709E-01    0  -6.37279592E-04   1.64156183E-03
   7.91452709E-01    1   4.30208330E-05  -1.90434511E-04
   7.91452709E-01    2   1.01384471E-04   7.55731942E-05
   7.91452709E-01    3  -1.75220799E-05  -3.42830213E-05
   7.91452709E-01    4  -3.06622133E-06   5.29901850E-06
   7.91452709E-01    5  -1.47177885E-05   3.69884281E-05
   7.91452709E-01    6  -2.46917481E-05   3.25482232E-05
   7.91452709E-01    7  -1.39451170E-05   1.48927808E-05
   7.91452709E-01    8  -1.05186653E-05   1.19134208E-05
   7.91452709E-01    9  -7.35971233E-06   7.72243405E-06
   7.91452709E-01   10  -5.54097672E-06   6.14630768E-06
   7.91452709E-01   11  -4.37268598E-06   4.47483314E-06
   7.91452709E-01   12  -3.37241913E-06   3.38755826E-06
   7.91452709E-01   13  -2.66819963E-06   2.69852219E-06
   7.91452709E-01   14  -2.26329989E-06   2.27909539E-06
   7.91452709E-01   15  -1.89849847E-06   1.92906788E-06
   7.91452709E-01   16  -1.58767715E-06   1.80557520E-06
   7.91452709E-01   17  -1.51994303E-06   1.65296853E-06
   7.91452709E-01   18  -1.24680321E-06   1.35310983E-06
   7.91452709E-01   19  -9.05327834E-07   1.01619042E-06
   7.91452709E-01   20  -5.46089422E-07   7.87733222E-07
   7.96398663E-01  -12   2.38970785E-06  -3.40187691E-06
   7.96398663E-01  -11   2.71052968E-06  -4.09560044E-06
   7.96398663E-01  -10   2.93952876E-06  -4.47615125E-06
   7.96398663E-01   -9   2.98196641E-06  -4.45092834E-06
   7.96398663E-01   -8   2.75091868E-06  -3.97822694E-06
   7.96398663E-01   -7   2.70445568E-06  -3.99594783E-06
   7.96398663E-01   -6   4.56010902E-06  -6.85701695E-06
   7.96398663E-01   -5   7.31241400E-06  -1.40009364E-05
   7.96398663E-01   -4   4.73379874E-06  -1.71488640E-05
   7.96398663E-01   -3   1.86583534E-05  -2.08519657E-05
   7.96398663E-01   -2   1.13517788E-04  -1.67419424E-04
   7.96398663E-01   -1   2.16328036E-04  -4.84445471E-04
   7.96398663E-01    0  -6.33119790E-04   1.62916721E-03
   7.96398663E-01    1   4.23486776E-05  -1.91960820E-04
   7.96398663E-01    2   9.84509543E-05   7.80107412E-05
   7.96398663E-01    3  -1.85011621E-05  -3.22366594E-05
   7.96398663E-01    4  -7.96080437E-06   8.88230693E-06
   7.96398663E-01    5  -1.45327164E-05   3.63890438E-05
   7.96398663E-01    6  -2.03725279E-05   2.79648067E-05
   7.96398663E-01    7  -1.17580104E-05   1.34499782E-05
   7.96398663E-01    8  -8.65830645E-06   1.03938203E-05
   7.96398663E-01    9  -6.45696015E-06   6.91488077E-06
   7.96398663E-01   10  -5.02863913E-06   5.47422983E-06
   7.96398663E-01   11  -4.03200761E-06   4.11233351E-06
   7.96398663E-01   12  -3.12590761E-06   3.11685409E-06
   7.96398663E-01   13  -2.49885824E-06   2.50278779E-06
   7.96398663E-01   14  -2.11588652E-06   2.13100674E-06
   7.96398663E-01   15  -1.77441529E-06   1.79006083E-06
   7.96398663E-01   16  -1.48635882E-06   1.68295599E-06
   7.96398663E-01   17  -1.39512734E-06   1.53400829E-06
   7.96398663E-01   18  -1.14341209E-06   1.25824611E-06
   7.96398663E-01   19  -8.33447783E-07   9.78397549E-07
   7.96398663E-01   20  -5.08669267E-07   7.49492382E-07
   8.01344618E-01  -12   2.33360475E-06  -3.44844768E-06
   8.01344618E-01  -11   2.67721040E-06  -4.10311801E-06
   8.01344618E-01  -10   2.89920977E-06  -4.40747818E-06
   8.01344618E-01   -9   2.87293968E-06  -4.30587682E-06
   8.01344618E-01   -8   2.62287194E-06  -3.77710093E-06
   8.01344618E-01   -7   2.55938824E-06  -3.80079299E-06
   8.01344618E-01   -6   4.33994920E-06  -6.64174945E-06
   8.01344618E-01   -5   6.99631382E-06  -1.38535807E-05
   8.01344618E-01   -4   4.37441939E-06  -1.67188071E-05
   8.01344618E-01   -3   1.89516098E-05  -2.04509159E-05
   8.01344618E-01   -2   1.12460029E-04  -1.67157658E-04
   8.01344618E-01   -1   2.13542031E-04  -4.80241180E-04
   8.01344618E-01    0  -6.28795239E-04   1.61700206E-03
   8.01344618E-01    1   4.21961493E-05  -1.91731217E-04
   8.01344618E-01    2   9.49498229E-05   7.93737593E-05
   8.01344618E-01    3  -1.93186704E-05  -3.00770087E-05
   8.01344618E-01    4  -1.34939899E-05   1.32055379E-05
   8.01344618E-01    5  -1.43101656E-05   3.54556413E-05
   8.01344618E-01    6  -1.56834427E-05   2.26760002E-05
   8.01344618E-01    7  -9.37459587E-06   1.18956464E-05
   8.01344618E-01    8  -6.58274414E-06   8.65069011E-06
   8.01344618E-01    9  -5.43302443E-06   5.99351231E-06
   8.01344618E-01   10  -4.45338233E-06   4.70690877E-06
   8.01344618E-01   11  -3.64473903E-06   3.69066149E-06
   8.01344618E-01   12  -2.84866996E-06   2.80249108E-06
   8.01344618E-01   13  -2.31135487E-06   2.27679130E-06
   8.01344618E-01   14  -1.95035384E-06   1.95628024E-06
   8.01344618E-01   15  -1.63504409E-06   1.63153041E-06
   8.01344618E-01   16  -1.37339150E-06   1.54282317E-06
   8.01344618E-01   17  -1.25402802E-06   1.39247507E-06
   8.01344618E-01   18  -1.02634061E-06   1.14497730E-06
   8.01344618E-01   19  -7.50243021E-07   9.29876705E-07
   8.01344618E-01   20  -4.71727668E-07   7.04934886E-07
   8.06290572E-01  -12   2.28040400E-06  -3.49554757E-06
   8.06290572E-01  -11   2.64967764E-06  -4.10548307E-06
   8.06290572E-01  -10   2.86693000E-06  -4.32691773E-06
   8.06290572E-01   -9   2.76607373E-06  -4.15011635E-06
   8.06290572E-01   -8   2.49885725E-06  -3.56438834E-06
   8.06290572E-01   -7   2.41914254E-06  -3.59379657E-06
   8.06290572E-01   -6   4.12638056E-06  -6.42155568E-06
   8.06290572E-01   -5   6.68896982E-06  -1.37075998E-05
   8.06290572E-01   -4   4.01394535E-06  -1.62739511E-05
   8.06290572E-01   -3   1.93017388E-05  -2.00182200E-05
   8.06290572E-01   -2   1.11504681E-04  -1.67092063E-04
   8.06290572E-01   -1   2.10820645E-04  -4.76263425E-04
   8.06290572E-01    0  -6.24674818E-04   1.60590767E-03
   8.06290572E-01    1   4.25806239E-05  -1.89970206E-04
   8.06290572E-01    2   9.13580485E-05   7.96328517E-05
   8.06290572E-01    3  -2.00066879E-05  -2.80374971E-05
   8.06290572E-01    4  -1.93625238E-05   1.80668459E-05
   8.06290572E-01    5  -1.41095961E-05   3.42876702E-05
   8.06290572E-01    6  -1.09823616E-05   1.70328559E-05
   8.06290572E-01    7  -6.96959607E-06   1.03642340E-05
   8.06290572E-01    8  -4.42933950E-06   6.80818280E-06
   8.06290572E-01    9  -4.35909768E-06   5.02652116E-06
   8.06290572E-01   10  -3.85949051E-06   3.89917693E-06
   8.06290572E-01   11  -3.24281110E-06   3.24323760E-06
   8.06290572E-01   12  -2.56507401E-06   2.46916466E-06
   8.06290572E-01   13  -2.12346587E-06   2.03925424E-06
   8.06290572E-01   14  -1.78236266E-06   1.76948942E-06
   8.06290572E-01   15  -1.49458199E-06   1.46690218E-06
   8.06290572E-01   16  -1.26115119E-06   1.39752930E-06
   8.06290572E-01   17  -1.10969848E-06   1.24037030E-06
   8.06290572E-01   18  -9.06876175E-07   1.02412197E-06
   8.06290572E-01   19  -6.65220841E-07   8.77027849E-07
   8.06290572E-01   20  -4.41425033E-07   6.59578495E-07
   8.11236526E-01  -12   2.23999153E-06  -3.54954614E-06
   8.11236526E-01  -11   2.63605271E-06  -4.11116966E-06
   8.11236526E-01  -10   2.85084154E-06  -4.24623630E-06
   8.11236526E-01   -9   2.67264648E-06  -3.99835797E-06
   8.11236526E-01   -8   2.38999304E-06  -3.35732213E-06
   8.11236526E-01   -7   2.29660504E-06  -3.39348201E-06
   8.11236526E-01   -6   3.94206671E-06  -6.22378386E-06
   8.11236526E-01   -5   6.43031410E-06  -1.36039283E-05
   8.11236526E-01   -4   3.68752041E-06  -1.58797857E-05
   8.11236526E-01   -3   1.96942439E-05  -1.95888772E-05
   8.11236526E-01   -2   1.10829211E-04  -1.67333884E-04
   8.11236526E-01   -1   2.08451696E-04  -4.72979831E-04
   8.11236526E-01    0  -6.21142038E-04   1.59672961E-03
   8.11236526E-01    1   4.35046433E-05  -1.86974923E-04
   8.11236526E-01    2   8.81967411E-05   7.87959098E-05
   8.11236526E-01    3  -2.06103238E-05  -2.63659327E-05
   8.11236526E-01    4  -2.52115921E-05   2.32132393E-05
   8.11236526E-01    5  -1.39963096E-05   3.30029601E-05
   8.11236526E-01    6  -6.66297421E-06   1.14385544E-05
   8.11236526E-01    7  -4.73560544E-06   9.00129566E-06
   8.11236526E-01    8  -2.35264090E-06   5.00759183E-06
   8.11236526E-01    9  -3.31586137E-06   4.09095162E-06
   8.11236526E-01   10  -3.29642460E-06   3.11317933E-06
   8.11236526E-01   11  -2.86206089E-06   2.80801435E-06
   8.11236526E-01   12  -2.30225012E-06   2.14490635E-06
   8.11236526E-01   13  -1.95471912E-06   1.81125166E-06
   8.11236526E-01   14  -1.62924854E-06   1.58712160E-06
   8.11236526E-01   15  -1.36866972E-06   1.31108393E-06
   8.11236526E-01   16  -1.16318628E-06   1.26076323E-06
   8.11236526E-01   17  -9.76702467E-07   1.09139343E-06
   8.11236526E-01   18  -7.97621579E-07   9.07994340E-07
   8.11236526E-01   19  -5.89051387E-07   8.27189619E-07
   8.11236526E-01   20  -4.24259277E-07   6.19603896E-07
   8.16182481E-01  -12   2.22250164E-06  -3.61693792E-06
   8.16182481E-01  -11   2.64444358E-06  -4.12903722E-06
   8.16182481E-01  -10   2.85890729E-06  -4.17793173E-06
   8.16182481E-01   -9   2.60414252E-06  -3.86593611E-06
   8.16182481E-01   -8   2.30748263E-06  -3.17387214E-06
   8.16182481E-01   -7   2.20481239E-06  -3.21927106E-06
   8.16182481E-01   -6   3.81017782E-06  -6.07671788E-06
   8.16182481E-01   -5   6.26139754E-06  -1.35847745E-05
   8.16182481E-01   -4   3.43166770E-06  -1.56043478E-05
   8.16182481E-01   -3   2.01109378E-05  -1.91990014E-05
   8.16182481E-01   -2   1.10610191E-04  -1.67983472E-04
   8.16182481E-01   -1   2.06724484E-04  -4.70851922E-04
   8.16182481E-01    0  -6.18572115E-04   1.59026400E-03
   8.16182481E-01    1   4.49539983E-05  -1.83101228E-04
   8.16182481E-01    2   8.60007589E-05   7.69101059E-05
   8.16182481E-01    3  -2.11854381E-05  -2.53090017E-05
   8.16182481E-01    4  -3.06516284E-05   2.83510773E-05
   8.16182481E-01    5  -1.40374392E-05   3.17317591E-05
   8.16182481E-01    6  -3.13221017E-06   6.32735982E-06
   8.16182481E-01    7  -2.87214669E-06   7.95487856E-06
   8.16182481E-01    8  -5.15979922E-07   3.39973356E-06
   8.16182481E-01    9  -2.38912826E-06   3.26852709E-06
   8.16182481E-01   10  -2.81606865E-06   2.41505670E-06
   8.16182481E-01   11  -2.54024147E-06   2.42543614E-06
   8.16182481E-01   12  -2.08856756E-06   1.85960005E-06
   8.16182481E-01   13  -1.82527677E-06   1.61507378E-06
   8.16182481E-01   14  -1.50903383E-06   1.42666432E-06
   8.16182481E-01   15  -1.27346563E-06   1.17962648E-06
   8.16182481E-01   16  -1.09341416E-06   1.14676587E-06
   8.16182481E-01   17  -8.70298929E-07   9.60196095E-07
   8.16182481E-01   18  -7.11786499E-07   8.09733836E-07
   8.16182481E-01   19  -5.32965332E-07   7.88251783E-07
   8.16182481E-01   20  -4.26658777E-07   5.91521144E-07
   8.21128435E-01  -12   2.23764385E-06  -3.70389579E-06
   8.21128435E-01  -11   2.68237677E-06  -4.16775516E-06
   8.21128435E-01  -10   2.89831811E-06  -4.13445250E-06
   8.21128435E-01   -9   2.57147256E-06  -3.76783777E-06
   8.21128435E-01   -8   2.26185029E-06  -3.03161800E-06
   8.21128435E-01   -7   2.15606412E-06  -3.09027508E-06
   8.21128435E-01   -6   3.75288169E-06  -6.00779650E-06
   8.21128435E-01   -5   6.22172765E-06  -1.36909294E-05
   8.21128435E-01   -4   3.28189682E-06  -1.55139436E-05
   8.21128435E-01   -3   2.05307843E-05  -1.88835080E-05
   8.21128435E-01   -2   1.11011470E-04  -1.69122802E-04
   8.21128435E-01   -1   2.05910330E-04  -4.70304079E-04
   8.21128435E-01    0  -6.17306838E-04   1.58719997E-03
   8.21128435E-01    1   4.68960871E-05  -1.78745340E-04
   8.21128435E-01    2   8.52833079E-05   7.40624827E-05
   8.21128435E-01    3  -2.17950414E-05  -2.50948962E-05
   8.21128435E-01    4  -3.52795036E-05   3.31603844E-05
   8.21128435E-01    5  -1.42973218E-05   3.06094273E-05
   8.21128435E-01    6  -7.83789991E-07   2.13894842E-06
   8.21128435E-01    7  -1.57283311E-06   7.36562749E-06
   8.21128435E-01    8   9.18579107E-07   2.13575784E-06
   8.21128435E-01    9  -1.66459730E-06   2.64065464E-06
   8.21128435E-01   10  -2.46946390E-06   1.87095582E-06
   8.21128435E-01   11  -2.31465001E-06   2.13598561E-06
   8.21128435E-01   12  -1.95183219E-06   1.64319845E-06
   8.21128435E-01   13  -1.75463053E-06   1.47286977E-06
   8.21128435E-01   14  -1.43926653E-06   1.30551682E-06
   8.21128435E-01   15  -1.22456321E-06   1.08773884E-06
   8.21128435E-01   16  -1.06518685E-06   1.06941081E-06
   8.21128435E-01   17  -8.05474209E-07   8.61481847E-07
   8.21128435E-01   18  -6.62345993E-07   7.42496287E-07
   8.21128435E-01   19  -5.08035888E-07   7.68184266E-07
   8.21128435E-01   20  -4.54524308E-07   5.81773661E-07
   8.26074390E-01  -12   2.29396270E-06  -3.81578850E-06
   8.26074390E-01  -11   2.75618450E-06  -4.23516691E-06
   8.26074390E-01  -10   2.97487439E-06  -4.12732185E-06
   8.26074390E-01   -9   2.58412012E-06  -3.71763163E-06
   8.26074390E-01   -8   2.26211257E-06  -2.94650736E-06
   8.26074390E-01   -7   2.16095916E-06  -3.02395977E-06
   8.26074390E-01   -6   3.78969506E-06  -6.04166492E-06
   8.26074390E-01   -5   6.34635623E-06  -1.39588268E-05
   8.26074390E-01   -4   3.27005047E-06  -1.56684505E-05
   8.26074390E-01   -3   2.09309755E-05  -1.86735906E-05
   8.26074390E-01   -2   1.12171582E-04  -1.70808183E-04
   8.26074390E-01   -1   2.06241792E-04  -4.71690879E-04
   8.26074390E-01    0  -6.17628476E-04   1.58806156E-03
   8.26074390E-01    1   4.92786460E-05  -1.74321582E-04
   8.26074390E-01    2   8.64970003E-05   7.03789759E-05
   8.26074390E-01    3  -2.25042821E-05  -2.59150123E-05
   8.26074390E-01    4  -3.87034316E-05   3.73126856E-05
   8.26074390E-01    5  -1.48324905E-05   2.97680886E-05
   8.26074390E-01    6   3.09428314E-08  -7.10905428E-07
   8.26074390E-01    7  -1.01119118E-06   7.35607384E-06
   8.26074390E-01    8   1.80152638E-06   1.35675807E-06
   8.26074390E-01    9  -1.22193163E-06   2.28281293E-06
   8.26074390E-01   10  -2.30316814E-06   1.54252714E-06
   8.26074390E-01   11  -2.21947324E-06   1.97741631E-06
   8.26074390E-01   12  -1.91728220E-06   1.52371203E-06
   8.26074390E-01   13  -1.76016710E-06   1.40513063E-06
   8.26074390E-01   14  -1.43573667E-06   1.23977390E-06
   8.26074390E-01   15  -1.23580095E-06   1.04920145E-06
   8.26074390E-01   16  -1.09026793E-06   1.04119020E-06
   8.26074390E-01   17  -7.95861913E-07   8.08987660E-07
   8.26074390E-01   18  -6.61101140E-07   7.18539397E-07
   8.26074390E-01   19  -5.24375359E-07   7.74501308E-07
   8.26074390E-01   20  -5.12742964E-07   5.96296758E-07
   8.31020344E-01  -12   2.39806925E-06  -3.95668968E-06
   8.31020344E-01  -11   2.87038066E-06  -4.33762646E-06
   8.31020344E-01  -10   3.09236783E-06  -4.16621067E-06
   8.31020344E-01   -9   2.64926122E-06  -3.72635289E-06
   8.31020344E-01   -8   2.31492954E-06  -2.93156476E-06
   8.31020344E-01   -7   2.22740886E-06  -3.03475415E-06
   8.31020344E-01   -6   3.93578406E-06  -6.19816414E-06
   8.31020344E-01   -5   6.66287593E-06  -1.44175172E-05
   8.31020344E-01   -4   3.42152910E-06  -1.61164503E-05
   8.31020344E-01   -3   2.12881958E-05  -1.85941192E-05
   8.31020344E-01   -2   1.14191138E-04  -1.73063645E-04
   8.31020344E-01   -1   2.07891745E-04  -4.75264758E-04
   8.31020344E-01    0  -6.19734314E-04   1.59315261E-03
   8.31020344E-01    1   5.20289546E-05  -1.70237155E-04
   8.31020344E-01    2   8.99933221E-05   6.60217478E-05
   8.31020344E-01    3  -2.33739903E-05  -2.79059098E-05
   8.31020344E-01    4  -4.05705814E-05   4.04917838E-05
   8.31020344E-01    5  -1.56865976E-05   2.93276669E-05
   8.31020344E-01    6  -9.66631156E-07  -1.86190272E-06
   8.31020344E-01    7  -1.32588603E-06   8.01971511E-06
   8.31020344E-01    8   2.00786817E-06   1.18269501E-06
   8.31020344E-01    9  -1.12845110E-06   2.25860581E-06
   8.31020344E-01   10  -2.35542662E-06   1.48213080E-06
   8.31020344E-01   11  -2.28298514E-06   1.98180916E-06
   8.31020344E-01   12  -2.00548561E-06   1.52506985E-06
   8.31020344E-01   13  -1.85568046E-06   1.42908828E-06
   8.31020344E-01   14  -1.51113818E-06   1.24294594E-06
   8.31020344E-01   15  -1.31802918E-06   1.07523541E-06
   8.31020344E-01   16  -1.17777671E-06   1.07216023E-06
   8.31020344E-01   17  -8.52605188E-07   8.14397883E-07
   8.31020344E-01   18  -7.17689807E-07   7.48247488E-07
   8.31020344E-01   19  -5.90287446E-07   8.13686739E-07
   8.31020344E-01   20  -6.04703266E-07   6.40053642E-07
   8.35966299E-01  -12   2.55389243E-06  -4.12891151E-06
   8.35966299E-01  -11   3.02706652E-06  -4.47934840E-06
   8.35966299E-01  -10   3.25200585E-06  -4.25801410E-06
   8.35966299E-01   -9   2.77091353E-06  -3.80141256E-06
   8.35966299E-01   -8   2.42379114E-06  -2.99563168E-06
   8.35966299E-01   -7   2.35969123E-06  -3.13269173E-06
   8.35966299E-01   -6   4.20032279E-06  -6.49038688E-06
   8.35966299E-01   -5   7.18852075E-06  -1.50857500E-05
   8.35966299E-01   -4   3.75256687E-06  -1.68905049E-05
   8.35966299E-01   -3   2.15800027E-05  -1.86611219E-05
   8.35966299E-01   -2   1.17121046E-04  -1.75875532E-04
   8.35966299E-01   -1   2.10953782E-04  -4.81146219E-04
   8.35966299E-01    0  -6.23713593E-04   1.60250891E-03
   8.35966299E-01    1   5.50536197E-05  -1.66865141E-04
   8.35966299E-01    2   9.59829284E-05   6.11847657E-05
   8.35966299E-01    3  -2.44528245E-05  -3.11329385E-05
   8.35966299E-01    4  -4.05960378E-05   4.24166169E-05
   8.35966299E-01    5  -1.68856446E-05   2.93868409E-05
   8.35966299E-01    6  -3.95278805E-06  -1.04126808E-06
   8.35966299E-01    7  -2.60627128E-06   9.41061994E-06
   8.35966299E-01    8   1.44905205E-06   1.70128782E-06
   8.35966299E-01    9  -1.43280932E-06   2.61383808E-06
   8.35966299E-01   10  -2.65238829E-06   1.72803204E-06
   8.35966299E-01   11  -2.52476649E-06   2.17262706E-06
   8.35966299E-01   12  -2.23026883E-06   1.66497831E-06
   8.35966299E-01   13  -2.04992535E-06   1.55712789E-06
   8.35966299E-01   14  -1.67376069E-06   1.32469492E-06
   8.35966299E-01   15  -1.47791368E-06   1.17339967E-06
   8.35966299E-01   16  -1.33316815E-06   1.16891305E-06
   8.35966299E-01   17  -9.83230220E-07   8.86254775E-07
   8.35966299E-01   18  -8.38607685E-07   8.39152923E-07
   8.35966299E-01   19  -7.11427141E-07   8.90613602E-07
   8.35966299E-01   20  -7.31846263E-07   7.16577532E-07
   8.40912253E-01  -12   2.76200631E-06  -4.33260081E-06
   8.40912253E-01  -11   3.22541328E-06  -4.66181932E-06
   8.40912253E-01  -10   3.45192710E-06  -4.40599694E-06
   8.40912253E-01   -9   2.94918046E-06  -3.94561199E-06
   8.40912253E-01   -8   2.58830193E-06  -3.14223208E-06
   8.40912253E-01   -7   2.55762097E-06  -3.32218591E-06
   8.40912253E-01   -6   4.58503630E-06  -6.92294934E-06
   8.40912253E-01   -5   7.92759667E-06  -1.59693895E-05
   8.40912253E-01   -4   4.26776228E-06  -1.80029325E-05
   8.40912253E-01   -3   2.17862357E-05  -1.88795377E-05
   8.40912253E-01   -2   1.20952533E-04  -1.79188875E-04
   8.40912253E-01   -1   2.15425551E-04  -4.89299144E-04
   8.40912253E-01    0  -6.29528839E-04   1.61586207E-03
   8.40912253E-01    1   5.82390398E-05  -1.64517275E-04
   8.40912253E-01    2   1.04499596E-04   5.60876279E-05
   8.40912253E-01    3  -2.57681626E-05  -3.55771111E-05
   8.40912253E-01    4  -3.85914161E-05   4.28650513E-05
   8.40912253E-01    5  -1.84339492E-05   3.00145613E-05
   8.40912253E-01    6  -8.97479993E-06   1.90587780E-06
   8.40912253E-01    7  -4.87934230E-06   1.15344042E-05
   8.40912253E-01    8   8.40117710E-08   2.95765264E-06
   8.40912253E-01    9  -2.15909710E-06   3.37103610E-06
   8.40912253E-01   10  -3.20464283E-06   2.29992045E-06
   8.40912253E-01   11  -2.95314726E-06   2.56197518E-06
   8.40912253E-01   12  -2.59682887E-06   1.95292762E-06
   8.40912253E-01   13  -2.34532236E-06   1.79532805E-06
   8.40912253E-01   14  -1.92630966E-06   1.48968048E-06
   8.40912253E-01   15  -1.71686926E-06   1.34659968E-06
   8.40912253E-01   16  -1.55732856E-06   1.33365340E-06
   8.40912253E-01   17  -1.19061223E-06   1.02894215E-06
   8.40912253E-01   18  -1.02631069E-06   9.95022652E-07
   8.40912253E-01   19  -8.90029497E-07   1.00799799E-06
   8.40912253E-01   20  -8.93291946E-07   8.27553530E-07
   8.45858207E-01  -12   3.01909554E-06  -4.56543875E-06
   8.45858207E-01  -11   3.46127323E-06  -4.88332351E-06
   8.45858207E-01  -10   3.68686042E-06  -4.60908112E-06
   8.45858207E-01   -9   3.17966293E-06  -4.15635184E-06
   8.45858207E-01   -8   2.80363445E-06  -3.36866733E-06
   8.45858207E-01   -7   2.81591727E-06  -3.60105290E-06
   8.45858207E-01   -6   5.08306753E-06  -7.49064260E-06
   8.45858207E-01   -5   8.86949131E-06  -1.70594151E-05
   8.45858207E-01   -4   4.95809031E-06  -1.94424814E-05
   8.45858207E-01   -3   2.18903466E-05  -1.92414452E-05
   8.45858207E-01   -2   1.25610015E-04  -1.82906092E-04
   8.45858207E-01   -1   2.21196809E-04  -4.99513877E-04
   8.45858207E-01    0  -6.37003656E-04   1.63261975E-03
   8.45858207E-01    1   6.14526463E-05  -1.63418247E-04
   8.45858207E-01    2   1.15370984E-04   5.09677129E-05
   8.45858207E-01    3  -2.73159900E-05  -4.11269028E-05
   8.45858207E-01    4  -3.44911357E-05   4.16971951E-05
   8.45858207E-01    5  -2.03113122E-05   3.12428467E-05
   8.45858207E-01    6  -1.59297119E-05   6.99027832E-06
   8.45858207E-01    7  -8.09929342E-06   1.43415009E-05
   8.45858207E-01    8  -2.07161968E-06   4.94557118E-06
   8.45858207E-01    9  -3.30187175E-06   4.52488892E-06
   8.45858207E-01   10  -4.00438697E-06   3.19513189E-06
   8.45858207E-01   11  -3.56309741E-06   3.14830096E-06
   8.45858207E-01   12  -3.10019925E-06   2.38851508E-06
   8.45858207E-01   13  -2.73693661E-06   2.14225688E-06
   8.45858207E-01   14  -2.26496482E-06   1.73662096E-06
   8.45858207E-01   15  -2.03022599E-06   1.59230068E-06
   8.45858207E-01   16  -1.84587495E-06   1.56346673E-06
   8.45858207E-01   17  -1.47212511E-06   1.24182865E-06
   8.45858207E-01   18  -1.27847844E-06   1.21508736E-06
   8.45858207E-01   19  -1.12427603E-06   1.16593241E-06
   8.45858207E-01   20  -1.08558318E-06   9.72477778E-07
   8.50804162E-01  -12   3.31762473E-06  -4.82248641E-06
   8.50804162E-01  -11   3.72697311E-06  -5.13863904E-06
   8.50804162E-01  -10   3.94798084E-06  -4.86135350E-06
   8.50804162E-01   -9   3.45311466E-06  -4.42512980E-06
   8.50804162E-01   -8   3.06022417E-06  -3.66545026E-06
   8.50804162E-01   -7   3.12385510E-06  -3.95990101E-06
   8.50804162E-01   -6   5.67831363E-06  -8.17763452E-06
   8.50804162E-01   -5   9.98752238E-06  -1.83307601E-05
   8.50804162E-01   -4   5.79963672E-06  -2.11723144E-05
   8.50804162E-01   -3   2.18805335E-05  -1.97249843E-05
   8.50804162E-01   -2   1.30947885E-04  -1.86888521E-04
   8.50804162E-01   -1   2.28043963E-04  -5.11400785E-04
   8.50804162E-01    0  -6.45818990E-04   1.65186664E-03
   8.50804162E-01    1   6.45450079E-05  -1.63683551E-04
   8.50804162E-01    2   1.28199548E-04   4.60708166E-05
   8.50804162E-01    3  -2.90501712E-05  -4.75766616E-05
   8.50804162E-01    4  -2.83741228E-05   3.88765727E-05
   8.50804162E-01    5  -2.24718618E-05   3.30616283E-05
   8.50804162E-01    6  -2.45511721E-05   1.40591003E-05
   8.50804162E-01    7  -1.21409472E-05   1.77236786E-05
   8.50804162E-01    8  -4.93914745E-06   7.60133805E-06
   8.50804162E-01    9  -4.82264932E-06   6.03911811E-06
   8.50804162E-01   10  -5.02354834E-06   4.38597936E-06
   8.50804162E-01   11  -4.33480660E-06   3.91478492E-06
   8.50804162E-01   12  -3.72425031E-06   2.96026616E-06
   8.50804162E-01   13  -3.21185832E-06   2.58816079E-06
   8.50804162E-01   14  -2.67879231E-06   2.05768052E-06
   8.50804162E-01   15  -2.40673603E-06   1.90204294E-06
   8.50804162E-01   16  -2.18875037E-06   1.84986988E-06
   8.50804162E-01   17  -1.81907179E-06   1.51866352E-06
   8.50804162E-01   18  -1.58752364E-06   1.49349645E-06
   8.50804162E-01   19  -1.40787201E-06   1.36154751E-06
   8.50804162E-01   20  -1.30259000E-06   1.14843354E-06
   8.55750116E-01  -12   3.64577697E-06  -5.09621689E-06
   8.55750116E-01  -11   4.01134227E-06  -5.41895964E-06
   8.55750116E-01  -10   4.22301425E-06  -5.15187287E-06
   8.55750116E-01   -9   3.75541659E-06  -4.73742072E-06
   8.55750116E-01   -8   3.34377838E-06  -4.01618685E-06
   8.55750116E-01   -7   3.46528377E-06  -4.38200378E-06
   8.55750116E-01   -6   6.34537550E-06  -8.95738959E-06
   8.55750116E-01   -5   1.12388797E-05  -1.97422439E-05
   8.55750116E-01   -4   6.75329462E-06  -2.31297110E-05
   8.55750116E-01   -3   2.17505504E-05  -2.02941814E-05
   8.55750116E-01   -2   1.36752220E-04  -1.90961244E-04
   8.55750116E-01   -1   2.35632829E-04  -5.24396828E-04
   8.55750116E-01    0  -6.55519747E-04   1.67239018E-03
   8.55750116E-01    1   6.73528677E-05  -1.65302961E-04
   8.55750116E-01    2   1.42356951E-04   4.16405273E-05
   8.55750116E-01    3  -3.08716363E-05  -5.46331937E-05
   8.55750116E-01    4  -2.04785639E-05   3.44873152E-05
   8.55750116E-01    5  -2.48450243E-05   3.54164141E-05
   8.55750116E-01    6  -3.44069189E-05   2.27860352E-05
   8.55750116E-01    7  -1.67983196E-05   2.15147365E-05
   8.55750116E-01    8  -8.37433419E-06   1.08011509E-05
   8.55750116E-01    9  -6.64840579E-06   7.84528938E-06
   8.55750116E-01   10  -6.21319629E-06   5.81860603E-06
