 IPEC_PMODB_CHEBYSHEV: Reconstructed perturbed mod b by chebyshev
 
    jac_out = hamada  
      cstep =    256      mpert =  33   mthsurf = 960
 
              psi    m       real(lagb)       imag(lagb)       real(divx)       imag(divx)
   5.56303179E-01   12   2.50011992E-06   6.33525183E-07  -3.53246294E-06  -2.99278294E-06
   5.56303179E-01   13   3.36800128E-07   1.33263699E-06  -1.85428762E-06  -3.63946043E-06
   5.56303179E-01   14   1.60534672E-06   8.30593266E-07  -2.88045377E-06  -3.12173224E-06
   5.56303179E-01   15   8.24303322E-07   1.09179276E-06  -2.16068967E-06  -2.90502211E-06
   5.56303179E-01   16   1.06126581E-06   7.97602943E-07  -2.33918874E-06  -2.34023936E-06
   5.56303179E-01   17   5.94169710E-07   6.94871604E-07  -1.70287422E-06  -1.86265439E-06
   5.56303179E-01   18   5.82896947E-07   5.18570772E-07  -1.29483831E-06  -1.28994327E-06
   5.56303179E-01   19   2.98803993E-07   3.41044558E-07  -9.30773199E-07  -6.99060257E-07
   5.56303179E-01   20   4.53881515E-08   3.26687922E-08   2.51223158E-06   2.41443772E-06
   5.60159452E-01  -12  -3.10524476E-07   2.67354941E-07   8.14060475E-07  -5.85182914E-07
   5.60159452E-01  -11  -3.11088807E-07   2.00090580E-07   1.01115435E-06  -1.33113575E-07
   5.60159452E-01  -10  -9.82850035E-07  -6.93361468E-07   2.15065760E-06   1.36363671E-06
   5.60159452E-01   -9  -3.99875360E-07  -3.45417304E-07   1.51672707E-06   1.54717563E-06
   5.60159452E-01   -8  -9.97428496E-07  -1.92959528E-06   1.85250542E-06   3.72720413E-06
   5.60159452E-01   -7   1.86105272E-06  -4.11566378E-07  -2.12137960E-06   3.34107156E-06
   5.60159452E-01   -6  -2.25441285E-07  -3.51974723E-06  -1.27678502E-06   5.47306109E-06
   5.60159452E-01   -5   4.29408071E-06   9.50260135E-06  -9.86817314E-06  -4.77058056E-06
   5.60159452E-01   -4  -4.13348929E-07  -4.60570602E-06  -7.19217676E-08  -4.03011660E-06
   5.60159452E-01   -3  -3.44183423E-05   5.34488677E-05   2.07503725E-05  -3.61326679E-05
   5.60159452E-01   -2   1.17202887E-04  -1.36598743E-04  -1.20566570E-04   1.16607330E-04
   5.60159452E-01   -1  -2.37423763E-04   2.50403831E-04   9.46189750E-05  -1.12084400E-06
   5.60159452E-01    0   1.19513181E-03  -1.53898084E-03  -2.02101091E-03   2.32826112E-03
   5.60159452E-01    1   7.05928316E-04  -2.85279729E-04  -1.43982471E-03   6.85528822E-04
   5.60159452E-01    2  -5.13240650E-05  -4.87973161E-05  -2.71724176E-04   2.47822660E-04
   5.60159452E-01    3   2.21039179E-06  -2.00724072E-05   1.65346477E-05   3.48314849E-05
   5.60159452E-01    4  -1.89094625E-05   6.68563714E-06   1.39109892E-04  -1.79730729E-04
   5.60159452E-01    5   3.86378737E-05   4.02492384E-05  -6.01130148E-05  -8.69598915E-05
   5.60159452E-01    6   3.21257242E-05   4.65075923E-05  -6.25292043E-05  -9.24893484E-05
   5.60159452E-01    7   2.07911864E-06   7.79739279E-06  -1.58218482E-05  -2.63221302E-05
   5.60159452E-01    8   7.85266226E-06   8.10336017E-06  -1.43741919E-05  -1.47054745E-05
   5.60159452E-01    9  -2.70530530E-06  -6.02720643E-07   2.12657996E-08  -2.54787524E-06
   5.60159452E-01   10   4.54339040E-06   1.91307996E-06  -6.13956461E-06  -3.92495077E-06
   5.60159452E-01   11  -7.91177089E-07   6.83060562E-07  -1.20457131E-06  -3.09729937E-06
   5.60159452E-01   12   2.50992916E-06   6.19232985E-07  -3.64302235E-06  -2.88102787E-06
   5.60159452E-01   13   3.34503779E-07   1.35761149E-06  -1.96213052E-06  -3.77098769E-06
   5.60159452E-01   14   1.60878475E-06   8.32518131E-07  -2.90801872E-06  -3.19363612E-06
   5.60159452E-01   15   8.24527049E-07   1.12255003E-06  -2.26583602E-06  -3.05772528E-06
   5.60159452E-01   16   1.05585324E-06   8.09551721E-07  -2.29963264E-06  -2.51263153E-06
   5.60159452E-01   17   5.89390752E-07   7.09699050E-07  -1.64048319E-06  -1.88118318E-06
   5.60159452E-01   18   5.66310098E-07   5.33942571E-07  -1.36582313E-06  -1.42719241E-06
   5.60159452E-01   19   2.90138943E-07   3.43172669E-07  -8.07710297E-07  -7.97214852E-07
   5.60159452E-01   20   3.88021391E-08   4.42762282E-08   2.64736967E-06   2.52041867E-06
   5.64015724E-01  -12  -3.20075094E-07   2.44458575E-07   8.11088465E-07  -4.73825610E-07
   5.64015724E-01  -11  -3.02677611E-07   1.96489683E-07   9.55817900E-07  -1.39525065E-08
   5.64015724E-01  -10  -9.45366890E-07  -6.88269788E-07   1.96601097E-06   1.31145757E-06
   5.64015724E-01   -9  -3.80624558E-07  -3.41487503E-07   1.42668642E-06   1.51659425E-06
   5.64015724E-01   -8  -9.12313989E-07  -1.90853062E-06   1.62070240E-06   3.46997557E-06
   5.64015724E-01   -7   1.89203024E-06  -3.57000851E-07  -2.03866090E-06   3.27783965E-06
   5.64015724E-01   -6  -7.91411320E-08  -3.47191884E-06  -1.32752750E-06   5.32576797E-06
   5.64015724E-01   -5   4.13032500E-06   9.66206563E-06  -9.81288653E-06  -4.70870327E-06
   5.64015724E-01   -4  -5.39843134E-08  -4.57177886E-06  -4.15673017E-07  -4.18134378E-06
   5.64015724E-01   -3  -3.53125218E-05   5.40515854E-05   2.14480644E-05  -3.64988229E-05
   5.64015724E-01   -2   1.18128085E-04  -1.37135619E-04  -1.21332821E-04   1.16523533E-04
   5.64015724E-01   -1  -2.38833014E-04   2.51963373E-04   9.60398497E-05  -2.73387978E-06
   5.64015724E-01    0   1.19783312E-03  -1.54346205E-03  -2.02478868E-03   2.33481606E-03
   5.64015724E-01    1   7.07073555E-04  -2.89431346E-04  -1.47171382E-03   7.29972339E-04
   5.64015724E-01    2  -4.80130063E-05  -4.78704084E-05  -2.68068154E-04   2.47503824E-04
   5.64015724E-01    3   3.74163869E-06  -2.07181533E-05   1.54163320E-05   3.35840792E-05
   5.64015724E-01    4  -1.85619855E-05   7.64519774E-06   1.35324881E-04  -1.77293877E-04
   5.64015724E-01    5   3.78687516E-05   3.93897547E-05  -5.90667900E-05  -8.51393960E-05
   5.64015724E-01    6   3.11784657E-05   4.56766154E-05  -6.08920015E-05  -9.08083408E-05
   5.64015724E-01    7   2.08366775E-06   8.02979349E-06  -1.55812791E-05  -2.64577646E-05
   5.64015724E-01    8   7.71883729E-06   8.00381824E-06  -1.39563720E-05  -1.47392191E-05
   5.64015724E-01    9  -2.68085957E-06  -4.85230253E-07   1.94779661E-07  -2.60684330E-06
   5.64015724E-01   10   4.44599119E-06   1.84781883E-06  -5.85590032E-06  -3.78181442E-06
   5.64015724E-01   11  -7.82030752E-07   7.04243464E-07  -1.15553711E-06  -2.98244299E-06
   5.64015724E-01   12   2.45388843E-06   5.87042831E-07  -3.64512058E-06  -2.70702200E-06
   5.64015724E-01   13   3.23917033E-07   1.34911224E-06  -2.00714351E-06  -3.80060887E-06
   5.64015724E-01   14   1.57014784E-06   8.12374380E-07  -2.85524163E-06  -3.17890470E-06
   5.64015724E-01   15   8.03762311E-07   1.12326619E-06  -2.30221771E-06  -3.12053903E-06
   5.64015724E-01   16   1.02399437E-06   7.99279480E-07  -2.20428131E-06  -2.60404384E-06
   5.64015724E-01   17   5.70119337E-07   7.05048905E-07  -1.54208972E-06  -1.84920516E-06
   5.64015724E-01   18   5.37161906E-07   5.34339161E-07  -1.39630052E-06  -1.51520718E-06
   5.64015724E-01   19   2.74891152E-07   3.36561513E-07  -6.75175035E-07  -8.66895087E-07
   5.64015724E-01   20   3.23215919E-08   5.41576254E-08   2.71806194E-06   2.56709440E-06
   5.67871996E-01  -12  -3.21688273E-07   2.17289554E-07   7.89709781E-07  -3.60642588E-07
   5.67871996E-01  -11  -2.88551310E-07   1.89764342E-07   8.83652186E-07   9.15462690E-08
   5.67871996E-01  -10  -8.84220025E-07  -6.65407275E-07   1.74294430E-06   1.22740965E-06
   5.67871996E-01   -9  -3.45579016E-07  -3.32277007E-07   1.28674938E-06   1.45807990E-06
   5.67871996E-01   -8  -7.82775211E-07  -1.85341109E-06   1.30931932E-06   3.16331547E-06
   5.67871996E-01   -7   1.94941899E-06  -2.89791536E-07  -2.07848545E-06   3.16364657E-06
   5.67871996E-01   -6   1.43189468E-07  -3.36849963E-06  -1.53182135E-06   5.06307232E-06
   5.67871996E-01   -5   3.94463210E-06   9.85579090E-06  -9.82988526E-06  -4.73797850E-06
   5.67871996E-01   -4   4.73449292E-07  -4.50680832E-06  -1.00290551E-06  -4.47251726E-06
   5.67871996E-01   -3  -3.64016089E-05   5.48450969E-05   2.22760542E-05  -3.71248846E-05
   5.67871996E-01   -2   1.19448570E-04  -1.37993807E-04  -1.22598421E-04   1.16734385E-04
   5.67871996E-01   -1  -2.40486931E-04   2.53931825E-04   9.76248437E-05  -4.83516529E-06
   5.67871996E-01    0   1.20033437E-03  -1.54752454E-03  -2.02853663E-03   2.34076023E-03
   5.67871996E-01    1   7.09141164E-04  -2.94513088E-04  -1.50424689E-03   7.73803990E-04
   5.67871996E-01    2  -4.37592866E-05  -4.64464251E-05  -2.62976568E-04   2.43950689E-04
   5.67871996E-01    3   6.11964878E-06  -2.09376271E-05   1.14064754E-05   3.20111187E-05
   5.67871996E-01    4  -1.77516657E-05   9.00237945E-06   1.27684822E-04  -1.71293514E-04
   5.67871996E-01    5   3.63045844E-05   3.77745469E-05  -5.67828909E-05  -8.15773531E-05
   5.67871996E-01    6   2.94425971E-05   4.40353832E-05  -5.77361966E-05  -8.73751525E-05
   5.67871996E-01    7   2.04210468E-06   8.21589974E-06  -1.49333530E-05  -2.61031594E-05
   5.67871996E-01    8   7.39999687E-06   7.77546487E-06  -1.32057203E-05  -1.44802412E-05
   5.67871996E-01    9  -2.58784830E-06  -3.26978917E-07   3.71213345E-07  -2.62135590E-06
   5.67871996E-01   10   4.23531617E-06   1.73584858E-06  -5.42524145E-06  -3.54961028E-06
   5.67871996E-01   11  -7.52901261E-07   7.09928139E-07  -1.06888220E-06  -2.79958751E-06
   5.67871996E-01   12   2.33279772E-06   5.37492143E-07  -3.53915253E-06  -2.47277552E-06
   5.67871996E-01   13   3.05239298E-07   1.30706221E-06  -1.98921615E-06  -3.72770638E-06
   5.67871996E-01   14   1.49005965E-06   7.70500232E-07  -2.72328074E-06  -3.07779700E-06
   5.67871996E-01   15   7.62328475E-07   1.09389304E-06  -2.26978007E-06  -3.09274670E-06
   5.67871996E-01   16   9.66113953E-07   7.67005140E-07  -2.05441320E-06  -2.61361061E-06
   5.67871996E-01   17   5.36599201E-07   6.81016648E-07  -1.40896152E-06  -1.76720017E-06
   5.67871996E-01   18   4.95769354E-07   5.19781904E-07  -1.38593791E-06  -1.55304167E-06
   5.67871996E-01   19   2.53240087E-07   3.21274425E-07  -5.34793748E-07  -9.07220009E-07
   5.67871996E-01   20   2.59781261E-08   6.21493884E-08   2.72175392E-06   2.55231128E-06
   5.71728268E-01  -12  -3.15410167E-07   1.86273809E-07   7.50339999E-07  -2.47097633E-07
   5.71728268E-01  -11  -2.69061963E-07   1.79997915E-07   7.95790845E-07   1.82403392E-07
   5.71728268E-01  -10  -8.00647358E-07  -6.25259695E-07   1.48487670E-06   1.11278059E-06
   5.71728268E-01   -9  -2.95151044E-07  -3.17970778E-07   1.09883678E-06   1.37268916E-06
   5.71728268E-01   -8  -6.10882680E-07  -1.76574941E-06   9.22750705E-07   2.81190288E-06
   5.71728268E-01   -7   2.03331585E-06  -2.10659418E-07  -2.24089652E-06   3.00068758E-06
   5.71728268E-01   -6   4.38616056E-07  -3.21231040E-06  -1.88713035E-06   4.69030066E-06
   5.71728268E-01   -5   3.74033592E-06   1.00841624E-05  -9.92135740E-06  -4.85931940E-06
   5.71728268E-01   -4   1.16392905E-06  -4.41517032E-06  -1.82866116E-06  -4.89633508E-06
   5.71728268E-01   -3  -3.76794776E-05   5.58274056E-05   2.32305044E-05  -3.80087968E-05
   5.71728268E-01   -2   1.21170259E-04  -1.39182874E-04  -1.24379499E-04   1.17262579E-04
   5.71728268E-01   -1  -2.42387440E-04   2.56307783E-04   9.93908508E-05  -7.42672400E-06
   5.71728268E-01    0   1.20251782E-03  -1.55102464E-03  -2.03209747E-03   2.34588721E-03
   5.71728268E-01    1   7.12198521E-04  -3.00482761E-04  -1.53683336E-03   8.16071068E-04
   5.71728268E-01    2  -3.86243848E-05  -4.45553120E-05  -2.56624360E-04   2.37200731E-04
   5.71728268E-01    3   9.28997629E-06  -2.07215539E-05   4.55813716E-06   3.01588281E-05
   5.71728268E-01    4  -1.64954172E-05   1.07314295E-05   1.16333329E-04  -1.61838917E-04
   5.71728268E-01    5   3.39759589E-05   3.54358545E-05  -5.33084278E-05  -7.63460243E-05
   5.71728268E-01    6   2.69529519E-05   4.16223537E-05  -5.31267572E-05  -8.22671421E-05
   5.71728268E-01    7   1.95435774E-06   8.35354936E-06  -1.38898478E-05  -2.52700688E-05
   5.71728268E-01    8   6.90162201E-06   7.42504805E-06  -1.21339889E-05  -1.39376835E-05
   5.71728268E-01    9  -2.42800459E-06  -1.30501837E-07   5.48371435E-07  -2.59182312E-06
   5.71728268E-01   10   3.91526290E-06   1.57971137E-06  -4.85443286E-06  -3.23264288E-06
   5.71728268E-01   11  -7.04382854E-07   6.99762784E-07  -9.46141238E-07  -2.55101861E-06
   5.71728268E-01   12   2.14909769E-06   4.71565032E-07  -3.32817573E-06  -2.18189147E-06
   5.71728268E-01   13   2.78877156E-07   1.23221754E-06  -1.90977071E-06  -3.55418615E-06
   5.71728268E-01   14   1.37019468E-06   7.07784223E-07  -2.51528838E-06  -2.89272043E-06
   5.71728268E-01   15   7.01070978E-07   1.03512750E-06  -2.17016059E-06  -2.97583987E-06
   5.71728268E-01   16   8.83300268E-07   7.13499661E-07  -1.85271805E-06  -2.54244707E-06
   5.71728268E-01   17   4.89438808E-07   6.38181397E-07  -1.24328422E-06  -1.63690657E-06
   5.71728268E-01   18   4.42768761E-07   4.90662852E-07  -1.33539843E-06  -1.54094641E-06
   5.71728268E-01   19   2.25533048E-07   2.97593474E-07  -3.88454991E-07  -9.18003944E-07
   5.71728268E-01   20   1.98041882E-08   6.81285877E-08   2.65748375E-06   2.47538538E-06
   5.75584540E-01  -12  -3.01480753E-07   1.51949680E-07   6.93849162E-07  -1.34738396E-07
   5.75584540E-01  -11  -2.44707862E-07   1.67354543E-07   6.93811867E-07   2.57920114E-07
   5.75584540E-01  -10  -6.96475490E-07  -5.68754343E-07   1.19623976E-06   9.69666084E-07
   5.75584540E-01   -9  -2.30131096E-07  -2.98889184E-07   8.66087385E-07   1.26219625E-06
   5.75584540E-01   -8  -3.99786567E-07  -1.64791967E-06   4.67353270E-07   2.42176464E-06
   5.75584540E-01   -7   2.14323122E-06  -1.20626222E-07  -2.52315035E-06   2.79243960E-06
   5.75584540E-01   -6   8.02386612E-07  -3.00757622E-06  -2.38734131E-06   4.21565431E-06
   5.75584540E-01   -5   3.52131721E-06   1.03468683E-05  -1.00878326E-05  -5.07161625E-06
   5.75584540E-01   -4   2.00849147E-06  -4.30205789E-06  -2.88225665E-06  -5.44218507E-06
   5.75584540E-01   -3  -3.91356651E-05   5.69921934E-05   2.43049534E-05  -3.91426130E-05
   5.75584540E-01   -2   1.23289893E-04  -1.40704566E-04  -1.26680599E-04   1.18123221E-04
   5.75584540E-01   -1  -2.44530930E-04   2.59080723E-04   1.01352042E-04  -1.04999905E-05
   5.75584540E-01    0   1.20427025E-03  -1.55383148E-03  -2.03531476E-03   2.35000891E-03
   5.75584540E-01    1   7.16295026E-04  -3.07275967E-04  -1.56889117E-03   8.55860892E-04
   5.75584540E-01    2  -3.26926281E-05  -4.22401374E-05  -2.49238362E-04   2.27376064E-04
   5.75584540E-01    3   1.31767930E-05  -2.00709304E-05  -5.00599021E-06   2.80820756E-05
   5.75584540E-01    4  -1.48216441E-05   1.27964891E-05   1.01509925E-04  -1.49127375E-04
   5.75584540E-01    5   3.09329131E-05   3.24245342E-05  -4.87208637E-05  -6.95605656E-05
   5.75584540E-01    6   2.37641426E-05   3.84963326E-05  -4.71665067E-05  -7.56055567E-05
   5.75584540E-01    7   1.82140034E-06   8.44178117E-06  -1.24725457E-05  -2.39824059E-05
   5.75584540E-01    8   6.23380128E-06   6.96261057E-06  -1.07612629E-05  -1.31279928E-05
   5.75584540E-01    9  -2.20477657E-06   1.00695036E-07   7.23955376E-07  -2.51980144E-06
   5.75584540E-01   10   3.49253685E-06   1.38313026E-06  -4.15401203E-06  -2.83747603E-06
   5.75584540E-01   11  -6.37571064E-07   6.73777662E-07  -7.89751306E-07  -2.24074679E-06
   5.75584540E-01   12   1.90683532E-06   3.90674905E-07  -3.01786496E-06  -1.83951470E-06
   5.75584540E-01   13   2.45437386E-07   1.12616238E-06  -1.77173804E-06  -3.28446168E-06
   5.75584540E-01   14   1.21325337E-06   6.25651665E-07  -2.23636090E-06  -2.62819951E-06
   5.75584540E-01   15   6.21348894E-07   9.48404658E-07  -2.00666340E-06  -2.77350367E-06
   5.75584540E-01   16   7.77289943E-07   6.40074417E-07  -1.60325754E-06  -2.39363551E-06
   5.75584540E-01   17   4.29603009E-07   5.77598025E-07  -1.04812935E-06  -1.46129740E-06
   5.75584540E-01   18   3.79107568E-07   4.47739603E-07  -1.24633352E-06  -1.48036757E-06
   5.75584540E-01   19   1.92280422E-07   2.66016109E-07  -2.38280813E-07  -8.99762111E-07
   5.75584540E-01   20   1.38332907E-08   7.20158224E-08   2.52593264E-06   2.33714614E-06
   5.79440812E-01  -12  -2.80330227E-07   1.14958108E-07   6.21548083E-07  -2.51699975E-08
   5.79440812E-01  -11  -2.16123865E-07   1.52077234E-07   5.79709624E-07   3.17686160E-07
   5.79440812E-01  -10  -5.74084482E-07  -4.97244438E-07   8.82397605E-07   8.00935825E-07
   5.79440812E-01   -9  -1.51674318E-07  -2.75482976E-07   5.92802228E-07   1.12906376E-06
   5.79440812E-01   -8  -1.53656243E-07  -1.50311326E-06  -4.86716288E-08   2.00017163E-06
   5.79440812E-01   -7   2.27809642E-06  -2.09952166E-08  -2.91977099E-06   2.54359648E-06
   5.79440812E-01   -6   1.22802112E-06  -2.75984563E-06  -3.02288170E-06   3.65005346E-06
   5.79440812E-01   -5   3.29192299E-06   1.06429087E-05  -1.03281554E-05  -5.37177116E-06
   5.79440812E-01   -4   2.99439939E-06  -4.17336911E-06  -4.14747728E-06  -6.09637739E-06
   5.79440812E-01   -3  -4.07555916E-05   5.83289540E-05   2.54904970E-05  -4.05126841E-05
   5.79440812E-01   -2   1.25795068E-04  -1.42552716E-04  -1.29494539E-04   1.19323431E-04
   5.79440812E-01   -1  -2.46908359E-04   2.62231257E-04   1.03519731E-04  -1.40360769E-05
   5.79440812E-01    0   1.20548553E-03  -1.55583021E-03  -2.03803648E-03   2.35296009E-03
   5.79440812E-01    1   7.21460969E-04  -3.14807306E-04  -1.59986047E-03   8.92322427E-04
   5.79440812E-01    2  -2.60694954E-05  -3.95562886E-05  -2.41096722E-04   2.14683808E-04
   5.79440812E-01    3   1.76845225E-05  -1.89973137E-05  -1.70960516E-05   2.58435290E-05
   5.79440812E-01    4  -1.27696740E-05   1.51522865E-05   8.35457525E-05  -1.33440850E-04
   5.79440812E-01    5   2.72439971E-05   2.88091122E-05  -4.31266101E-05  -6.13768397E-05
   5.79440812E-01    6   1.99495763E-05   3.47353737E-05  -3.99942293E-05  -6.75533061E-05
   5.79440812E-01    7   1.64523723E-06   8.48088553E-06  -1.07128729E-05  -2.22758259E-05
   5.79440812E-01    8   5.41107339E-06   6.40129742E-06  -9.11564313E-06  -1.20746180E-05
   5.79440812E-01    9  -1.92327340E-06   3.62206712E-07   8.95601850E-07  -2.40796795E-06
   5.79440812E-01   10   2.97653632E-06   1.15093637E-06  -3.33803084E-06  -2.37281236E-06
   5.79440812E-01   11  -5.54043968E-07   6.32391864E-07  -6.03008150E-07  -1.87444625E-06
   5.79440812E-01   12   1.61158986E-06   2.96636087E-07  -2.61640351E-06  -1.45224088E-06
   5.79440812E-01   13   2.05714941E-07   9.91283853E-07  -1.57949723E-06  -2.92537784E-06
   5.79440812E-01   14   1.02291164E-06   5.26037769E-07  -1.89344033E-06  -2.29079294E-06
   5.79440812E-01   15   5.25009727E-07   8.35872836E-07  -1.78419331E-06  -2.49154972E-06
   5.79440812E-01   16   6.50436588E-07   5.48556276E-07  -1.31139117E-06  -2.17216464E-06
   5.79440812E-01   17   3.58395803E-07   5.00777656E-07  -8.27399437E-07  -1.24452609E-06
   5.79440812E-01   18   3.06028247E-07   3.92121269E-07  -1.12135192E-06  -1.37391822E-06
   5.79440812E-01   19   1.54146798E-07   2.27246500E-07  -8.65908329E-08  -8.53699961E-07
   5.79440812E-01   20   8.10016143E-09   7.37771766E-08   2.32943763E-06   2.13994520E-06
   5.83297084E-01  -12  -2.52570835E-07   7.60299292E-08   5.35163797E-07   7.99743448E-08
   5.83297084E-01  -11  -1.84068116E-07   1.34483943E-07   4.55855675E-07   3.61582074E-07
   5.83297084E-01  -10  -4.36358274E-07  -4.12482906E-07   5.49541101E-07   6.10179652E-07
   5.83297084E-01   -9  -6.12780159E-08  -2.48324958E-07   2.84359325E-07   9.76395878E-07
   5.83297084E-01   -8   1.22406304E-07  -1.33527380E-06  -6.15443687E-07   1.55550002E-06
   5.83297084E-01   -7   2.43628457E-06   8.66756102E-08  -3.42266868E-06   2.25997237E-06
   5.83297084E-01   -6   1.70744470E-06  -2.47587545E-06  -3.78092050E-06   3.00691083E-06
   5.83297084E-01   -5   3.05687085E-06   1.09706199E-05  -1.06394946E-05  -5.75477945E-06
   5.83297084E-01   -4   4.10540378E-06  -4.03557531E-06  -5.60290760E-06  -6.84245451E-06
   5.83297084E-01   -3  -4.25208829E-05   5.98232280E-05   2.67760345E-05  -4.20999844E-05
   5.83297084E-01   -2   1.28664478E-04  -1.44713348E-04  -1.32802537E-04   1.20862133E-04
   5.83297084E-01   -1  -2.49505474E-04   2.65731584E-04   1.05902302E-04  -1.80062877E-05
   5.83297084E-01    0   1.20606694E-03  -1.55692474E-03  -2.04011848E-03   2.35460237E-03
   5.83297084E-01    1   7.27706742E-04  -3.22972105E-04  -1.62921651E-03   9.24686471E-04
   5.83297084E-01    2  -1.88793553E-05  -3.65703400E-05  -2.32527228E-04   1.99414567E-04
   5.83297084E-01    3   2.27000133E-05  -1.75228891E-05  -3.14592216E-05   2.35126510E-05
   5.83297084E-01    4  -1.03889071E-05   1.77450781E-05   6.28569374E-05  -1.15140509E-04
   5.83297084E-01    5   2.29948648E-05   2.46743835E-05  -3.66588984E-05  -5.19881837E-05
   5.83297084E-01    6   1.55999896E-05   3.04351810E-05  -3.17818538E-05  -5.83116677E-05
   5.83297084E-01    7   1.42886683E-06   8.47242664E-06  -8.65130224E-06  -2.01970143E-05
   5.83297084E-01    8   4.45215930E-06   5.75708233E-06  -7.23272727E-06  -1.08075324E-05
   5.83297084E-01    9  -1.59016995E-06   6.48824398E-07   1.06092379E-06  -2.26006611E-06
   5.83297084E-01   10   2.37916987E-06   8.88966944E-07  -2.42378761E-06  -1.84931699E-06
   5.83297084E-01   11  -4.55831216E-07   5.76411025E-07  -3.90001315E-07  -1.45935098E-06
   5.83297084E-01   12   1.27036008E-06   1.91624897E-07  -2.13431220E-06  -1.02798716E-06
   5.83297084E-01   13   1.60676061E-07   8.30727027E-07  -1.33877973E-06  -2.48607485E-06
   5.83297084E-01   14   8.03745656E-07   4.11347780E-07  -1.49516927E-06  -1.88896008E-06
   5.83297084E-01   15   4.14351716E-07   7.00351162E-07  -1.50915023E-06  -2.13779729E-06
   5.83297084E-01   16   5.05663685E-07   4.41249688E-07  -9.83668457E-07  -1.88482283E-06
   5.83297084E-01   17   2.77434407E-07   4.09656750E-07  -5.85751090E-07  -9.91842385E-07
   5.83297084E-01   18   2.25044511E-07   3.25245724E-07  -9.63965261E-07  -1.22532178E-06
   5.83297084E-01   19   1.11938025E-07   1.82181675E-07   6.41403513E-08  -7.81686263E-07
   5.83297084E-01   20   2.64079089E-09   7.34252124E-08   2.07196560E-06   1.88762924E-06
   5.87153356E-01  -12  -2.18984235E-07   3.59705036E-08   4.36804489E-07   1.79065101E-07
   5.87153356E-01  -11  -1.49405406E-07   1.14961703E-07   3.24949008E-07   3.89776037E-07
   5.87153356E-01  -10  -2.86621578E-07  -3.16585920E-07   2.04557958E-07   4.01634638E-07
   5.87153356E-01   -9   3.92496582E-08  -2.18098462E-07  -5.28998121E-08   8.07874576E-07
   5.87153356E-01   -8   4.22477680E-07  -1.14901224E-06  -1.22161459E-06   1.09705978E-06
   5.87153356E-01   -7   2.61564457E-06   2.00607550E-07  -4.02132001E-06   1.94837476E-06
   5.87153356E-01   -6   2.23116208E-06  -2.16348318E-06  -4.64564902E-06   2.30183866E-06
   5.87153356E-01   -5   2.82113996E-06   1.13277149E-05  -1.10173873E-05  -6.21385674E-06
   5.87153356E-01   -4   5.32209633E-06  -3.89557194E-06  -7.22239377E-06  -7.66157296E-06
   5.87153356E-01   -3  -4.44097914E-05   6.14569340E-05   2.81485740E-05  -4.38805702E-05
   5.87153356E-01   -2   1.31868375E-04  -1.47164973E-04  -1.36574627E-04   1.22730060E-04
   5.87153356E-01   -1  -2.52303164E-04   2.69546158E-04   1.08505184E-04  -2.23728739E-05
   5.87153356E-01    0   1.20592945E-03  -1.55704014E-03  -2.04142778E-03   2.35482762E-03
   5.87153356E-01    1   7.35022414E-04  -3.31648641E-04  -1.65648166E-03   9.52283927E-04
   5.87153356E-01    2  -1.12626759E-05  -3.33586078E-05  -2.23904505E-04   1.81939008E-04
   5.87153356E-01    3   2.80952083E-05  -1.56803135E-05  -4.77855533E-05   2.11645561E-05
   5.87153356E-01    4  -7.73769218E-06   2.05138184E-05   3.99357297E-05  -9.46592071E-05
   5.87153356E-01    5   1.82864198E-05   2.01195836E-05  -2.94749616E-05  -4.16211864E-05
   5.87153356E-01    6   1.08215244E-05   2.57070402E-05  -2.27307640E-05  -4.81159758E-05
   5.87153356E-01    7   1.17622016E-06   8.41923548E-06  -6.33652690E-06  -1.78026943E-05
   5.87153356E-01    8   3.37958736E-06   5.04841797E-06  -5.15489751E-06  -9.36258769E-06
   5.87153356E-01    9  -1.21357113E-06   9.54652505E-07   1.21755318E-06  -2.08082376E-06
   5.87153356E-01   10   1.71460896E-06   6.03936233E-07  -1.43147352E-06  -1.27938818E-06
   5.87153356E-01   11  -3.45371257E-07   5.07015796E-07  -1.55529203E-07  -1.00410961E-06
   5.87153356E-01   12   8.91414585E-07   7.81308585E-08  -1.58421919E-06  -5.75826214E-07
   5.87153356E-01   13   1.11436830E-07   6.48330645E-07  -1.05653967E-06  -1.97779463E-06
   5.87153356E-01   14   5.61132951E-07   2.84404781E-07  -1.05170138E-06  -1.43287893E-06
   5.87153356E-01   15   2.92074315E-07   5.45270091E-07  -1.18928595E-06  -1.72190455E-06
   5.87153356E-01   16   3.46402446E-07   3.20886415E-07  -6.27689241E-07  -1.54004685E-06
   5.87153356E-01   17   1.88615038E-07   3.06555290E-07  -3.28497259E-07  -7.09479942E-07
   5.87153356E-01   18   1.37910211E-07   2.48848477E-07  -7.78511132E-07  -1.03932850E-06
   5.87153356E-01   19   6.65844490E-08   1.31892650E-07   2.11331691E-07  -6.86210323E-07
   5.87153356E-01   20  -2.50763536E-09   7.10189624E-08   1.75904816E-06   1.58547682E-06
   5.91009628E-01  -12  -1.80504584E-07  -4.35802936E-09   3.28914503E-07   2.70510041E-07
   5.91009628E-01  -11  -1.13087483E-07   9.39588883E-08   1.89956663E-07   4.02715201E-07
