 IPEC_PMODB_CHETEST: Reconstructed perturbed mod b by chebyshev
 
    jac_out = boozer  
      cstep =    200      mpert =  33   mthsurf = 960
 
              psi    m       real(lagb)       imag(lagb)
   1.98839067E-02   -3   1.48052337E-07  -8.60470465E-07
   1.98839067E-02   -2   5.94185842E-06  -7.45304481E-06
   1.98839067E-02   -1   3.25142028E-05  -7.31134234E-05
   1.98839067E-02    0  -6.46896933E-04   1.90877663E-03
   1.98839067E-02    1   2.04489712E-05  -3.34565856E-05
   1.98839067E-02    2   1.85907743E-05   8.13919708E-05
   1.98839067E-02    3  -7.26203230E-07  -4.51428949E-06
   1.98839067E-02    4   7.68149032E-06  -6.51599981E-06
   1.98839067E-02    5  -3.24513724E-06   3.25326466E-06
   1.98839067E-02    6  -9.31558021E-06   1.00952898E-05
   1.98839067E-02    7  -4.48245884E-06   3.27900189E-06
   1.98839067E-02    8  -3.96534729E-06   3.68388825E-06
   1.98839067E-02    9  -2.04979152E-06   1.82311020E-06
   1.98839067E-02   10  -1.30695639E-06   1.48934329E-06
   1.98839067E-02   11  -9.45785045E-07   9.03277390E-07
   1.98839067E-02   12  -7.33285563E-07   6.92444788E-07
   1.98839067E-02   13  -5.35267695E-07   5.27929176E-07
   1.98839067E-02   14  -4.47108331E-07   4.17393780E-07
   1.98839067E-02   15  -3.67371184E-07   3.51799859E-07
   1.98839067E-02   16  -3.33513296E-07   2.90946139E-07
   1.98839067E-02   17  -2.96794894E-07   2.57649010E-07
   1.98839067E-02   18  -2.70366761E-07   2.31268561E-07
   1.98839067E-02   19  -2.62712068E-07   2.17795071E-07
   1.98839067E-02   20  -2.63001950E-07   2.14729372E-07
   2.48298834E-02  -12   2.09272546E-07  -2.65795335E-07
   2.48298834E-02  -11   2.35741847E-07  -2.56012283E-07
   2.48298834E-02  -10   3.04826364E-07  -2.56570348E-07
   2.48298834E-02   -9   3.65416615E-07  -3.24609212E-07
   2.48298834E-02   -8   3.13558673E-07  -3.96249430E-07
   2.48298834E-02   -7   3.23217493E-07  -4.56824854E-07
   2.48298834E-02   -6   6.63818151E-07  -7.18842743E-07
   2.48298834E-02   -5   1.04326876E-06  -1.14457065E-06
   2.48298834E-02   -4   1.02165712E-06  -1.47943967E-06
   2.48298834E-02   -3   1.85859003E-07  -9.07875595E-07
   2.48298834E-02   -2   6.55491819E-06  -5.36282713E-06
   2.48298834E-02   -1   3.60613993E-05  -8.10987080E-05
   2.48298834E-02    0  -6.21997587E-04   1.83374774E-03
   2.48298834E-02    1   2.25242835E-05  -3.55454931E-05
   2.48298834E-02    2   1.60885273E-05   8.10988289E-05
   2.48298834E-02    3  -7.24790031E-07  -5.06458828E-06
   2.48298834E-02    4   8.51107029E-06  -7.24498873E-06
   2.48298834E-02    5  -3.62001698E-06   3.59022892E-06
   2.48298834E-02    6  -1.02596829E-05   1.11744032E-05
   2.48298834E-02    7  -4.94824765E-06   3.59614103E-06
   2.48298834E-02    8  -4.38315001E-06   4.07969541E-06
   2.48298834E-02    9  -2.27221821E-06   2.01587656E-06
   2.48298834E-02   10  -1.44515805E-06   1.64889381E-06
   2.48298834E-02   11  -1.04652201E-06   9.97879841E-07
   2.48298834E-02   12  -8.09933409E-07   7.65367111E-07
   2.48298834E-02   13  -5.90614349E-07   5.82797017E-07
   2.48298834E-02   14  -4.93959237E-07   4.60141626E-07
   2.48298834E-02   15  -4.04078623E-07   3.88036329E-07
   2.48298834E-02   16  -3.67788104E-07   3.20341176E-07
   2.48298834E-02   17  -3.26697201E-07   2.83516983E-07
   2.48298834E-02   18  -2.97399343E-07   2.53880902E-07
   2.48298834E-02   19  -2.88495011E-07   2.39465453E-07
   2.48298834E-02   20  -2.89083678E-07   2.36019319E-07
   2.97758600E-02  -12   1.44276648E-07  -1.82523664E-07
   2.97758600E-02  -11   1.62543789E-07  -1.75281638E-07
   2.97758600E-02  -10   2.10672574E-07  -1.75068892E-07
   2.97758600E-02   -9   2.52743584E-07  -2.21088685E-07
   2.97758600E-02   -8   2.17077924E-07  -2.73267461E-07
   2.97758600E-02   -7   2.20563696E-07  -3.10786888E-07
   2.97758600E-02   -6   4.57545254E-07  -4.96117290E-07
   2.97758600E-02   -5   7.15968206E-07  -7.80872564E-07
   2.97758600E-02   -4   6.88906402E-07  -8.93138868E-07
   2.97758600E-02   -3   1.78994714E-07  -6.18230342E-07
   2.97758600E-02   -2   5.30116941E-06  -2.88226038E-06
   2.97758600E-02   -1   3.65508577E-05  -8.36962070E-05
   2.97758600E-02    0  -6.00238807E-04   1.77108063E-03
   2.97758600E-02    1   2.40186600E-05  -3.41993044E-05
   2.97758600E-02    2   8.32282234E-06   8.11971295E-05
   2.97758600E-02    3  -2.30275302E-07  -2.82120775E-06
   2.97758600E-02    4   5.88946237E-06  -4.95401207E-06
   2.97758600E-02    5  -2.53489594E-06   2.48977342E-06
   2.97758600E-02    6  -7.04732501E-06   7.73545959E-06
   2.97758600E-02    7  -3.40916716E-06   2.45546964E-06
   2.97758600E-02    8  -3.02702909E-06   2.82453087E-06
   2.97758600E-02    9  -1.57472294E-06   1.39263728E-06
   2.97758600E-02   10  -9.98705768E-07   1.14069059E-06
   2.97758600E-02   11  -7.22806594E-07   6.88597291E-07
   2.97758600E-02   12  -5.58979445E-07   5.27840991E-07
   2.97758600E-02   13  -4.05935971E-07   4.01684976E-07
   2.97758600E-02   14  -3.41093290E-07   3.16124276E-07
   2.97758600E-02   15  -2.76577129E-07   2.67044933E-07
   2.97758600E-02   16  -2.53303105E-07   2.19856233E-07
   2.97758600E-02   17  -2.24030857E-07   1.94361568E-07
   2.97758600E-02   18  -2.04019642E-07   1.73419042E-07
   2.97758600E-02   19  -1.97226685E-07   1.64031264E-07
   2.97758600E-02   20  -1.98088222E-07   1.61621416E-07
   3.47218367E-02  -12   3.47597540E-08  -4.28805497E-08
   3.47218367E-02  -11   3.94686256E-08  -4.06099185E-08
   3.47218367E-02  -10   5.13333994E-08  -3.92645946E-08
   3.47218367E-02   -9   6.26234549E-08  -4.96826684E-08
   3.47218367E-02   -8   5.34037807E-08  -6.41886671E-08
   3.47218367E-02   -7   5.00317645E-08  -6.97739721E-08
   3.47218367E-02   -6   1.08927817E-07  -1.09823448E-07
   3.47218367E-02   -5   1.67112970E-07  -1.79186421E-07
   3.47218367E-02   -4   1.35887625E-07   1.09479209E-08
   3.47218367E-02   -3   1.44885256E-07  -1.57597057E-07
   3.47218367E-02   -2   3.13324291E-06  -1.08806454E-06
   3.47218367E-02   -1   3.54221430E-05  -8.34116621E-05
   3.47218367E-02    0  -5.84892846E-04   1.72952297E-03
   3.47218367E-02    1   2.51470138E-05  -3.11757897E-05
   3.47218367E-02    2  -1.75157930E-06   8.22292106E-05
   3.47218367E-02    3   4.86795913E-07   8.81642947E-07
   3.47218367E-02    4   1.44349995E-06  -1.04794643E-06
   3.47218367E-02    5  -6.72684077E-07   6.40127261E-07
   3.47218367E-02    6  -1.66554760E-06   1.91924893E-06
   3.47218367E-02    7  -8.19918993E-07   5.59574333E-07
   3.47218367E-02    8  -7.38956833E-07   6.99897371E-07
   3.47218367E-02    9  -3.92084716E-07   3.40552592E-07
   3.47218367E-02   10  -2.44731421E-07   2.81005794E-07
   3.47218367E-02   11  -1.75891421E-07   1.67406499E-07
   3.47218367E-02   12  -1.36072282E-07   1.27338741E-07
   3.47218367E-02   13  -9.55247130E-08   9.69459945E-08
   3.47218367E-02   14  -8.33669244E-08   7.45321658E-08
   3.47218367E-02   15  -6.34426073E-08   6.37872101E-08
   3.47218367E-02   16  -6.09932487E-08   5.15876051E-08
   3.47218367E-02   17  -5.21540560E-08   4.53070309E-08
   3.47218367E-02   18  -4.79342036E-08   3.94074055E-08
   3.47218367E-02   19  -4.51166717E-08   3.80916431E-08
   3.47218367E-02   20  -4.61357456E-08   3.74670603E-08
   3.96678134E-02  -12  -7.91118214E-08   1.01774618E-07
   3.96678134E-02  -11  -8.84078819E-08   9.85519097E-08
   3.96678134E-02  -10  -1.14551048E-07   1.00765553E-07
   3.96678134E-02   -9  -1.35223957E-07   1.26755630E-07
   3.96678134E-02   -8  -1.17150592E-07   1.53263510E-07
   3.96678134E-02   -7  -1.25989849E-07   1.77918257E-07
   3.96678134E-02   -6  -2.53504048E-07   2.94248486E-07
   3.96678134E-02   -5  -4.02221524E-07   4.41441490E-07
   3.96678134E-02   -4  -4.35610323E-07   9.08578011E-07
   3.96678134E-02   -3   1.03423969E-07   3.10703409E-07
   3.96678134E-02   -2   9.54657952E-07  -4.41318349E-07
   3.96678134E-02   -1   3.40427027E-05  -8.26003590E-05
   3.96678134E-02    0  -5.76427624E-04   1.70926744E-03
   3.96678134E-02    1   2.60933248E-05  -2.80716070E-05
   3.96678134E-02    2  -1.14329084E-05   8.42092484E-05
   3.96678134E-02    3   1.17021285E-06   4.71207339E-06
   3.96678134E-02    4  -3.19560887E-06   3.05525758E-06
   3.96678134E-02    5   1.27874663E-06  -1.27383073E-06
   3.96678134E-02    6   3.90732505E-06  -4.13286188E-06
   3.96678134E-02    7   1.86706550E-06  -1.39501984E-06
   3.96678134E-02    8   1.63959195E-06  -1.51214191E-06
   3.96678134E-02    9   8.40210505E-07  -7.53368181E-07
   3.96678134E-02   10   5.39564769E-07  -6.13730053E-07
   3.96678134E-02   11   3.92945191E-07  -3.73982516E-07
   3.96678134E-02   12   3.03291783E-07  -2.88791067E-07
   3.96678134E-02   13   2.26532291E-07  -2.19320154E-07
   3.96678134E-02   14   1.84460926E-07  -1.75777016E-07
   3.96678134E-02   15   1.57091299E-07  -1.46990611E-07
   3.96678134E-02   16   1.38417546E-07  -1.22645905E-07
   3.96678134E-02   17   1.25828728E-07  -1.08828306E-07
   3.96678134E-02   18   1.13468892E-07  -9.89626689E-08
   3.96678134E-02   19   1.11999324E-07  -9.20565243E-08
   3.96678134E-02   20   1.10986593E-07  -9.08161650E-08
   4.46137901E-02  -12  -1.67312310E-07   2.13222010E-07
   4.46137901E-02  -11  -1.87402767E-07   2.05490502E-07
   4.46137901E-02  -10  -2.43125046E-07   2.07966736E-07
   4.46137901E-02   -9  -2.88657445E-07   2.61739381E-07
   4.46137901E-02   -8  -2.49453099E-07   3.21236444E-07
   4.46137901E-02   -7  -2.61200564E-07   3.67110181E-07
   4.46137901E-02   -6  -5.33876496E-07   6.07529730E-07
   4.46137901E-02   -5  -8.42148754E-07   9.18548924E-07
   4.46137901E-02   -4  -8.76185228E-07   1.57170745E-06
   4.46137901E-02   -3   7.13444220E-08   6.66331209E-07
   4.46137901E-02   -2  -5.82545072E-07  -9.91647333E-07
   4.46137901E-02   -1   3.34103690E-05  -8.29758874E-05
   4.46137901E-02    0  -5.73747242E-04   1.70605144E-03
   4.46137901E-02    1   2.69956362E-05  -2.59995484E-05
   4.46137901E-02    2  -1.88398431E-05   8.68781678E-05
   4.46137901E-02    3   1.64002876E-06   7.68006161E-06
   4.46137901E-02    4  -6.80667541E-06   6.28660752E-06
   4.46137901E-02    5   2.80215258E-06  -2.74311381E-06
   4.46137901E-02    6   8.20021917E-06  -8.82138572E-06
   4.46137901E-02    7   3.94220073E-06  -2.89253623E-06
   4.46137901E-02    8   3.48057914E-06  -3.22718784E-06
   4.46137901E-02    9   1.79647187E-06  -1.60022867E-06
   4.46137901E-02   10   1.14711548E-06  -1.30711951E-06
   4.46137901E-02   11   8.33390997E-07  -7.92602767E-07
   4.46137901E-02   12   6.43099464E-07  -6.10612139E-07
   4.46137901E-02   13   4.75190280E-07  -4.63589362E-07
   4.46137901E-02   14   3.91695422E-07  -3.68694376E-07
   4.46137901E-02   15   3.26845954E-07  -3.09627819E-07
   4.46137901E-02   16   2.92268617E-07  -2.56880257E-07
   4.46137901E-02   17   2.62975261E-07  -2.27332742E-07
   4.46137901E-02   18   2.37565704E-07  -2.05195268E-07
   4.46137901E-02   19   2.32693026E-07  -1.92061548E-07
   4.46137901E-02   20   2.31858175E-07  -1.89376891E-07
   4.95597667E-02  -12  -2.13159699E-07   2.70400913E-07
   4.95597667E-02  -11  -2.38814055E-07   2.60056248E-07
   4.95597667E-02  -10  -3.10008757E-07   2.62128826E-07
   4.95597667E-02   -9  -3.68679241E-07   3.29926006E-07
   4.95597667E-02   -8  -3.18388521E-07   4.07828733E-07
   4.95597667E-02   -7  -3.30201232E-07   4.62388523E-07
   4.95597667E-02   -6  -6.79114679E-07   7.69976210E-07
   4.95597667E-02   -5  -1.06981677E-06   1.16310912E-06
   4.95597667E-02   -4  -1.10387927E-06   1.88374784E-06
   4.95597667E-02   -3   5.98579002E-08   8.43962992E-07
   4.95597667E-02   -2  -1.13303363E-06  -2.54186633E-06
   4.95597667E-02   -1   3.40712320E-05  -8.54789904E-05
   4.95597667E-02    0  -5.75053935E-04   1.71388444E-03
   4.95597667E-02    1   2.79432244E-05  -2.55170403E-05
   4.95597667E-02    2  -2.30440798E-05   8.98735398E-05
   4.95597667E-02    3   1.80831925E-06   9.24232917E-06
   4.95597667E-02    4  -8.70945986E-06   8.04305131E-06
   4.95597667E-02    5   3.60713325E-06  -3.48782168E-06
   4.95597667E-02    6   1.04033707E-05  -1.12588109E-05
   4.95597667E-02    7   5.01355696E-06  -3.65117286E-06
   4.95597667E-02    8   4.43602220E-06  -4.12073950E-06
   4.95597667E-02    9   2.29560155E-06  -2.03991043E-06
   4.95597667E-02   10   1.46301928E-06  -1.66796252E-06
   4.95597667E-02   11   1.06208886E-06  -1.00935652E-06
   4.95597667E-02   12   8.19117969E-07  -7.77258404E-07
   4.95597667E-02   13   6.03441964E-07  -5.89725830E-07
   4.95597667E-02   14   4.99193046E-07  -4.67800640E-07
   4.95597667E-02   15   4.13797914E-07  -3.93411528E-07
   4.95597667E-02   16   3.71506751E-07  -3.25817941E-07
   4.95597667E-02   17   3.33431104E-07  -2.87850006E-07
   4.95597667E-02   18   3.00945630E-07  -2.59284381E-07
   4.95597667E-02   19   2.94250050E-07  -2.43089170E-07
   4.95597667E-02   20   2.93739218E-07  -2.39658015E-07
   5.45057434E-02  -12  -2.12497883E-07   2.68285625E-07
   5.45057434E-02  -11  -2.37999575E-07   2.57543580E-07
   5.45057434E-02  -10  -3.09109574E-07   2.58695491E-07
   5.45057434E-02   -9  -3.68020625E-07   3.25617373E-07
   5.45057434E-02   -8  -3.17645319E-07   4.05373649E-07
   5.45057434E-02   -7  -3.27074523E-07   4.55942776E-07
   5.45057434E-02   -6  -6.76219824E-07   7.66859065E-07
   5.45057434E-02   -5  -1.06512326E-06   1.15452756E-06
   5.45057434E-02   -4  -1.09944911E-06   1.82706103E-06
   5.45057434E-02   -3   7.43122999E-08   8.29202511E-07
   5.45057434E-02   -2  -6.30016968E-07  -4.77402999E-06
   5.45057434E-02   -1   3.61597194E-05  -9.03499979E-05
   5.45057434E-02    0  -5.78416181E-04   1.72675347E-03
   5.45057434E-02    1   2.89811444E-05  -2.66938081E-05
   5.45057434E-02    2  -2.39602323E-05   9.28358557E-05
   5.45057434E-02    3   1.66919939E-06   9.27252038E-06
   5.45057434E-02    4  -8.73196554E-06   8.16228727E-06
   5.45057434E-02    5   3.61726504E-06  -3.44178191E-06
   5.45057434E-02    6   1.03243967E-05  -1.12250809E-05
   5.45057434E-02    7   4.98628307E-06  -3.60670956E-06
   5.45057434E-02    8   4.42030797E-06  -4.11203095E-06
   5.45057434E-02    9   2.29221991E-06  -2.03295940E-06
   5.45057434E-02   10   1.45879901E-06  -1.66369894E-06
   5.45057434E-02   11   1.05844803E-06  -1.00493631E-06
   5.45057434E-02   12   8.15615794E-07  -7.73825078E-07
   5.45057434E-02   13   5.99883841E-07  -5.86565749E-07
   5.45057434E-02   14   4.97356761E-07  -4.64409080E-07
   5.45057434E-02   15   4.10350663E-07  -3.90953854E-07
   5.45057434E-02   16   3.69148513E-07  -3.23453037E-07
   5.45057434E-02   17   3.31039192E-07  -2.85141810E-07
   5.45057434E-02   18   2.98118238E-07  -2.56589432E-07
   5.45057434E-02   19   2.91392849E-07  -2.40762771E-07
   5.45057434E-02   20   2.91304796E-07  -2.37350217E-07
   5.94517201E-02  -12  -1.70872557E-07   2.14211385E-07
   5.94517201E-02  -11  -1.91205747E-07   2.05126494E-07
   5.94517201E-02  -10  -2.48500015E-07   2.05107456E-07
   5.94517201E-02   -9  -2.96245965E-07   2.58171898E-07
   5.94517201E-02   -8  -2.55483249E-07   3.24866765E-07
   5.94517201E-02   -7  -2.60885611E-07   3.61077993E-07
   5.94517201E-02   -6  -5.43152482E-07   6.18371995E-07
   5.94517201E-02   -5  -8.56426744E-07   9.24834511E-07
   5.94517201E-02   -4  -8.91863849E-07   1.45744225E-06
   5.94517201E-02   -3   1.14987317E-07   6.46592675E-07
   5.94517201E-02   -2   7.83015217E-07  -7.34030179E-06
   5.94517201E-02   -1   3.94975975E-05  -9.72987016E-05
   5.94517201E-02    0  -5.82114155E-04   1.73958722E-03
   5.94517201E-02    1   3.01186787E-05  -2.92432773E-05
   5.94517201E-02    2  -2.21229132E-05   9.54684108E-05
   5.94517201E-02    3   1.27686212E-06   7.96486493E-06
   5.94517201E-02    4  -7.09609071E-06   6.82599154E-06
   5.94517201E-02    5   2.92260883E-06  -2.70330378E-06
   5.94517201E-02    6   8.24638593E-06  -9.01630506E-06
   5.94517201E-02    7   3.99471881E-06  -2.86183836E-06
   5.94517201E-02    8   3.55059389E-06  -3.30884994E-06
   5.94517201E-02    9   1.84602808E-06  -1.63318996E-06
   5.94517201E-02   10   1.17283272E-06  -1.33806441E-06
   5.94517201E-02   11   8.50415003E-07  -8.06207344E-07
   5.94517201E-02   12   6.54339221E-07  -6.20919343E-07
   5.94517201E-02   13   4.80604746E-07  -4.69929680E-07
   5.94517201E-02   14   3.99414777E-07  -3.71201845E-07
   5.94517201E-02   15   3.27728432E-07  -3.12856898E-07
   5.94517201E-02   16   2.95230858E-07  -2.58635305E-07
   5.94517201E-02   17   2.64820796E-07  -2.27138849E-07
   5.94517201E-02   18   2.37381321E-07  -2.04281759E-07
   5.94517201E-02   19   2.32247136E-07  -1.91817369E-07
   5.94517201E-02   20   2.32622638E-07  -1.89093184E-07
   6.43976967E-02  -12  -1.00020531E-07   1.23344802E-07
   6.43976967E-02  -11  -1.11626388E-07   1.17481494E-07
   6.43976967E-02  -10  -1.45291778E-07   1.16339167E-07
   6.43976967E-02   -9  -1.73665510E-07   1.46406274E-07
   6.43976967E-02   -8  -1.49466147E-07   1.89108702E-07
   6.43976967E-02   -7  -1.50160669E-07   2.04325642E-07
   6.43976967E-02   -6  -3.17553384E-07   3.66839509E-07
   6.43976967E-02   -5  -5.02875975E-07   5.39287378E-07
   6.43976967E-02   -4  -5.40569810E-07   8.75109111E-07
   6.43976967E-02   -3   1.78416938E-07   3.45080823E-07
   6.43976967E-02   -2   2.83258637E-06  -9.92343479E-06
