 IPEC_CONTROL_FUN: Plasma response for an external perturbation on the control surface in functions
 
    mthsurf = 960
  vacuum energy =   1.40728172E+01
 surface energy =   2.21900113E+01
  plasma energy =   1.65856186E+01
 
 jac_type = boozer          
 
                r                z        real(xin)        imag(xin)       real(xout)       imag(xout)        real(bin)        imag(bin)       real(bout)       imag(bout)
   1.28986809E+00   9.92966238E-01  -1.55075051E-02   1.73418243E-02   1.33679513E-03  -1.13160167E-04  -8.82295024E-04  -1.74449144E-04  -1.07960427E-03  -5.50941093E-04
   1.28900673E+00   9.91969620E-01  -1.58959279E-02   1.67685310E-02   1.30067921E-03  -9.72254415E-05  -8.79872391E-04  -1.74177318E-04  -1.08059838E-03  -5.57973418E-04
   1.28814802E+00   9.90959107E-01  -1.62633747E-02   1.61867834E-02   1.26408307E-03  -8.27927281E-05  -8.77427701E-04  -1.73729606E-04  -1.08135697E-03  -5.63958966E-04
   1.28729185E+00   9.89934604E-01  -1.66097389E-02   1.55974625E-02   1.22708289E-03  -6.97835442E-05  -8.75004140E-04  -1.73115604E-04  -1.08196250E-03  -5.68902048E-04
   1.28643814E+00   9.88896016E-01  -1.69349511E-02   1.50014407E-02   1.18974818E-03  -5.81158914E-05  -8.72643257E-04  -1.72348694E-04  -1.08249582E-03  -5.72821617E-04
   1.28558681E+00   9.87843246E-01  -1.72389780E-02   1.43995803E-02   1.15214155E-03  -4.77055359E-05  -8.70384356E-04  -1.71445789E-04  -1.08303461E-03  -5.75750811E-04
   1.28473778E+00   9.86776196E-01  -1.75218218E-02   1.37927313E-02   1.11431867E-03  -3.84672827E-05  -8.68263920E-04  -1.70427001E-04  -1.08365190E-03  -5.77736277E-04
   1.28389094E+00   9.85694762E-01  -1.77835185E-02   1.31817303E-02   1.07632838E-03  -3.03162233E-05  -8.66315094E-04  -1.69315260E-04  -1.08441455E-03  -5.78837285E-04
   1.28304621E+00   9.84598836E-01  -1.80241367E-02   1.25673990E-02   1.03821281E-03  -2.31689410E-05  -8.64567226E-04  -1.68135864E-04  -1.08538204E-03  -5.79124647E-04
   1.28220352E+00   9.83488309E-01  -1.82437763E-02   1.19505423E-02   1.00000778E-03  -1.69446548E-05  -8.63045473E-04  -1.66915999E-04  -1.08660530E-03  -5.78679465E-04
   1.28136276E+00   9.82363072E-01  -1.84425672E-02   1.13319479E-02   9.61743193E-04  -1.15662867E-05  -8.61770486E-04  -1.65684203E-04  -1.08812569E-03  -5.77591730E-04
   1.28052385E+00   9.81223012E-01  -1.86206675E-02   1.07123844E-02   9.23443566E-04  -6.96143808E-06  -8.60758167E-04  -1.64469822E-04  -1.08997421E-03  -5.75958790E-04
   1.27968672E+00   9.80068019E-01  -1.87782625E-02   1.00926009E-02   8.85128650E-04  -3.06326061E-06  -8.60019510E-04  -1.63302432E-04  -1.09217091E-03  -5.73883718E-04
   1.27885128E+00   9.78897980E-01  -1.89155629E-02   9.47332571E-03   8.46814131E-04   1.88788154E-07  -8.59560534E-04  -1.62211266E-04  -1.09472444E-03  -5.71473612E-04
   1.27801745E+00   9.77712780E-01  -1.90328034E-02   8.85526586E-03   8.08512377E-04   2.84831477E-06  -8.59382282E-04  -1.61224641E-04  -1.09763192E-03  -5.68837839E-04
   1.27718515E+00   9.76512304E-01  -1.91302414E-02   8.23910637E-03   7.70233244E-04   4.96149239E-06  -8.59480923E-04  -1.60369400E-04  -1.10087886E-03  -5.66086278E-04
   1.27635430E+00   9.75296435E-01  -1.92081550E-02   7.62550977E-03   7.31984907E-04   6.56670116E-06  -8.59847923E-04  -1.59670378E-04  -1.10443948E-03  -5.63327562E-04
   1.27552483E+00   9.74065057E-01  -1.92668422E-02   7.01511566E-03   6.93774703E-04   7.69430917E-06  -8.60470294E-04  -1.59149905E-04  -1.10827708E-03  -5.60667375E-04
   1.27469664E+00   9.72818046E-01  -1.93066190E-02   6.40854046E-03   6.55609976E-04   8.36659480E-06  -8.61330921E-04  -1.58827354E-04  -1.11234470E-03  -5.58206807E-04
   1.27386965E+00   9.71555276E-01  -1.93278180E-02   5.80637720E-03   6.17498901E-04   8.59780888E-06  -8.62408947E-04  -1.58718734E-04  -1.11658592E-03  -5.56040815E-04
   1.27304378E+00   9.70276617E-01  -1.93307873E-02   5.20919543E-03   5.79451275E-04   8.39437273E-06  -8.63680224E-04  -1.58836356E-04  -1.12093586E-03  -5.54256796E-04
   1.27221894E+00   9.68981939E-01  -1.93158890E-02   4.61754121E-03   5.41479260E-04   7.75520643E-06  -8.65117804E-04  -1.59188549E-04  -1.12532229E-03  -5.52933310E-04
   1.27139506E+00   9.67671115E-01  -1.92834980E-02   4.03193722E-03   5.03598060E-04   6.67217931E-06  -8.66692483E-04  -1.59779464E-04  -1.12966695E-03  -5.52138958E-04
   1.27057205E+00   9.66344016E-01  -1.92340005E-02   3.45288288E-03   4.65826530E-04   5.13067308E-06  -8.68373362E-04  -1.60608939E-04  -1.13388689E-03  -5.51931441E-04
   1.26974985E+00   9.65000512E-01  -1.91677935E-02   2.88085464E-03   4.28187690E-04   3.11024617E-06  -8.70128443E-04  -1.61672451E-04  -1.13789593E-03  -5.52356813E-04
   1.26892838E+00   9.63640473E-01  -1.90852827E-02   2.31630623E-03   3.90709150E-04   5.85386547E-07  -8.71925219E-04  -1.62961140E-04  -1.14160623E-03  -5.53448933E-04
   1.26810757E+00   9.62263759E-01  -1.89868826E-02   1.75966900E-03   3.53423426E-04  -2.47366097E-06  -8.73731280E-04  -1.64461917E-04  -1.14492982E-03  -5.55229127E-04
   1.26728732E+00   9.60870232E-01  -1.88730145E-02   1.21135236E-03   3.16368150E-04  -6.10000808E-06  -8.75514893E-04  -1.66157644E-04  -1.14778014E-03  -5.57706063E-04
   1.26646756E+00   9.59459751E-01  -1.87441063E-02   6.71744209E-04   2.79586162E-04  -1.03291925E-05  -8.77245572E-04  -1.68027392E-04  -1.15007365E-03  -5.60875832E-04
   1.26564821E+00   9.58032173E-01  -1.86005912E-02   1.41211354E-04   2.43125488E-04  -1.51982204E-05  -8.78894606E-04  -1.70046763E-04  -1.15173124E-03  -5.64722243E-04
   1.26482919E+00   9.56587355E-01  -1.84429074E-02  -3.79899942E-04   2.07039207E-04  -2.07445968E-05  -8.80435557E-04  -1.72188280E-04  -1.15267975E-03  -5.69217312E-04
   1.26401041E+00   9.55125151E-01  -1.82714969E-02  -8.91263475E-04   1.71385188E-04  -2.70053629E-05  -8.81844700E-04  -1.74421830E-04  -1.15285320E-03  -5.74321944E-04
   1.26319181E+00   9.53645415E-01  -1.80868052E-02  -1.39257258E-03   1.36225739E-04  -3.40161527E-05  -8.83101414E-04  -1.76715161E-04  -1.15219408E-03  -5.79986783E-04
   1.26237331E+00   9.52147999E-01  -1.78892804E-02  -1.88353961E-03   1.01627131E-04  -4.18102878E-05  -8.84188504E-04  -1.79034413E-04  -1.15065435E-03  -5.86153229E-04
   1.26155484E+00   9.50632755E-01  -1.76793730E-02  -2.36389542E-03   6.76590365E-05  -5.04179227E-05  -8.85092463E-04  -1.81344683E-04  -1.14819639E-03  -5.92754586E-04
   1.26073632E+00   9.49099534E-01  -1.74575351E-02  -2.83338882E-03   3.43938801E-05  -5.98652552E-05  -8.85803650E-04  -1.83610613E-04  -1.14479375E-03  -5.99717332E-04
   1.25991769E+00   9.47548185E-01  -1.72242203E-02  -3.29178614E-03   1.90610786E-06  -7.01738134E-05  -8.86316407E-04  -1.85796987E-04  -1.14043163E-03  -6.06962482E-04
   1.25909888E+00   9.45978553E-01  -1.69798829E-02  -3.73887070E-03  -2.97286047E-05  -8.13598307E-05  -8.86629095E-04  -1.87869326E-04  -1.13510735E-03  -6.14407021E-04
   1.25827979E+00   9.44390481E-01  -1.67249778E-02  -4.17444236E-03  -6.04341971E-05  -9.34337176E-05  -8.86744047E-04  -1.89794478E-04  -1.12883042E-03  -6.21965381E-04
   1.25746036E+00   9.42783811E-01  -1.64599602E-02  -4.59831708E-03  -9.01351061E-05  -1.06399638E-04  -8.86667463E-04  -1.91541183E-04  -1.12162254E-03  -6.29550938E-04
   1.25664051E+00   9.41158383E-01  -1.61852853E-02  -5.01032654E-03  -1.18757170E-04  -1.20255194E-04  -8.86409216E-04  -1.93080609E-04  -1.11351738E-03  -6.37077501E-04
   1.25582018E+00   9.39514039E-01  -1.59014076E-02  -5.41031772E-03  -1.46228542E-04  -1.34991227E-04  -8.85982606E-04  -1.94386853E-04  -1.10456012E-03  -6.44460771E-04
   1.25499929E+00   9.37850617E-01  -1.56087814E-02  -5.79815256E-03  -1.72480594E-04  -1.50591730E-04  -8.85404043E-04  -1.95437386E-04  -1.09480684E-03  -6.51619738E-04
   1.25417779E+00   9.36167956E-01  -1.53078599E-02  -6.17370765E-03  -1.97448803E-04  -1.67033882E-04  -8.84692677E-04  -1.96213446E-04  -1.08432377E-03  -6.58477999E-04
   1.25335561E+00   9.34465890E-01  -1.49990951E-02  -6.53687390E-03  -2.21073594E-04  -1.84288182E-04  -8.83869981E-04  -1.96700371E-04  -1.07318627E-03  -6.64964981E-04
   1.25253267E+00   9.32744241E-01  -1.46829380E-02  -6.88755632E-03  -2.43301137E-04  -2.02318708E-04  -8.82959293E-04  -1.96887857E-04  -1.06147779E-03  -6.71017034E-04
   1.25170888E+00   9.31002830E-01  -1.43598377E-02  -7.22567376E-03  -2.64084078E-04  -2.21083465E-04  -8.81985325E-04  -1.96770150E-04  -1.04928865E-03  -6.76578385E-04
   1.25088418E+00   9.29241476E-01  -1.40302417E-02  -7.55115866E-03  -2.83382197E-04  -2.40534838E-04  -8.80973654E-04  -1.96346154E-04  -1.03671466E-03  -6.81601945E-04
   1.25005848E+00   9.27459999E-01  -1.36945952E-02  -7.86395691E-03  -3.01162974E-04  -2.60620126E-04  -8.79950199E-04  -1.95619468E-04  -1.02385581E-03  -6.86049946E-04
   1.24923173E+00   9.25658216E-01  -1.33533412E-02  -8.16402765E-03  -3.17402063E-04  -2.81282154E-04  -8.78940694E-04  -1.94598339E-04  -1.01081470E-03  -6.89894399E-04
   1.24840386E+00   9.23835943E-01  -1.30069200E-02  -8.45134310E-03  -3.32083659E-04  -3.02459949E-04  -8.77970172E-04  -1.93295544E-04  -9.97695136E-04  -6.93117386E-04
   1.24757483E+00   9.21992998E-01  -1.26557689E-02  -8.72588844E-03  -3.45200760E-04  -3.24089473E-04  -8.77062461E-04  -1.91728184E-04  -9.84600577E-04  -6.95711151E-04
   1.24674454E+00   9.20129193E-01  -1.23003223E-02  -8.98766165E-03  -3.56755309E-04  -3.46104386E-04  -8.76239715E-04  -1.89917420E-04  -9.71632659E-04  -6.97678022E-04
   1.24591294E+00   9.18244340E-01  -1.19410105E-02  -9.23667338E-03  -3.66758222E-04  -3.68436843E-04  -8.75521971E-04  -1.87888135E-04  -9.58889754E-04  -6.99030150E-04
   1.24507994E+00   9.16338251E-01  -1.15782602E-02  -9.47294682E-03  -3.75229297E-04  -3.91018302E-04  -8.74926754E-04  -1.85668531E-04  -9.46465588E-04  -6.99789079E-04
   1.24424548E+00   9.14410735E-01  -1.12124937E-02  -9.69651757E-03  -3.82197011E-04  -4.13780328E-04  -8.74468734E-04  -1.83289678E-04  -9.34447943E-04  -6.99985149E-04
   1.24340947E+00   9.12461601E-01  -1.08441285E-02  -9.90743350E-03  -3.87698200E-04  -4.36655379E-04  -8.74159436E-04  -1.80785012E-04  -9.22917479E-04  -6.99656759E-04
   1.24257181E+00   9.10490656E-01  -1.04735772E-02  -1.01057546E-02  -3.91777628E-04  -4.59577573E-04  -8.74007015E-04  -1.78189800E-04  -9.11946668E-04  -6.98849484E-04
   1.24173242E+00   9.08497705E-01  -1.01012467E-02  -1.02915527E-02  -3.94487466E-04  -4.82483402E-04  -8.74016095E-04  -1.75540569E-04  -9.01598880E-04  -6.97615090E-04
   1.24089123E+00   9.06482553E-01  -9.72753786E-03  -1.04649115E-02  -3.95886666E-04  -5.05312405E-04  -8.74187679E-04  -1.72874524E-04  -8.91927620E-04  -6.96010441E-04
   1.24004817E+00   9.04445008E-01  -9.35284533E-03  -1.06259263E-02  -3.96040257E-04  -5.28007770E-04  -8.74519130E-04  -1.70228949E-04  -8.82975937E-04  -6.94096330E-04
   1.23920316E+00   9.02384874E-01  -8.97755675E-03  -1.07747034E-02  -3.95018565E-04  -5.50516868E-04  -8.75004219E-04  -1.67640621E-04  -8.74776004E-04  -6.91936258E-04
   1.23835616E+00   9.00301956E-01  -8.60205247E-03  -1.09113607E-02  -3.92896380E-04  -5.72791704E-04  -8.75633246E-04  -1.65145219E-04  -8.67348881E-04  -6.89595183E-04
   1.23750708E+00   8.98196069E-01  -8.22670509E-03  -1.10360263E-02  -3.89752064E-04  -5.94789284E-04  -8.76393227E-04  -1.62776772E-04  -8.60704457E-04  -6.87138250E-04
   1.23665584E+00   8.96067033E-01  -7.85187896E-03  -1.11488392E-02  -3.85666632E-04  -6.16471892E-04  -8.77268148E-04  -1.60567127E-04  -8.54841577E-04  -6.84629545E-04
   1.23580238E+00   8.93914672E-01  -7.47792979E-03  -1.12499483E-02  -3.80722810E-04  -6.37807266E-04  -8.78239271E-04  -1.58545456E-04  -8.49748345E-04  -6.82130877E-04
   1.23494662E+00   8.91738804E-01  -7.10520421E-03  -1.13395125E-02  -3.75004088E-04  -6.58768686E-04  -8.79285503E-04  -1.56737820E-04  -8.45402593E-04  -6.79700617E-04
   1.23408851E+00   8.89539249E-01  -6.73403936E-03  -1.14176999E-02  -3.68593777E-04  -6.79334959E-04  -8.80383801E-04  -1.55166779E-04  -8.41772509E-04  -6.77392623E-04
   1.23322797E+00   8.87315822E-01  -6.36476250E-03  -1.14846875E-02  -3.61574091E-04  -6.99490318E-04  -8.81509626E-04  -1.53851067E-04  -8.38817423E-04  -6.75255249E-04
   1.23236498E+00   8.85068341E-01  -5.99769067E-03  -1.15406610E-02  -3.54025263E-04  -7.19224223E-04  -8.82637417E-04  -1.52805338E-04  -8.36488708E-04  -6.73330476E-04
   1.23149947E+00   8.82796619E-01  -5.63313032E-03  -1.15858141E-02  -3.46024706E-04  -7.38531079E-04  -8.83741099E-04  -1.52039972E-04  -8.34730804E-04  -6.71653165E-04
   1.23063138E+00   8.80500473E-01  -5.27137704E-03  -1.16203479E-02  -3.37646234E-04  -7.57409878E-04  -8.84794592E-04  -1.51560967E-04  -8.33482345E-04  -6.70250458E-04
   1.22976065E+00   8.78179718E-01  -4.91271529E-03  -1.16444706E-02  -3.28959358E-04  -7.75863767E-04  -8.85772328E-04  -1.51369897E-04  -8.32677346E-04  -6.69141315E-04
   1.22888722E+00   8.75834170E-01  -4.55741817E-03  -1.16583969E-02  -3.20028651E-04  -7.93899551E-04  -8.86649764E-04  -1.51463947E-04  -8.32246453E-04  -6.68336222E-04
   1.22801103E+00   8.73463640E-01  -4.20574721E-03  -1.16623476E-02  -3.10913211E-04  -8.11527149E-04  -8.87403871E-04  -1.51836027E-04  -8.32118227E-04  -6.67837052E-04
   1.22713203E+00   8.71067940E-01  -3.85795226E-03  -1.16565486E-02  -3.01666209E-04  -8.28759006E-04  -8.88013606E-04  -1.52474951E-04  -8.32220433E-04  -6.67637088E-04
   1.22625019E+00   8.68646878E-01  -3.51427137E-03  -1.16412308E-02  -2.92334544E-04  -8.45609473E-04  -8.88460347E-04  -1.53365686E-04  -8.32481317E-04  -6.67721212E-04
   1.22536547E+00   8.66200264E-01  -3.17493071E-03  -1.16166293E-02  -2.82958594E-04  -8.62094169E-04  -8.88728281E-04  -1.54489664E-04  -8.32830846E-04  -6.68066240E-04
   1.22447782E+00   8.63727900E-01  -2.84014461E-03  -1.15829830E-02  -2.73572073E-04  -8.78229336E-04  -8.88804753E-04  -1.55825156E-04  -8.33201903E-04  -6.68641416E-04
   1.22358718E+00   8.61229585E-01  -2.51011551E-03  -1.15405338E-02  -2.64201998E-04  -8.94031203E-04  -8.88680548E-04  -1.57347684E-04  -8.33531390E-04  -6.69409038E-04
   1.22269346E+00   8.58705115E-01  -2.18503413E-03  -1.14895264E-02  -2.54868745E-04  -9.09515361E-04  -8.88350119E-04  -1.59030487E-04  -8.33761256E-04  -6.70325211E-04
   1.22179663E+00   8.56154287E-01  -1.86507949E-03  -1.14302072E-02  -2.45586220E-04  -9.24696166E-04  -8.87811748E-04  -1.60845017E-04  -8.33839397E-04  -6.71340717E-04
   1.22089663E+00   8.53576900E-01  -1.55041913E-03  -1.13628244E-02  -2.36362112E-04  -9.39586189E-04  -8.87067638E-04  -1.62761457E-04  -8.33720448E-04  -6.72401973E-04
   1.21999341E+00   8.50972752E-01  -1.24120928E-03  -1.12876272E-02  -2.27198245E-04  -9.54195703E-04  -8.86123931E-04  -1.64749262E-04  -8.33366427E-04  -6.73452072E-04
   1.21908694E+00   8.48341642E-01  -9.37595074E-04  -1.12048653E-02  -2.18090998E-04  -9.68532239E-04  -8.84990659E-04  -1.66777693E-04  -8.32747242E-04  -6.74431883E-04
   1.21817720E+00   8.45683366E-01  -6.39710857E-04  -1.11147884E-02  -2.09031809E-04  -9.82600197E-04  -8.83681624E-04  -1.68816365E-04  -8.31841037E-04  -6.75281186E-04
   1.21726414E+00   8.42997724E-01  -3.47680441E-04  -1.10176461E-02  -2.00007736E-04  -9.96400538E-04  -8.82214207E-04  -1.70835763E-04  -8.30634391E-04  -6.75939825E-04
   1.21634773E+00   8.40284514E-01  -6.16174372E-05  -1.09136871E-02  -1.91002067E-04  -1.00993055E-03  -8.80609112E-04  -1.72807754E-04  -8.29122354E-04  -6.76348864E-04
   1.21542796E+00   8.37543533E-01   2.18374403E-04  -1.08031590E-02  -1.81994978E-04  -1.02318368E-03  -8.78890047E-04  -1.74706050E-04  -8.27308330E-04  -6.76451712E-04
   1.21450479E+00   8.34774582E-01   4.92200827E-04  -1.06863082E-02  -1.72964211E-04  -1.03614949E-03  -8.77083354E-04  -1.76506647E-04  -8.25203804E-04  -6.76195207E-04
   1.21357817E+00   8.31977461E-01   7.59776705E-04  -1.05633791E-02  -1.63885775E-04  -1.04881366E-03  -8.75217585E-04  -1.78188208E-04  -8.22827928E-04  -6.75530639E-04
   1.21264807E+00   8.29151974E-01   1.02102565E-03  -1.04346144E-02  -1.54734648E-04  -1.06115807E-03  -8.73323036E-04  -1.79732395E-04  -8.20206975E-04  -6.74414691E-04
   1.21171444E+00   8.26297922E-01   1.27587961E-03  -1.03002545E-02  -1.45485478E-04  -1.07316101E-03  -8.71431248E-04  -1.81124143E-04  -8.17373663E-04  -6.72810279E-04
   1.21077724E+00   8.23415103E-01   1.52427851E-03  -1.01605374E-02  -1.36113254E-04  -1.08479741E-03  -8.69574480E-04  -1.82351873E-04  -8.14366372E-04  -6.70687287E-04
   1.20983641E+00   8.20503311E-01   1.76616980E-03  -1.00156986E-02  -1.26593961E-04  -1.09603919E-03  -8.67785174E-04  -1.83407633E-04  -8.11228269E-04  -6.68023175E-04
   1.20889190E+00   8.17562341E-01   2.00150814E-03  -9.86597107E-03  -1.16905184E-04  -1.10685567E-03  -8.66095398E-04  -1.84287176E-04  -8.08006353E-04  -6.64803446E-04
   1.20794366E+00   8.14591990E-01   2.23025497E-03  -9.71158481E-03  -1.07026669E-04  -1.11721400E-03  -8.64536307E-04  -1.84989964E-04  -8.04750447E-04  -6.61021982E-04
   1.20699164E+00   8.11592093E-01   2.45237816E-03  -9.55276716E-03  -9.69408244E-05  -1.12707969E-03  -8.63137606E-04  -1.85519108E-04  -8.01512141E-04  -6.56681225E-04
   1.20603581E+00   8.08562507E-01   2.66785168E-03  -9.38974261E-03  -8.66331555E-05  -1.13641716E-03  -8.61927039E-04  -1.85881236E-04  -7.98343726E-04  -6.51792206E-04
   1.20507612E+00   8.05503086E-01   2.87665523E-03  -9.22273275E-03  -7.60926319E-05  -1.14519032E-03  -8.60929909E-04  -1.86086302E-04  -7.95297119E-04  -6.46374432E-04
   1.20411254E+00   8.02413690E-01   3.07877398E-03  -9.05195633E-03  -6.53119757E-05  -1.15336320E-03  -8.60168631E-04  -1.86147327E-04  -7.92422813E-04  -6.40455616E-04
   1.20314502E+00   7.99294198E-01   3.27419824E-03  -8.87762925E-03  -5.42878724E-05  -1.16090055E-03  -8.59662343E-04  -1.86080095E-04  -7.89768867E-04  -6.34071273E-04
   1.20217351E+00   7.96144498E-01   3.46292321E-03  -8.69996463E-03  -4.30211006E-05  -1.16776846E-03  -8.59426555E-04  -1.85902791E-04  -7.87379948E-04  -6.27264177E-04
   1.20119797E+00   7.92964473E-01   3.64494877E-03  -8.51917284E-03  -3.15165802E-05  -1.17393500E-03  -8.59472876E-04  -1.85635603E-04  -7.85296445E-04  -6.20083696E-04
   1.20021838E+00   7.89754013E-01   3.82027921E-03  -8.33546151E-03  -1.97833400E-05  -1.17937075E-03  -8.59808789E-04  -1.85300283E-04  -7.83553687E-04  -6.12585008E-04
   1.19923477E+00   7.86513016E-01   3.98892310E-03  -8.14903569E-03  -7.83440810E-06  -1.18404942E-03  -8.60437505E-04  -1.84919691E-04  -7.82181244E-04  -6.04828235E-04
   1.19824715E+00   7.83241381E-01   4.15089310E-03  -7.96009778E-03   4.31337288E-06  -1.18794836E-03  -8.61357887E-04  -1.84517315E-04  -7.81202355E-04  -5.96877475E-04
   1.19725558E+00   7.79939008E-01   4.30620582E-03  -7.76884771E-03   1.66395996E-05  -1.19104899E-03  -8.62564439E-04  -1.84116783E-04  -7.80633482E-04  -5.88799786E-04
   1.19626009E+00   7.76605796E-01   4.45488174E-03  -7.57548290E-03   2.91206254E-05  -1.19333724E-03  -8.64047379E-04  -1.83741377E-04  -7.80483985E-04  -5.80664111E-04
   1.19526071E+00   7.73241641E-01   4.59694507E-03  -7.38019834E-03   4.17299335E-05  -1.19480388E-03  -8.65792776E-04  -1.83413561E-04  -7.80755947E-04  -5.72540182E-04
   1.19425751E+00   7.69846443E-01   4.73242373E-03  -7.18318663E-03   5.44385596E-05  -1.19544484E-03  -8.67782758E-04  -1.83154519E-04  -7.81444123E-04  -5.64497414E-04
   1.19325054E+00   7.66420097E-01   4.86134927E-03  -6.98463797E-03   6.72155534E-05  -1.19526132E-03  -8.69995789E-04  -1.82983726E-04  -7.82536040E-04  -5.56603806E-04
   1.19223984E+00   7.62962469E-01   4.98375686E-03  -6.78474020E-03   8.00284709E-05  -1.19426003E-03  -8.72406999E-04  -1.82918555E-04  -7.84012228E-04  -5.48924875E-04
   1.19122543E+00   7.59473408E-01   5.09968523E-03  -6.58367875E-03   9.28438882E-05  -1.19245311E-03  -8.74988582E-04  -1.82973925E-04  -7.85846578E-04  -5.41522639E-04
   1.19020736E+00   7.55952765E-01   5.20917671E-03  -6.38163668E-03   1.05627926E-04  -1.18985817E-03  -8.77710229E-04  -1.83161993E-04  -7.88006825E-04  -5.34454659E-04
   1.18918568E+00   7.52400396E-01   5.31227720E-03  -6.17879454E-03   1.18346777E-04  -1.18649814E-03  -8.80539612E-04  -1.83491912E-04  -7.90455151E-04  -5.27773167E-04
   1.18816046E+00   7.48816173E-01   5.40903617E-03  -5.97533041E-03   1.30967220E-04  -1.18240108E-03  -8.83442895E-04  -1.83969635E-04  -7.93148875E-04  -5.21524293E-04
   1.18713175E+00   7.45199978E-01   5.49950670E-03  -5.77141972E-03   1.43457124E-04  -1.17759988E-03  -8.86385274E-04  -1.84597796E-04  -7.96041248E-04  -5.15747389E-04
   1.18609962E+00   7.41551690E-01   5.58374545E-03  -5.56723525E-03   1.55785922E-04  -1.17213193E-03  -8.89331526E-04  -1.85375638E-04  -7.99082305E-04  -5.10474484E-04
   1.18506416E+00   7.37871196E-01   5.66181267E-03  -5.36294695E-03   1.67925043E-04  -1.16603870E-03  -8.92246568E-04  -1.86299027E-04  -8.02219786E-04  -5.05729865E-04
   1.18402542E+00   7.34158394E-01   5.73377225E-03  -5.15872181E-03   1.79848318E-04  -1.15936527E-03  -8.95096009E-04  -1.87360516E-04  -8.05400093E-04  -5.01529782E-04
   1.18298346E+00   7.30413184E-01   5.79969161E-03  -4.95472379E-03   1.91532319E-04  -1.15215982E-03  -8.97846691E-04  -1.88549484E-04  -8.08569263E-04  -4.97882307E-04
   1.18193835E+00   7.26635467E-01   5.85964179E-03  -4.75111358E-03   2.02956652E-04  -1.14447304E-03  -9.00467203E-04  -1.89852329E-04  -8.11673955E-04  -4.94787317E-04
   1.18089014E+00   7.22825140E-01   5.91369732E-03  -4.54804847E-03   2.14104195E-04  -1.13635756E-03  -9.02928372E-04  -1.91252728E-04  -8.14662416E-04  -4.92236628E-04
   1.17983884E+00   7.18982096E-01   5.96193625E-03  -4.34568220E-03   2.24961261E-04  -1.12786728E-03  -9.05203700E-04  -1.92731947E-04  -8.17485420E-04  -4.90214257E-04
   1.17878450E+00   7.15106229E-01   6.00444002E-03  -4.14416476E-03   2.35517705E-04  -1.11905680E-03  -9.07269771E-04  -1.94269193E-04  -8.20097153E-04  -4.88696814E-04
   1.17772714E+00   7.11197442E-01   6.04129345E-03  -3.94364221E-03   2.45766963E-04  -1.10998073E-03  -9.09106588E-04  -1.95842021E-04  -8.22456042E-04  -4.87654020E-04
   1.17666681E+00   7.07255710E-01   6.07258457E-03  -3.74425653E-03   2.55706021E-04  -1.10069307E-03  -9.10697865E-04  -1.97426763E-04  -8.24525494E-04  -4.87049326E-04
   1.17560357E+00   7.03281044E-01   6.09840455E-03  -3.54614539E-03   2.65335323E-04  -1.09124658E-03  -9.12031242E-04  -1.98998990E-04  -8.26274555E-04  -4.86840642E-04
   1.17453746E+00   6.99273461E-01   6.11884757E-03  -3.34944205E-03   2.74658619E-04  -1.08169223E-03  -9.13098444E-04  -2.00533987E-04  -8.27678454E-04  -4.86981148E-04
   1.17346855E+00   6.95232980E-01   6.13401061E-03  -3.15427515E-03   2.83682743E-04  -1.07207859E-03  -9.13895359E-04  -2.02007244E-04  -8.28719041E-04  -4.87420170E-04
   1.17239693E+00   6.91159649E-01   6.14399336E-03  -2.96076858E-03   2.92417354E-04  -1.06245132E-03  -9.14422057E-04  -2.03394939E-04  -8.29385106E-04  -4.88104115E-04
   1.17132267E+00   6.87053521E-01   6.14889798E-03  -2.76904134E-03   3.00874613E-04  -1.05285276E-03  -9.14682727E-04  -2.04674417E-04  -8.29672561E-04  -4.88977447E-04
   1.17024586E+00   6.82914650E-01   6.14882890E-03  -2.57920743E-03   3.09068824E-04  -1.04332143E-03  -9.14685551E-04  -2.05824650E-04  -8.29584508E-04  -4.89983676E-04
   1.16916664E+00   6.78743088E-01   6.14389264E-03  -2.39137574E-03   3.17016045E-04  -1.03389176E-03  -9.14442514E-04  -2.06826668E-04  -8.29131168E-04  -4.91066348E-04
   1.16808514E+00   6.74538872E-01   6.13419754E-03  -2.20564998E-03   3.24733665E-04  -1.02459379E-03  -9.13969141E-04  -2.07663960E-04  -8.28329687E-04  -4.92170030E-04
   1.16700153E+00   6.70302041E-01   6.11985356E-03  -2.02212859E-03   3.32239959E-04  -1.01545292E-03  -9.13284185E-04  -2.08322828E-04  -8.27203816E-04  -4.93241249E-04
   1.16591599E+00   6.66032634E-01   6.10097200E-03  -1.84090477E-03   3.39553645E-04  -1.00648984E-03  -9.12409264E-04  -2.08792697E-04  -8.25783478E-04  -4.94229392E-04
   1.16482867E+00   6.61730675E-01   6.07766529E-03  -1.66206639E-03   3.46693423E-04  -9.97720406E-04  -9.11368441E-04  -2.09066367E-04  -8.24104221E-04  -4.95087537E-04
   1.16373971E+00   6.57396171E-01   6.05004671E-03  -1.48569606E-03   3.53677532E-04  -9.89155679E-04  -9.10187779E-04  -2.09140206E-04  -8.22206578E-04  -4.95773204E-04
   1.16264924E+00   6.53029129E-01   6.01823013E-03  -1.31187115E-03   3.60523317E-04  -9.80802001E-04  -9.08894860E-04  -2.09014281E-04  -8.20135336E-04  -4.96249021E-04
