 IPEC_CONTROL_FUN: Plasma response for an external perturbation on the control surface in functions
 
    mthsurf = 960
  vacuum energy =   1.40728172E+01
 surface energy =   2.21900113E+01
  plasma energy =   1.65856186E+01
 
 jac_type = boozer          
 
                r                z        real(xin)        imag(xin)       real(xout)       imag(xout)        real(bin)        imag(bin)       real(bout)       imag(bout)
   1.24834326E+00  -8.32911389E-01   2.62433790E-03   9.73068628E-03   6.54318767E-04   3.18199512E-05  -6.93434672E-04  -4.81748971E-04  -7.38146038E-04  -1.69369348E-04
   1.24975995E+00  -8.35431343E-01   2.35760338E-03   9.88056356E-03   6.42832457E-04   4.69237727E-05  -6.92537904E-04  -4.81789879E-04  -7.36554597E-04  -1.69641581E-04
   1.25117859E+00  -8.37923527E-01   2.08414478E-03   1.00240059E-02   6.30898692E-04   6.17664368E-05  -6.91822944E-04  -4.81475390E-04  -7.35653507E-04  -1.69517938E-04
   1.25259927E+00  -8.40388081E-01   1.80407375E-03   1.01607318E-02   6.18480930E-04   7.63339732E-05  -6.91313493E-04  -4.80820112E-04  -7.35508200E-04  -1.69034462E-04
   1.25402208E+00  -8.42825132E-01   1.51751323E-03   1.02904590E-02   6.05540158E-04   9.06097167E-05  -6.91030223E-04  -4.79843531E-04  -7.36175756E-04  -1.68235362E-04
   1.25544712E+00  -8.45234806E-01   1.22459783E-03   1.04129048E-02   5.92035394E-04   1.04574048E-04  -6.90990277E-04  -4.78569657E-04  -7.37703781E-04  -1.67172174E-04
   1.25687447E+00  -8.47617228E-01   9.25474320E-04   1.05277868E-02   5.77924245E-04   1.18204187E-04  -6.91206823E-04  -4.77026582E-04  -7.40129421E-04  -1.65902775E-04
   1.25830423E+00  -8.49972510E-01   6.20302006E-04   1.06348229E-02   5.63163507E-04   1.31474036E-04  -6.91688677E-04  -4.75245980E-04  -7.43478529E-04  -1.64490279E-04
   1.25973650E+00  -8.52300765E-01   3.09253139E-04   1.07337324E-02   5.47709803E-04   1.44354094E-04  -6.92439997E-04  -4.73262544E-04  -7.47764998E-04  -1.63001827E-04
   1.26117137E+00  -8.54602102E-01  -7.48669053E-06   1.08242360E-02   5.31520243E-04   1.56811430E-04  -6.93460060E-04  -4.71113369E-04  -7.52990274E-04  -1.61507287E-04
   1.26260894E+00  -8.56876637E-01  -3.29718191E-04   1.09060570E-02   5.14553107E-04   1.68809719E-04  -6.94743121E-04  -4.68837307E-04  -7.59143072E-04  -1.60077903E-04
   1.26404933E+00  -8.59124494E-01  -6.57228031E-04   1.09789213E-02   4.96768529E-04   1.80309360E-04  -6.96278361E-04  -4.66474283E-04  -7.66199278E-04  -1.58784899E-04
   1.26549266E+00  -8.61345798E-01  -9.89788533E-04   1.10425587E-02   4.78129184E-04   1.91267652E-04  -6.98049931E-04  -4.64064604E-04  -7.74122068E-04  -1.57698072E-04
   1.26693903E+00  -8.63540675E-01  -1.32715739E-03   1.10967030E-02   4.58600955E-04   2.01639048E-04  -7.00037080E-04  -4.61648264E-04  -7.82862217E-04  -1.56884404E-04
   1.26838857E+00  -8.65709266E-01  -1.66907745E-03   1.11410934E-02   4.38153581E-04   2.11375466E-04  -7.02214377E-04  -4.59264250E-04  -7.92358628E-04  -1.56406703E-04
   1.26984139E+00  -8.67851733E-01  -2.01527649E-03   1.11754746E-02   4.16761269E-04   2.20426672E-04  -7.04552024E-04  -4.56949884E-04  -8.02539041E-04  -1.56322312E-04
   1.27129762E+00  -8.69968235E-01  -2.36546710E-03   1.11995982E-02   3.94403262E-04   2.28740719E-04  -7.07016249E-04  -4.54740183E-04  -8.13320933E-04  -1.56681910E-04
   1.27275736E+00  -8.72058930E-01  -2.71934656E-03   1.12132230E-02   3.71064352E-04   2.36264435E-04  -7.09569771E-04  -4.52667275E-04  -8.24612597E-04  -1.57528414E-04
   1.27422077E+00  -8.74123969E-01  -3.07659680E-03   1.12161164E-02   3.46735339E-04   2.42943966E-04  -7.12172349E-04  -4.50759862E-04  -8.36314369E-04  -1.58896015E-04
   1.27568798E+00  -8.76163499E-01  -3.43688443E-03   1.12080546E-02   3.21413412E-04   2.48725351E-04  -7.14781378E-04  -4.49042752E-04  -8.48319996E-04  -1.60809370E-04
   1.27715914E+00  -8.78177665E-01  -3.79986077E-03   1.11888241E-02   2.95102457E-04   2.53555131E-04  -7.17352546E-04  -4.47536466E-04  -8.60518128E-04  -1.63282951E-04
   1.27863441E+00  -8.80166606E-01  -4.16516202E-03   1.11582224E-02   2.67813293E-04   2.57380974E-04  -7.19840528E-04  -4.46256914E-04  -8.72793896E-04  -1.66320579E-04
   1.28011390E+00  -8.82130446E-01  -4.53240942E-03   1.11160585E-02   2.39563810E-04   2.60152319E-04  -7.22199712E-04  -4.45215169E-04  -8.85030557E-04  -1.69915148E-04
   1.28159775E+00  -8.84069303E-01  -4.90120954E-03   1.10621545E-02   2.10379025E-04   2.61821017E-04  -7.24384939E-04  -4.44417324E-04  -8.97111190E-04  -1.74048545E-04
   1.28308609E+00  -8.85983294E-01  -5.27115457E-03   1.09963460E-02   1.80291053E-04   2.62341959E-04  -7.26352246E-04  -4.43864443E-04  -9.08920401E-04  -1.78691774E-04
   1.28457906E+00  -8.87872532E-01  -5.64182274E-03   1.09184831E-02   1.49338980E-04   2.61673696E-04  -7.28059607E-04  -4.43552604E-04  -9.20346013E-04  -1.83805279E-04
   1.28607678E+00  -8.89737129E-01  -6.01277878E-03   1.08284313E-02   1.17568656E-04   2.59779011E-04  -7.29467646E-04  -4.43473035E-04  -9.31280717E-04  -1.89339470E-04
   1.28757941E+00  -8.91577194E-01  -6.38357445E-03   1.07260726E-02   8.50323944E-05   2.56625471E-04  -7.30540318E-04  -4.43612338E-04  -9.41623654E-04  -1.95235436E-04
   1.28908707E+00  -8.93392833E-01  -6.75374913E-03   1.06113060E-02   5.17885992E-05   2.52185915E-04  -7.31245541E-04  -4.43952803E-04  -9.51281900E-04  -2.01425843E-04
   1.29059992E+00  -8.95184155E-01  -7.12283050E-03   1.04840484E-02   1.79013082E-05   2.46438887E-04  -7.31555779E-04  -4.44472798E-04  -9.60171833E-04  -2.07836002E-04
   1.29211811E+00  -8.96951268E-01  -7.49033528E-03   1.03442359E-02  -1.65603279E-05   2.39369006E-04  -7.31448542E-04  -4.45147230E-04  -9.68220352E-04  -2.14385084E-04
   1.29364180E+00  -8.98694278E-01  -7.85577004E-03   1.01918237E-02  -5.15226304E-05   2.30967257E-04  -7.30906820E-04  -4.45948077E-04  -9.75365934E-04  -2.20987469E-04
   1.29517116E+00  -9.00413290E-01  -8.21863205E-03   1.00267875E-02  -8.69080291E-05   2.21231208E-04  -7.29919426E-04  -4.46844970E-04  -9.81559509E-04  -2.27554211E-04
   1.29670634E+00  -9.02108416E-01  -8.57841024E-03   9.84912419E-03  -1.22635742E-04   2.10165136E-04  -7.28481246E-04  -4.47805815E-04  -9.86765127E-04  -2.33994579E-04
   1.29824751E+00  -9.03779770E-01  -8.93458619E-03   9.65885200E-03  -1.58622488E-04   1.97780069E-04  -7.26593392E-04  -4.48797459E-04  -9.90960427E-04  -2.40217665E-04
   1.29979483E+00  -9.05427464E-01  -9.28663518E-03   9.45601163E-03  -1.94783221E-04   1.84093737E-04  -7.24263251E-04  -4.49786360E-04  -9.94136876E-04  -2.46134022E-04
   1.30134847E+00  -9.07051609E-01  -9.63402729E-03   9.24066652E-03  -2.31031876E-04   1.69130432E-04  -7.21504432E-04  -4.50739280E-04  -9.96299789E-04  -2.51657306E-04
   1.30290860E+00  -9.08652313E-01  -9.97622861E-03   9.01290346E-03  -2.67282110E-04   1.52920778E-04  -7.18336608E-04  -4.51623959E-04  -9.97468117E-04  -2.56705894E-04
   1.30447539E+00  -9.10229686E-01  -1.03127024E-02   8.77283294E-03  -3.03448037E-04   1.35501413E-04  -7.14785258E-04  -4.52409782E-04  -9.97674018E-04  -2.61204452E-04
   1.30604903E+00  -9.11783831E-01  -1.06429104E-02   8.52058963E-03  -3.39444931E-04   1.16914587E-04  -7.10881309E-04  -4.53068404E-04  -9.96962205E-04  -2.65085414E-04
   1.30762969E+00  -9.13314850E-01  -1.09663141E-02   8.25633260E-03  -3.75189907E-04   9.72076818E-05  -7.06660679E-04  -4.53574342E-04  -9.95389090E-04  -2.68290359E-04
   1.30921756E+00  -9.14822835E-01  -1.12823762E-02   7.98024558E-03  -4.10602540E-04   7.64326627E-05  -7.02163749E-04  -4.53905504E-04  -9.93021735E-04  -2.70771253E-04
   1.31081282E+00  -9.16307876E-01  -1.15905616E-02   7.69253719E-03  -4.45605449E-04   5.46454581E-05  -6.97434738E-04  -4.54043660E-04  -9.89936622E-04  -2.72491533E-04
   1.31241566E+00  -9.17770060E-01  -1.18903394E-02   7.39344097E-03  -4.80124804E-04   3.19052919E-05  -6.92521025E-04  -4.53974833E-04  -9.86218273E-04  -2.73427013E-04
   1.31402626E+00  -9.19209472E-01  -1.21811840E-02   7.08321541E-03  -5.14090766E-04   8.27396758E-06  -6.87472403E-04  -4.53689613E-04  -9.81957731E-04  -2.73566594E-04
   1.31564479E+00  -9.20626199E-01  -1.24625762E-02   6.76214395E-03  -5.47437861E-04  -1.61848808E-05  -6.82340297E-04  -4.53183377E-04  -9.77250935E-04  -2.72912758E-04
   1.31727142E+00  -9.22020323E-01  -1.27340056E-02   6.43053480E-03  -5.80105254E-04  -4.14065594E-05  -6.77176945E-04  -4.52456421E-04  -9.72197013E-04  -2.71481845E-04
   1.31890633E+00  -9.23391924E-01  -1.29949711E-02   6.08872073E-03  -6.12036960E-04  -6.73260954E-05  -6.72034562E-04  -4.51513989E-04  -9.66896529E-04  -2.69304097E-04
   1.32054970E+00  -9.24741083E-01  -1.32449829E-02   5.73705880E-03  -6.43181947E-04  -9.38790153E-05  -6.66964499E-04  -4.50366207E-04  -9.61449694E-04  -2.66423462E-04
   1.32220171E+00  -9.26067878E-01  -1.34835639E-02   5.37593000E-03  -6.73494171E-04  -1.21002108E-04  -6.62016417E-04  -4.49027920E-04  -9.55954603E-04  -2.62897167E-04
   1.32386256E+00  -9.27372385E-01  -1.37102512E-02   5.00573873E-03  -7.02932512E-04  -1.48634160E-04  -6.57237477E-04  -4.47518429E-04  -9.50505497E-04  -2.58795060E-04
   1.32553243E+00  -9.28654677E-01  -1.39245974E-02   4.62691236E-03  -7.31460634E-04  -1.76716651E-04  -6.52671576E-04  -4.45861141E-04  -9.45191097E-04  -2.54198719E-04
   1.32721151E+00  -9.29914823E-01  -1.41261721E-02   4.23990050E-03  -7.59046762E-04  -2.05194397E-04  -6.48358634E-04  -4.44083126E-04  -9.40093044E-04  -2.49200366E-04
   1.32890001E+00  -9.31152893E-01  -1.43145636E-02   3.84517441E-03  -7.85663386E-04  -2.34016134E-04  -6.44333936E-04  -4.42214598E-04  -9.35284450E-04  -2.43901565E-04
   1.33059813E+00  -9.32368950E-01  -1.44893797E-02   3.44322614E-03  -8.11286902E-04  -2.63135026E-04  -6.40627564E-04  -4.40288332E-04  -9.30828609E-04  -2.38411754E-04
   1.33230606E+00  -9.33563047E-01  -1.46502498E-02   3.03456770E-03  -8.35897193E-04  -2.92509091E-04  -6.37263901E-04  -4.38339005E-04  -9.26777885E-04  -2.32846621E-04
   1.33402403E+00  -9.34735217E-01  -1.47968256E-02   2.61973011E-03  -8.59477156E-04  -3.22101542E-04  -6.34261238E-04  -4.36402508E-04  -9.23172781E-04  -2.27326347E-04
   1.33575225E+00  -9.35885489E-01  -1.49287824E-02   2.19926240E-03  -8.82012197E-04  -3.51881033E-04  -6.31631480E-04  -4.34515204E-04  -9.20041230E-04  -2.21973742E-04
   1.33749095E+00  -9.37013886E-01  -1.50458209E-02   1.77373046E-03  -9.03489695E-04  -3.81821796E-04  -6.29379956E-04  -4.32713176E-04  -9.17398105E-04  -2.16912318E-04
   1.33924033E+00  -9.38120431E-01  -1.51476677E-02   1.34371596E-03  -9.23898451E-04  -4.11903691E-04  -6.27505349E-04  -4.31031459E-04  -9.15244967E-04  -2.12264312E-04
   1.34100062E+00  -9.39205139E-01  -1.52340767E-02   9.09815024E-04  -9.43228129E-04  -4.42112133E-04  -6.25999724E-04  -4.29503278E-04  -9.13570044E-04  -2.08148701E-04
   1.34277203E+00  -9.40268025E-01  -1.53048301E-02   4.72636974E-04  -9.61468710E-04  -4.72437934E-04  -6.24848685E-04  -4.28159308E-04  -9.12348460E-04  -2.04679244E-04
   1.34455477E+00  -9.41309100E-01  -1.53597391E-02   3.28029344E-05  -9.78609962E-04  -5.02877024E-04  -6.24031625E-04  -4.27026966E-04  -9.11542698E-04  -2.01962570E-04
   1.34634907E+00  -9.42328375E-01  -1.53986453E-02  -4.09055595E-04  -9.94640939E-04  -5.33430092E-04  -6.23522097E-04  -4.26129750E-04  -9.11103290E-04  -2.00096369E-04
   1.34815516E+00  -9.43325857E-01  -1.54214210E-02  -8.52298236E-04  -1.00954953E-03  -5.64102120E-04  -6.23288274E-04  -4.25486637E-04  -9.10969739E-04  -1.99167684E-04
   1.34997326E+00  -9.44301551E-01  -1.54279700E-02  -1.29627728E-03  -1.02332205E-03  -5.94901842E-04  -6.23293509E-04  -4.25111560E-04  -9.11071634E-04  -1.99251365E-04
   1.35180362E+00  -9.45255462E-01  -1.54182283E-02  -1.74033928E-03  -1.03594292E-03  -6.25841114E-04  -6.23496970E-04  -4.25012957E-04  -9.11329959E-04  -2.00408694E-04
   1.35364652E+00  -9.46187598E-01  -1.53921646E-02  -2.18382668E-03  -1.04739437E-03  -6.56934233E-04  -6.23854355E-04  -4.25193425E-04  -9.11658569E-04  -2.02686205E-04
   1.35550222E+00  -9.47097968E-01  -1.53497804E-02  -2.62607954E-03  -1.05765625E-03  -6.88197188E-04  -6.24318660E-04  -4.25649464E-04  -9.11965797E-04  -2.06114733E-04
   1.35737103E+00  -9.47986576E-01  -1.52911107E-02  -3.06643716E-03  -1.06670597E-03  -7.19646869E-04  -6.24840997E-04  -4.26371338E-04  -9.12156190E-04  -2.10708693E-04
   1.35925321E+00  -9.48853424E-01  -1.52162241E-02  -3.50423992E-03  -1.07451843E-03  -7.51300255E-04  -6.25371444E-04  -4.27343044E-04  -9.12132309E-04  -2.16465622E-04
   1.36114904E+00  -9.49698505E-01  -1.51252223E-02  -3.93883094E-03  -1.08106612E-03  -7.83173571E-04  -6.25859908E-04  -4.28542391E-04  -9.11796598E-04  -2.23365976E-04
   1.36305881E+00  -9.50521812E-01  -1.50182408E-02  -4.36955792E-03  -1.08631928E-03  -8.15281459E-04  -6.26256998E-04  -4.29941202E-04  -9.11053262E-04  -2.31373198E-04
   1.36498278E+00  -9.51323331E-01  -1.48954484E-02  -4.79577488E-03  -1.09024616E-03  -8.47636146E-04  -6.26514872E-04  -4.31505623E-04  -9.09810136E-04  -2.40434059E-04
   1.36692124E+00  -9.52103041E-01  -1.47570467E-02  -5.21684395E-03  -1.09281338E-03  -8.80246652E-04  -6.26588073E-04  -4.33196549E-04  -9.07980506E-04  -2.50479262E-04
   1.36887448E+00  -9.52860917E-01  -1.46032700E-02  -5.63213711E-03  -1.09398636E-03  -9.13118030E-04  -6.26434304E-04  -4.34970144E-04  -9.05484847E-04  -2.61424306E-04
   1.37084277E+00  -9.53596924E-01  -1.44343845E-02  -6.04103798E-03  -1.09372981E-03  -9.46250662E-04  -6.26015153E-04  -4.36778474E-04  -9.02252462E-04  -2.73170602E-04
   1.37282640E+00  -9.54311026E-01  -1.42506879E-02  -6.44294350E-03  -1.09200836E-03  -9.79639627E-04  -6.25296755E-04  -4.38570208E-04  -8.98222962E-04  -2.85606811E-04
   1.37482567E+00  -9.55003174E-01  -1.40525083E-02  -6.83726563E-03  -1.08878716E-03  -1.01327414E-03  -6.24250354E-04  -4.40291414E-04  -8.93347596E-04  -2.98610402E-04
   1.37684084E+00  -9.55673312E-01  -1.38402035E-02  -7.22343301E-03  -1.08403262E-03  -1.04713709E-03  -6.22852790E-04  -4.41886409E-04  -8.87590376E-04  -3.12049394E-04
   1.37887221E+00  -9.56321378E-01  -1.36141601E-02  -7.60089254E-03  -1.07771314E-03  -1.08120466E-03  -6.21086872E-04  -4.43298664E-04  -8.80928992E-04  -3.25784253E-04
   1.38092006E+00  -9.56947306E-01  -1.33747919E-02  -7.96911094E-03  -1.06979987E-03  -1.11544609E-03  -6.18941644E-04  -4.44471740E-04  -8.73355491E-04  -3.39669929E-04
   1.38298468E+00  -9.57551029E-01  -1.31225391E-02  -8.32757617E-03  -1.06026751E-03  -1.14982350E-03  -6.16412542E-04  -4.45350251E-04  -8.64876714E-04  -3.53557983E-04
   1.38506636E+00  -9.58132473E-01  -1.28578668E-02  -8.67579892E-03  -1.04909508E-03  -1.18429188E-03  -6.13501429E-04  -4.45880826E-04  -8.55514465E-04  -3.67298780E-04
   1.38716539E+00  -9.58691563E-01  -1.25812636E-02  -9.01331381E-03  -1.03626670E-03  -1.21879915E-03  -6.10216506E-04  -4.46013058E-04  -8.45305426E-04  -3.80743715E-04
   1.38928208E+00  -9.59228218E-01  -1.22932397E-02  -9.33968070E-03  -1.02177237E-03  -1.25328640E-03  -6.06572121E-04  -4.45700427E-04  -8.34300805E-04  -3.93747420E-04
   1.39141677E+00  -9.59742355E-01  -1.19943260E-02  -9.65448580E-03  -1.00560860E-03  -1.28768819E-03  -6.02588442E-04  -4.44901174E-04  -8.22565716E-04  -4.06169939E-04
   1.39356983E+00  -9.60233887E-01  -1.16850715E-02  -9.95734267E-03  -9.87779125E-04  -1.32193300E-03  -5.98291041E-04  -4.43579117E-04  -8.10178312E-04  -4.17878819E-04
   1.39574159E+00  -9.60702721E-01  -1.13660424E-02  -1.02478932E-02  -9.68295444E-04  -1.35594376E-03  -5.93710361E-04  -4.41704383E-04  -7.97228676E-04  -4.28751080E-04
   1.39793240E+00  -9.61148756E-01  -1.10378196E-02  -1.05258082E-02  -9.47177321E-04  -1.38963853E-03  -5.88881101E-04  -4.39254061E-04  -7.83817479E-04  -4.38675050E-04
   1.40014259E+00  -9.61571885E-01  -1.07009971E-02  -1.07907885E-02  -9.24453190E-04  -1.42293118E-03  -5.83841506E-04  -4.36212744E-04  -7.70054447E-04  -4.47552012E-04
   1.40237250E+00  -9.61971996E-01  -1.03561799E-02  -1.10425650E-02  -9.00160448E-04  -1.45573229E-03  -5.78632605E-04  -4.32572958E-04  -7.56056633E-04  -4.55297649E-04
   1.40462245E+00  -9.62348968E-01  -1.00039823E-02  -1.12808996E-02  -8.74345637E-04  -1.48794997E-03  -5.73297375E-04  -4.28335473E-04  -7.41946548E-04  -4.61843258E-04
   1.40689282E+00  -9.62702671E-01  -9.64502576E-03  -1.15055850E-02  -8.47064512E-04  -1.51949086E-03  -5.67879880E-04  -4.23509480E-04  -7.27850167E-04  -4.67136714E-04
   1.40918397E+00  -9.63032962E-01  -9.27993674E-03  -1.17164454E-02  -8.18381975E-04  -1.55026105E-03  -5.62424374E-04  -4.18112636E-04  -7.13894841E-04  -4.71143163E-04
   1.41149627E+00  -9.63339694E-01  -8.90934499E-03  -1.19133360E-02  -7.88371890E-04  -1.58016717E-03  -5.56974403E-04  -4.12170969E-04  -7.00207166E-04  -4.73845437E-04
   1.41383007E+00  -9.63622713E-01  -8.53388139E-03  -1.20961434E-02  -7.57116764E-04  -1.60911735E-03  -5.51571912E-04  -4.05718648E-04  -6.86910823E-04  -4.75244181E-04
   1.41618575E+00  -9.63881855E-01  -8.15417606E-03  -1.22647850E-02  -7.24707302E-04  -1.63702226E-03  -5.46256379E-04  -3.98797617E-04  -6.74124447E-04  -4.75357683E-04
   1.41856365E+00  -9.64116953E-01  -7.77085637E-03  -1.24192088E-02  -6.91241836E-04  -1.66379608E-03  -5.41063991E-04  -3.91457092E-04  -6.61959545E-04  -4.74221425E-04
   1.42096412E+00  -9.64327828E-01  -7.38454516E-03  -1.25593930E-02  -6.56825639E-04  -1.68935751E-03  -5.36026878E-04  -3.83752944E-04  -6.50518511E-04  -4.71887340E-04
   1.42338755E+00  -9.64514296E-01  -6.99585883E-03  -1.26853452E-02  -6.21570115E-04  -1.71363058E-03  -5.31172421E-04  -3.75746954E-04  -6.39892769E-04  -4.68422805E-04
   1.42583433E+00  -9.64676158E-01  -6.60540563E-03  -1.27971020E-02  -5.85591900E-04  -1.73654556E-03  -5.26522646E-04  -3.67505971E-04  -6.30161075E-04  -4.63909379E-04
   1.42830487E+00  -9.64813208E-01  -6.21378397E-03  -1.28947279E-02  -5.49011864E-04  -1.75803964E-03  -5.22093716E-04  -3.59100974E-04  -6.21388012E-04  -4.58441300E-04
   1.43079958E+00  -9.64925229E-01  -5.82158085E-03  -1.29783143E-02  -5.11954030E-04  -1.77805765E-03  -5.17895538E-04  -3.50606054E-04  -6.13622706E-04  -4.52123781E-04
   1.43331887E+00  -9.65011999E-01  -5.42937033E-03  -1.30479788E-02  -4.74544437E-04  -1.79655254E-03  -5.13931488E-04  -3.42097340E-04  -6.06897788E-04  -4.45071116E-04
   1.43586313E+00  -9.65073284E-01  -5.03771217E-03  -1.31038639E-02  -4.36909945E-04  -1.81348584E-03  -5.10198260E-04  -3.33651872E-04  -6.01228619E-04  -4.37404642E-04
   1.43843276E+00  -9.65108841E-01  -4.64715055E-03  -1.31461358E-02  -3.99177014E-04  -1.82882796E-03  -5.06685845E-04  -3.25346458E-04  -5.96612796E-04  -4.29250580E-04
   1.44102815E+00  -9.65118419E-01  -4.25821288E-03  -1.31749831E-02  -3.61470461E-04  -1.84255838E-03  -5.03377653E-04  -3.17256509E-04  -5.93029959E-04  -4.20737803E-04
   1.44364974E+00  -9.65101752E-01  -3.87140879E-03  -1.31906155E-02  -3.23912226E-04  -1.85466566E-03  -5.00250755E-04  -3.09454898E-04  -5.90441889E-04  -4.11995549E-04
   1.44629797E+00  -9.65058563E-01  -3.48722918E-03  -1.31932628E-02  -2.86620152E-04  -1.86514740E-03  -4.97276267E-04  -3.02010841E-04  -5.88792915E-04  -4.03151148E-04
   1.44897329E+00  -9.64988565E-01  -3.10614545E-03  -1.31831727E-02  -2.49706816E-04  -1.87400999E-03  -4.94419853E-04  -2.94988833E-04  -5.88010618E-04  -3.94327767E-04
   1.45167614E+00  -9.64891458E-01  -2.72860884E-03  -1.31606102E-02  -2.13278401E-04  -1.88126826E-03  -4.91642354E-04  -2.88447645E-04  -5.88006830E-04  -3.85642244E-04
   1.45440695E+00  -9.64766934E-01  -2.35504990E-03  -1.31258555E-02  -1.77433655E-04  -1.88694504E-03  -4.88900517E-04  -2.82439414E-04  -5.88678900E-04  -3.77203018E-04
   1.45716618E+00  -9.64614669E-01  -1.98587809E-03  -1.30792029E-02  -1.42262935E-04  -1.89107051E-03  -4.86147832E-04  -2.77008821E-04  -5.89911235E-04  -3.69108224E-04
   1.45995427E+00  -9.64434331E-01  -1.62148150E-03  -1.30209595E-02  -1.07847361E-04  -1.89368160E-03  -4.83335443E-04  -2.72192397E-04  -5.91577065E-04  -3.61443952E-04
   1.46277166E+00  -9.64225573E-01  -1.26222674E-03  -1.29514431E-02  -7.42580846E-05  -1.89482110E-03  -4.80413138E-04  -2.68017951E-04  -5.93540425E-04  -3.54282723E-04
   1.46561884E+00  -9.63988037E-01  -9.08458877E-04  -1.28709816E-02  -4.15556944E-05  -1.89453687E-03  -4.77330384E-04  -2.64504129E-04  -5.95658315E-04  -3.47682209E-04
   1.46849630E+00  -9.63721352E-01  -5.60501551E-04  -1.27799111E-02  -9.78975977E-06  -1.89288086E-03  -4.74037397E-04  -2.61660132E-04  -5.97783002E-04  -3.41684202E-04
   1.47140451E+00  -9.63425130E-01  -2.18657186E-04  -1.26785746E-02   2.10014725E-05  -1.88990812E-03  -4.70486227E-04  -2.59485577E-04  -5.99764435E-04  -3.36313874E-04
   1.47434395E+00  -9.63098974E-01   1.16792711E-04  -1.25673210E-02   5.07912270E-05  -1.88567582E-03  -4.66631841E-04  -2.57970514E-04  -6.01452727E-04  -3.31579319E-04
   1.47731510E+00  -9.62742469E-01   4.45587137E-04  -1.24465037E-02   7.95641882E-05  -1.88024215E-03  -4.62433177E-04  -2.57095605E-04  -6.02700664E-04  -3.27471410E-04
   1.48031841E+00  -9.62355187E-01   7.67485101E-04  -1.23164794E-02   1.07316329E-04  -1.87366531E-03  -4.57854157E-04  -2.56832446E-04  -6.03366203E-04  -3.23963950E-04
   1.48335436E+00  -9.61936685E-01   1.08226505E-03  -1.21776073E-02   1.34054578E-04  -1.86600248E-03  -4.52864630E-04  -2.57144050E-04  -6.03314916E-04  -3.21014138E-04
   1.48642347E+00  -9.61486498E-01   1.38972424E-03  -1.20302478E-02   1.59796335E-04  -1.85730884E-03  -4.47441243E-04  -2.57985464E-04  -6.02422337E-04  -3.18563326E-04
   1.48952628E+00  -9.61004142E-01   1.68967802E-03  -1.18747616E-02   1.84568835E-04  -1.84763662E-03  -4.41568199E-04  -2.59304520E-04  -6.00576170E-04  -3.16538065E-04
   1.49266334E+00  -9.60489117E-01   1.98195908E-03  -1.17115093E-02   2.08408370E-04  -1.83703425E-03  -4.35237908E-04  -2.61042705E-04  -5.97678328E-04  -3.14851421E-04
   1.49583518E+00  -9.59940905E-01   2.26641669E-03  -1.15408500E-02   2.31359388E-04  -1.82554557E-03  -4.28451505E-04  -2.63136141E-04  -5.93646758E-04  -3.13404536E-04
   1.49904234E+00  -9.59358975E-01   2.54291589E-03  -1.13631413E-02   2.53473468E-04  -1.81320916E-03  -4.21219217E-04  -2.65516646E-04  -5.88417024E-04  -3.12088412E-04
   1.50228538E+00  -9.58742775E-01   2.81133662E-03  -1.11787383E-02   2.74808198E-04  -1.80005774E-03  -4.13560593E-04  -2.68112874E-04  -5.81943621E-04  -3.10785885E-04
   1.50556481E+00  -9.58091739E-01   3.07157295E-03  -1.09879933E-02   2.95425971E-04  -1.78611777E-03  -4.05504555E-04  -2.70851499E-04  -5.74200991E-04  -3.09373757E-04
   1.50888120E+00  -9.57405279E-01   3.32353221E-03  -1.07912554E-02   3.15392706E-04  -1.77140909E-03  -3.97089293E-04  -2.73658436E-04  -5.65184223E-04  -3.07725046E-04
   1.51223514E+00  -9.56682789E-01   3.56713421E-03  -1.05888702E-02   3.34776535E-04  -1.75594475E-03  -3.88361994E-04  -2.76460070E-04  -5.54909419E-04  -3.05711322E-04
   1.51562723E+00  -9.55923642E-01   3.80231044E-03  -1.03811794E-02   3.53646447E-04  -1.73973098E-03  -3.79378389E-04  -2.79184470E-04  -5.43413732E-04  -3.03205078E-04
   1.51905803E+00  -9.55127188E-01   4.02900331E-03  -1.01685209E-02   3.72070944E-04  -1.72276728E-03  -3.70202157E-04  -2.81762570E-04  -5.30755043E-04  -3.00082100E-04
   1.52252818E+00  -9.54292759E-01   4.24716545E-03  -9.95122839E-03   3.90116694E-04  -1.70504667E-03  -3.60904149E-04  -2.84129298E-04  -5.17011307E-04  -2.96223799E-04
   1.52603832E+00  -9.53419666E-01   4.45675907E-03  -9.72963163E-03   4.07847234E-04  -1.68655604E-03  -3.51561480E-04  -2.86224624E-04  -5.02279564E-04  -2.91519448E-04
   1.52958909E+00  -9.52507196E-01   4.65775530E-03  -9.50405614E-03   4.25321721E-04  -1.66727671E-03  -3.42256477E-04  -2.87994517E-04  -4.86674618E-04  -2.85868300E-04
   1.53318112E+00  -9.51554612E-01   4.85013369E-03  -9.27482339E-03   4.42593760E-04  -1.64718503E-03  -3.33075502E-04  -2.89391784E-04  -4.70327428E-04  -2.79181537E-04
   1.53681508E+00  -9.50561152E-01   5.03388167E-03  -9.04225084E-03   4.59710331E-04  -1.62625315E-03  -3.24107677E-04  -2.90376783E-04  -4.53383207E-04  -2.71384018E-04
   1.54049165E+00  -9.49526033E-01   5.20899419E-03  -8.80665201E-03   4.76710818E-04  -1.60444984E-03  -3.15443518E-04  -2.90917988E-04  -4.35999274E-04  -2.62415790E-04
